hour,taxi_time,average traffic
0,21.333333333333336,0.03582554517133956
1,19.666666666666664,0.012461059190031152
5,20.908602150537636,0.05763239875389408
6,24.082903463522474,0.22118380062305296
7,26.411549235078645,0.22274143302180682
8,27.73164392462638,0.3099688473520249
9,25.98343373493976,0.278816199376947
10,25.685689090450996,0.2819314641744548
11,26.22269144144144,0.32554517133956384
12,24.679298642533936,0.32554517133956384
13,23.178082191780824,0.2632398753894081
14,26.132361870066788,0.3629283489096573
15,24.458333333333332,0.26635514018691586
16,26.273601398601397,0.2616822429906542
17,25.141414141414142,0.3115264797507788
18,25.98257575757576,0.32554517133956384
19,26.50792957951404,0.2632398753894081
20,25.4157967032967,0.27102803738317754
21,23.52340425531915,0.21806853582554514
22,22.71283783783784,0.18847352024922118
23,23.92361111111111,0.11838006230529595
24,21.766666666666666,0.029595015576323987
