hour,taxi_time,average traffic
0,30.766666666666666,0.039755351681957186
1,18.333333333333332,0.01070336391437309
5,25.833333333333336,0.06269113149847094
6,26.65714285714286,0.20489296636085627
7,25.138364779874216,0.23700305810397554
8,24.39831932773109,0.2889908256880734
9,26.02157203074634,0.28134556574923547
10,26.09403153153153,0.3241590214067278
11,25.445414310302432,0.27828746177370034
12,22.915864527629235,0.3302752293577982
13,22.731663685152057,0.25229357798165136
14,25.856828448974863,0.28593272171253825
15,25.903780068728523,0.28593272171253825
16,24.399092970521544,0.3012232415902141
17,26.303562314994384,0.30428134556574926
18,26.74303984259715,0.3134556574923547
19,23.606730769230772,0.28287461773700306
20,27.112634408602148,0.26758409785932724
21,23.511503928170598,0.19724770642201833
22,24.49498746867168,0.1926605504587156
23,23.1,0.09938837920489296
24,15.625,0.02599388379204893
