hour,taxi_time,average traffic
0,25.375,0.029366306027820713
1,19.0,0.00927357032457496
2,12.0,0.0030911901081916537
5,19.866013071895424,0.06800618238021638
6,25.637948717948717,0.21947449768160743
7,26.5184968847352,0.24265842349304484
8,25.213306451612905,0.27666151468315303
9,28.75858747993579,0.3044822256568779
10,25.207619047619048,0.2874806800618238
11,27.247919513103962,0.2797527047913447
12,24.330595720069404,0.2874806800618238
13,23.660119047619048,0.2550231839258114
14,26.30065359477124,0.27202472952086554
15,24.803921568627448,0.26893353941267384
16,24.638509316770186,0.33384853168469864
17,27.10694565533275,0.3168469860896445
18,25.449494949494948,0.31993817619783615
19,26.111625216888374,0.26275115919629055
20,23.92648648648649,0.2828438948995363
21,25.102251978088866,0.26275115919629055
22,21.710020097616997,0.19319938176197837
23,24.319648093841643,0.11746522411128284
24,26.076923076923077,0.02627511591962906
