hour,taxi_time,average traffic
0,28.340909090909093,0.04043545878693623
1,23.166666666666668,0.01088646967340591
5,20.87037037037037,0.052877138413685854
6,26.89485981308411,0.20373250388802489
7,25.462639109697935,0.2581648522550544
8,25.900696864111502,0.2752721617418351
9,25.652792413066386,0.24105754276827374
10,26.973484848484848,0.3203732503888025
11,23.56635919696148,0.3048211508553655
12,24.489469862018883,0.28771384136858474
13,21.694131881427708,0.28304821150855364
14,23.310167310167312,0.3172628304821151
15,25.424333561175665,0.2737169517884914
16,23.614257425742572,0.3172628304821151
17,26.10760667903525,0.31415241057542764
18,27.547824507221364,0.3312597200622084
19,29.522582228767796,0.29237947122861585
20,27.618325642715888,0.24572317262830484
21,24.886243386243386,0.2597200622083981
22,24.16148051097281,0.17884914463452567
23,25.095238095238095,0.12286158631415241
24,23.555555555555557,0.017107309486780714
