fl_date,origin_city_name,dest_city_name,crs_dep_time,delay,crs_arr_time,weather_delay,dep_hour,arr_hour,weather
2018-07-14,"Atlanta, GA","Austin, TX",1730,92.0,1850,56.0,17,18,Rainy
2018-07-14,"Atlanta, GA","Jacksonville, FL",1710,72.0,1825,57.0,17,18,Rainy
2018-07-14,"Atlanta, GA","Las Vegas, NV",1740,39.0,1855,37.0,17,19,Rainy
2018-07-14,"Atlanta, GA","Tampa, FL",1715,73.0,1845,69.0,17,18,Rainy
2018-07-14,"Atlanta, GA","Phoenix, AZ",1802,80.0,1902,5.0,18,19,Rainy
2018-07-14,"Atlanta, GA","Chicago, IL",1733,66.0,1905,32.0,17,19,Rainy
2018-07-14,"Atlanta, GA","Los Angeles, CA",1903,44.0,2100,1.0,19,21,Rainy
2018-07-14,"Atlanta, GA","Norfolk, VA",2011,91.0,2152,20.0,20,22,Rainy
2018-07-14,"Atlanta, GA","Austin, TX",2039,62.0,2156,52.0,20,22,Rainy
2018-07-14,"Atlanta, GA","Fort Lauderdale, FL",1900,40.0,2058,24.0,19,21,Rainy
2018-07-14,"Atlanta, GA","Little Rock, AR",2005,77.0,2043,6.0,20,20,Rainy
2018-07-14,"Atlanta, GA","Orlando, FL",2220,71.0,2355,5.0,22,24,Rainy
2018-07-14,"Atlanta, GA","Dallas/Fort Worth, TX",1810,18.0,1931,18.0,18,19,Rainy
2018-07-14,"Atlanta, GA","Lafayette, LA",2000,109.0,2045,12.0,20,20,Rainy
2018-07-14,"Atlanta, GA","Greer, SC",1911,38.0,2011,9.0,19,20,Rainy
2018-07-14,"Atlanta, GA","Fort Myers, FL",1955,67.0,2140,46.0,20,21,Rainy
2018-07-14,"Atlanta, GA","Kansas City, MO",1924,51.0,2037,8.0,19,20,Rainy
2018-07-14,"Atlanta, GA","Columbus, OH",2222,55.0,2359,19.0,22,24,Rainy
2018-07-14,"Atlanta, GA","Tucson, AZ",2050,73.0,2128,18.0,20,21,Rainy
2018-07-14,"Atlanta, GA","Roanoke, VA",1840,49.0,2007,37.0,18,20,Rainy
2018-07-14,"Atlanta, GA","Jacksonville, FL",1812,46.0,1929,29.0,18,19,Rainy
2018-07-14,"Atlanta, GA","Fayetteville, NC",2051,47.0,2210,22.0,21,22,Rainy
2018-07-14,"Atlanta, GA","Indianapolis, IN",2002,137.0,2137,53.0,20,21,Rainy
2018-07-14,"Atlanta, GA","Kansas City, MO",1759,30.0,1910,5.0,18,19,Rainy
2018-07-14,"Atlanta, GA","Minneapolis, MN",1811,62.0,1959,20.0,18,20,Rainy
2018-07-14,"Atlanta, GA","Valparaiso, FL",2009,43.0,2023,32.0,20,20,Rainy
2018-07-14,"Atlanta, GA","Seattle, WA",1745,25.0,2006,18.0,17,20,Rainy
2018-07-14,"Atlanta, GA","San Jose, CA",1705,24.0,1906,24.0,17,19,Rainy
2018-07-14,"Atlanta, GA","Colorado Springs, CO",2001,57.0,2106,38.0,20,21,Rainy
2018-07-14,"Atlanta, GA","Tampa, FL",1739,64.0,1912,32.0,17,19,Rainy
2018-07-14,"Atlanta, GA","Seattle, WA",1905,115.0,2131,20.0,19,21,Rainy
2018-07-14,"Atlanta, GA","Orlando, FL",2055,58.0,2226,47.0,21,22,Rainy
2018-07-14,"Atlanta, GA","New York, NY",1930,55.0,2159,16.0,19,22,Rainy
2018-07-14,"Atlanta, GA","Cleveland, OH",1833,167.0,2025,4.0,18,20,Rainy
2018-07-14,"Atlanta, GA","Savannah, GA",1928,74.0,2039,58.0,19,20,Rainy
2018-07-14,"Atlanta, GA","Jackson/Vicksburg, MS",1910,113.0,1933,99.0,19,19,Rainy
2018-07-14,"Atlanta, GA","Philadelphia, PA",1847,214.0,2100,24.0,18,21,Rainy
2018-07-14,"Atlanta, GA","Panama City, FL",1954,170.0,2002,58.0,20,20,Rainy
2018-07-14,"Atlanta, GA","Wichita, KS",2015,95.0,2129,9.0,20,21,Rainy
2018-07-14,"Atlanta, GA","Oklahoma City, OK",1700,30.0,1810,30.0,17,18,Rainy
2018-07-14,"Atlanta, GA","Salt Lake City, UT",1920,44.0,2123,22.0,19,21,Rainy
2018-07-14,"Atlanta, GA","Raleigh/Durham, NC",1916,200.0,2041,21.0,19,20,Rainy
2018-07-14,"Atlanta, GA","Boston, MA",1950,49.0,2231,21.0,20,22,Rainy
2018-07-14,"Atlanta, GA","Nashville, TN",1507,51.0,1520,33.0,15,15,Rainy
2018-07-14,"Atlanta, GA","Washington, DC",2213,20.0,2354,20.0,22,24,Rainy
2018-07-14,"Atlanta, GA","Omaha, NE",1919,44.0,2045,2.0,19,20,Rainy
2018-07-14,"Atlanta, GA","Myrtle Beach, SC",2040,58.0,2156,9.0,20,22,Rainy
2018-07-14,"Atlanta, GA","West Palm Beach/Palm Beach, FL",2021,70.0,2209,45.0,20,22,Rainy
2018-07-14,"Atlanta, GA","Savannah, GA",2044,49.0,2151,12.0,20,22,Rainy
2018-07-14,"Atlanta, GA","Washington, DC",1724,13.0,1918,11.0,17,19,Rainy
2018-07-14,"Atlanta, GA","Houston, TX",1930,58.0,2042,3.0,19,20,Rainy
2018-07-16,"Atlanta, GA","Orlando, FL",2156,20.0,2318,20.0,22,23,Rainy
2018-07-16,"Atlanta, GA","Green Bay, WI",2047,67.0,2200,37.0,20,22,Rainy
2018-07-16,"Atlanta, GA","Monroe, LA",1656,86.0,1736,11.0,17,17,Rainy
2018-07-16,"Atlanta, GA","Chattanooga, TN",2335,76.0,25,76.0,23,0,Rainy
2018-07-16,"Atlanta, GA","Albany, GA",2110,116.0,2207,95.0,21,22,Rainy
2018-07-16,"Atlanta, GA","Roanoke, VA",2121,31.0,2255,15.0,21,23,Rainy
2018-07-16,"Atlanta, GA","Mobile, AL",2330,490.0,2344,490.0,23,23,Rainy
2018-07-16,"Atlanta, GA","Alexandria, LA",2132,8.0,2215,8.0,21,22,Rainy
2018-07-16,"Atlanta, GA","Denver, CO",2048,43.0,2208,43.0,20,22,Rainy
2018-07-16,"Atlanta, GA","Little Rock, AR",2236,58.0,2313,15.0,22,23,Rainy
2018-07-16,"Atlanta, GA","Melbourne, FL",2115,54.0,2248,54.0,21,22,Rainy
2018-07-16,"Atlanta, GA","Miami, FL",2110,29.0,2300,29.0,21,23,Rainy
2018-07-16,"Atlanta, GA","Charleston, SC",2347,62.0,55,3.0,23,1,Rainy
2018-07-16,"Atlanta, GA","Houston, TX",2156,221.0,2301,50.0,22,23,Rainy
2018-07-16,"Atlanta, GA","Chicago, IL",2110,47.0,2230,47.0,21,22,Rainy
2018-07-16,"Atlanta, GA","Greer, SC",2154,115.0,2255,11.0,22,23,Rainy
2018-07-16,"Atlanta, GA","Nashville, TN",2159,176.0,2211,31.0,22,22,Rainy
2018-07-16,"Atlanta, GA","Norfolk, VA",2118,25.0,2300,25.0,21,23,Rainy
2018-07-16,"Atlanta, GA","Houston, TX",2126,45.0,2230,45.0,21,22,Rainy
2018-07-16,"Atlanta, GA","Albuquerque, NM",2017,7.0,2135,7.0,20,21,Rainy
2018-07-16,"Atlanta, GA","Panama City, FL",2246,449.0,2254,435.0,22,23,Rainy
2018-07-16,"Atlanta, GA","Dallas/Fort Worth, TX",904,52.0,1018,52.0,9,10,Rainy
2018-07-16,"Atlanta, GA","Sacramento, CA",2056,52.0,2254,28.0,21,23,Rainy
2018-07-16,"Atlanta, GA","Kansas City, MO",2237,94.0,2348,50.0,22,23,Rainy
2018-07-16,"Atlanta, GA","San Diego, CA",2144,28.0,2310,16.0,21,23,Rainy
2018-07-16,"Atlanta, GA","Fort Lauderdale, FL",2148,19.0,2344,19.0,21,23,Rainy
2018-07-16,"Atlanta, GA","Newark, NJ",2117,150.0,2340,3.0,21,23,Rainy
2018-07-16,"Atlanta, GA","Newark, NJ",2227,108.0,45,28.0,22,0,Rainy
2018-07-16,"Atlanta, GA","Charlotte, NC",750,35.0,905,5.0,8,9,Rainy
2018-07-16,"Atlanta, GA","Wichita, KS",2015,118.0,2133,70.0,20,21,Rainy
2018-07-16,"Atlanta, GA","Columbia, SC",2335,91.0,35,10.0,23,0,Rainy
2018-07-16,"Atlanta, GA","Chicago, IL",2130,35.0,2235,35.0,21,22,Rainy
2018-07-16,"Atlanta, GA","Buffalo, NY",2143,33.0,2350,31.0,21,24,Rainy
2018-07-16,"Atlanta, GA","Raleigh/Durham, NC",1916,386.0,2044,18.0,19,20,Rainy
2018-07-16,"Atlanta, GA","Cleveland, OH",2114,70.0,2309,70.0,21,23,Rainy
2018-07-16,"Atlanta, GA","Charlotte, NC",2238,90.0,2354,79.0,22,24,Rainy
2018-07-16,"Atlanta, GA","Daytona Beach, FL",2235,95.0,2359,21.0,22,24,Rainy
2018-07-16,"Atlanta, GA","Greensboro/High Point, NC",2334,44.0,48,16.0,23,0,Rainy
2018-07-16,"Atlanta, GA","Louisville, KY",2056,33.0,2220,23.0,21,22,Rainy
2018-07-16,"Atlanta, GA","Washington, DC",2213,172.0,2359,16.0,22,24,Rainy
2018-07-16,"Atlanta, GA","Evansville, IN",2130,131.0,2149,2.0,21,21,Rainy
2018-07-16,"Atlanta, GA","Birmingham, AL",2108,53.0,2105,53.0,21,21,Rainy
2018-07-16,"Atlanta, GA","Charleston/Dunbar, WV",2126,20.0,2255,20.0,21,23,Rainy
2018-07-16,"Atlanta, GA","Myrtle Beach, SC",2040,97.0,2159,69.0,20,22,Rainy
2018-07-16,"Atlanta, GA","Houston, TX",1930,99.0,2045,5.0,19,20,Rainy
2018-07-16,"Atlanta, GA","Columbia, SC",2154,124.0,2300,113.0,22,23,Rainy
2018-07-16,"Atlanta, GA","New York, NY",2144,242.0,20,43.0,21,0,Rainy
2018-07-16,"Atlanta, GA","Greensboro/High Point, NC",2122,30.0,2243,30.0,21,22,Rainy
2018-07-16,"Atlanta, GA","Columbus, MS",1954,123.0,2010,123.0,20,20,Rainy
2018-07-16,"Atlanta, GA","Augusta, GA",2120,14.0,2221,14.0,21,22,Rainy
2018-07-16,"Atlanta, GA","Wilmington, NC",2143,49.0,2310,42.0,21,23,Rainy
2018-07-16,"Atlanta, GA","Lexington, KY",1834,41.0,1955,5.0,18,20,Rainy
2018-07-16,"Atlanta, GA","Tallahassee, FL",2240,125.0,2346,12.0,22,23,Rainy
2018-07-16,"Atlanta, GA","Chicago, IL",2057,64.0,2208,16.0,21,22,Rainy
2018-07-16,"Atlanta, GA","Jacksonville/Camp Lejeune, NC",2116,17.0,2245,17.0,21,22,Rainy
2018-07-16,"Atlanta, GA","Montgomery, AL",2331,50.0,2325,14.0,23,23,Rainy
2018-07-16,"Atlanta, GA","Knoxville, TN",2245,16.0,2345,16.0,22,23,Rainy
2018-07-16,"Atlanta, GA","Austin, TX",2035,55.0,2150,55.0,20,22,Rainy
2018-07-16,"Atlanta, GA","Cleveland, OH",2325,67.0,105,10.0,23,1,Rainy
2018-07-16,"Atlanta, GA","Denver, CO",1835,215.0,1955,58.0,18,20,Rainy
2018-07-16,"Atlanta, GA","Houston, TX",1950,26.0,2100,8.0,20,21,Rainy
2018-07-16,"Atlanta, GA","Washington, DC",1605,26.0,1800,26.0,16,18,Rainy
2018-07-16,"Atlanta, GA","Las Vegas, NV",2050,100.0,2205,75.0,20,22,Rainy
2018-07-16,"Atlanta, GA","New York, NY",1910,104.0,2130,85.0,19,21,Rainy
2018-07-16,"Atlanta, GA","Fort Myers, FL",2115,54.0,2250,54.0,21,22,Rainy
2018-07-16,"Atlanta, GA","Greer, SC",1721,46.0,1823,6.0,17,18,Rainy
2018-07-16,"Atlanta, GA","St. Louis, MO",1740,54.0,1824,1.0,17,18,Rainy
2018-07-16,"Atlanta, GA","Salt Lake City, UT",2222,39.0,25,39.0,22,0,Rainy
2018-07-16,"Atlanta, GA","Minneapolis, MN",2106,81.0,2253,81.0,21,23,Rainy
2018-07-16,"Atlanta, GA","New Orleans, LA",2331,64.0,2359,19.0,23,24,Rainy
2018-07-16,"Atlanta, GA","Chattanooga, TN",2202,11.0,2258,11.0,22,23,Rainy
2018-07-16,"Atlanta, GA","Tulsa, OK",2152,72.0,2254,16.0,22,23,Rainy
2018-07-16,"Atlanta, GA","Fort Lauderdale, FL",2255,160.0,45,19.0,23,0,Rainy
2018-07-16,"Atlanta, GA","Milwaukee, WI",2231,31.0,2340,6.0,22,23,Rainy
2018-07-16,"Atlanta, GA","Philadelphia, PA",2235,18.0,40,18.0,22,0,Rainy
2018-07-16,"Atlanta, GA","Charlotte, NC",1739,72.0,1903,52.0,17,19,Rainy
2018-07-16,"Atlanta, GA","Scranton/Wilkes-Barre, PA",2124,518.0,2330,508.0,21,23,Rainy
2018-07-16,"Atlanta, GA","Denver, CO",2150,56.0,2310,15.0,22,23,Rainy
2018-07-16,"Atlanta, GA","Raleigh/Durham, NC",2228,167.0,2355,10.0,22,24,Rainy
2018-07-16,"Atlanta, GA","Huntsville, AL",1953,43.0,1955,29.0,20,20,Rainy
2018-07-16,"Atlanta, GA","New York, NY",2030,90.0,2258,18.0,20,23,Rainy
2018-07-16,"Atlanta, GA","San Francisco, CA",2140,44.0,2350,33.0,21,24,Rainy
2018-07-16,"Atlanta, GA","Richmond, VA",2014,15.0,2155,15.0,20,22,Rainy
2018-07-16,"Atlanta, GA","Hartford, CT",2223,52.0,50,4.0,22,0,Rainy
2018-07-16,"Atlanta, GA","Huntsville, AL",2257,40.0,2255,3.0,23,23,Rainy
2018-07-16,"Atlanta, GA","West Palm Beach/Palm Beach, FL",2142,91.0,2330,4.0,21,23,Rainy
2018-07-16,"Atlanta, GA","Raleigh/Durham, NC",2332,64.0,56,15.0,23,1,Rainy
2018-07-16,"Atlanta, GA","Oklahoma City, OK",1927,124.0,2041,40.0,19,20,Rainy
2018-07-16,"Atlanta, GA","Rochester, NY",2139,34.0,2350,30.0,21,24,Rainy
2018-07-16,"Atlanta, GA","Cedar Rapids/Iowa City, IA",2151,178.0,2300,4.0,22,23,Rainy
2018-07-16,"Atlanta, GA","Los Angeles, CA",2108,21.0,2250,21.0,21,22,Rainy
2018-07-16,"Atlanta, GA","Pensacola, FL",2039,99.0,2055,52.0,20,21,Rainy
2018-07-16,"Atlanta, GA","Orlando, FL",2330,62.0,101,1.0,23,1,Rainy
2018-07-16,"Atlanta, GA","Washington, DC",2237,59.0,25,2.0,22,0,Rainy
2018-07-16,"Atlanta, GA","Oklahoma City, OK",2154,84.0,2305,14.0,22,23,Rainy
2018-07-16,"Atlanta, GA","Detroit, MI",2233,77.0,36,10.0,22,0,Rainy
2018-07-16,"Atlanta, GA","Austin, TX",2039,175.0,2200,165.0,20,22,Rainy
2018-07-16,"Atlanta, GA","Memphis, TN",2301,119.0,2325,16.0,23,23,Rainy
2018-07-16,"Atlanta, GA","Little Rock, AR",2000,9.0,2042,9.0,20,20,Rainy
2018-07-16,"Atlanta, GA","Memphis, TN",2107,74.0,2129,74.0,21,21,Rainy
2018-07-16,"Atlanta, GA","St. Louis, MO",2220,184.0,2304,31.0,22,23,Rainy
2018-07-16,"Atlanta, GA","Grand Rapids, MI",1916,44.0,2117,4.0,19,21,Rainy
2018-07-16,"Atlanta, GA","Savannah, GA",2228,71.0,2338,7.0,22,23,Rainy
2018-07-16,"Atlanta, GA","Las Vegas, NV",2158,88.0,2315,2.0,22,23,Rainy
2018-07-16,"Atlanta, GA","Albany, NY",2124,15.0,2350,15.0,21,24,Rainy
2018-07-16,"Atlanta, GA","Fort Lauderdale, FL",1600,33.0,1757,3.0,16,18,Rainy
2018-07-16,"Atlanta, GA","Fort Myers, FL",2145,16.0,2331,16.0,21,23,Rainy
2018-07-16,"Atlanta, GA","Sarasota/Bradenton, FL",2226,84.0,2359,4.0,22,24,Rainy
2018-07-16,"Atlanta, GA","Baltimore, MD",2231,139.0,30,26.0,22,0,Rainy
2018-07-16,"Atlanta, GA","Fort Lauderdale, FL",2033,67.0,2230,60.0,20,22,Rainy
2018-07-16,"Atlanta, GA","Portland, OR",2130,61.0,2340,56.0,21,23,Rainy
2018-07-16,"Atlanta, GA","Charleston, SC",2119,47.0,2234,47.0,21,22,Rainy
2018-07-16,"Atlanta, GA","Tampa, FL",2330,37.0,59,3.0,23,1,Rainy
2018-07-16,"Atlanta, GA","San Antonio, TX",2159,19.0,2325,19.0,22,23,Rainy
2018-07-16,"Atlanta, GA","Los Angeles, CA",2225,98.0,6,25.0,22,0,Rainy
2018-07-16,"Atlanta, GA","Allentown/Bethlehem/Easton, PA",2123,19.0,2330,19.0,21,23,Rainy
2018-07-16,"Atlanta, GA","Chicago, IL",2240,78.0,2352,18.0,22,24,Rainy
2018-07-16,"Atlanta, GA","Dallas, TX",2125,23.0,2240,23.0,21,22,Rainy
2018-07-16,"Atlanta, GA","Akron, OH",2153,65.0,2340,65.0,22,23,Rainy
2018-07-16,"Atlanta, GA","Newark, NJ",1830,230.0,2100,122.0,18,21,Rainy
2018-07-16,"Atlanta, GA","Baltimore, MD",2114,19.0,2316,19.0,21,23,Rainy
2018-07-16,"Atlanta, GA","Miami, FL",2255,95.0,52,36.0,23,1,Rainy
2018-07-16,"Atlanta, GA","Des Moines, IA",2123,22.0,2240,22.0,21,22,Rainy
2018-07-16,"Atlanta, GA","Richmond, VA",2249,59.0,32,9.0,22,0,Rainy
2018-07-16,"Atlanta, GA","Valparaiso, FL",2251,56.0,2305,19.0,23,23,Rainy
2018-07-16,"Atlanta, GA","Syracuse, NY",2125,70.0,2344,65.0,21,23,Rainy
2018-07-16,"Atlanta, GA","Greer, SC",2348,37.0,45,34.0,23,0,Rainy
2018-07-16,"Atlanta, GA","Shreveport, LA",2234,156.0,2320,145.0,22,23,Rainy
2018-07-16,"Atlanta, GA","Bristol/Johnson City/Kingsport, TN",2225,548.0,2338,536.0,22,23,Rainy
2018-07-17,"New York, NY","Houston, TX",1510,209.0,1822,173.0,15,18,Rainy
2018-07-17,"New York, NY","Charleston, SC",1503,109.0,1735,109.0,15,17,Rainy
2018-07-17,"New York, NY","Columbus, OH",1450,124.0,1654,124.0,14,17,Rainy
2018-07-17,"New York, NY","Boston, MA",759,16.0,917,4.0,8,9,Rainy
2018-07-17,"New York, NY","Columbus, OH",1325,196.0,1520,196.0,13,15,Rainy
2018-07-17,"New York, NY","Louisville, KY",729,25.0,954,12.0,7,10,Rainy
2018-07-17,"New York, NY","Chicago, IL",2100,98.0,2233,2.0,21,22,Rainy
2018-07-17,"New York, NY","Houston, TX",1840,799.0,2132,515.0,18,21,Rainy
2018-07-17,"New York, NY","Houston, TX",1530,409.0,1825,409.0,15,18,Rainy
2018-07-17,"New York, NY","Chicago, IL",1500,94.0,1627,13.0,15,16,Rainy
2018-07-17,"New York, NY","Denver, CO",1425,86.0,1643,86.0,14,16,Rainy
2018-07-17,"New York, NY","Chicago, IL",1914,371.0,2058,66.0,19,21,Rainy
2018-07-17,"New York, NY","Denver, CO",1140,322.0,1402,322.0,11,14,Rainy
2018-07-17,"New York, NY","Chicago, IL",1130,280.0,1322,262.0,11,13,Rainy
2018-07-17,"New York, NY","Birmingham, AL",1425,117.0,1608,115.0,14,16,Rainy
2018-07-17,"New York, NY","Portland, ME",1350,192.0,1515,192.0,14,15,Rainy
2018-07-17,"New York, NY","Syracuse, NY",1143,294.0,1305,284.0,11,13,Rainy
2018-07-17,"New York, NY","Bangor, ME",1425,105.0,1607,94.0,14,16,Rainy
2018-07-17,"New York, NY","Fort Lauderdale, FL",1522,76.0,1842,63.0,15,18,Rainy
2018-07-17,"New York, NY","Charleston, SC",2031,136.0,2255,136.0,20,23,Rainy
2018-07-17,"New York, NY","Cleveland, OH",1535,57.0,1736,42.0,15,17,Rainy
2018-07-17,"New York, NY","Charlotte, NC",1309,250.0,1523,235.0,13,15,Rainy
2018-07-17,"New York, NY","Dallas/Fort Worth, TX",1559,236.0,1905,5.0,16,19,Rainy
2018-07-17,"New York, NY","Miami, FL",1515,42.0,1848,42.0,15,18,Rainy
2018-07-17,"New York, NY","Miami, FL",1655,100.0,2023,83.0,17,20,Rainy
2018-07-17,"New York, NY","Dallas/Fort Worth, TX",1705,83.0,2013,1.0,17,20,Rainy
2018-07-17,"New York, NY","Dallas/Fort Worth, TX",1959,39.0,2259,5.0,20,23,Rainy
2018-07-17,"New York, NY","Nashville, TN",1355,149.0,1531,88.0,14,15,Rainy
2018-07-17,"New York, NY","Raleigh/Durham, NC",1429,94.0,1625,89.0,14,16,Rainy
2018-07-17,"New York, NY","Cleveland, OH",1130,280.0,1330,254.0,11,13,Rainy
2018-07-17,"New York, NY","Savannah, GA",1430,168.0,1659,168.0,14,17,Rainy
2018-07-17,"New York, NY","Fayetteville, AR",1210,282.0,1430,282.0,12,14,Rainy
2018-07-17,"New York, NY","Chicago, IL",1400,166.0,1538,152.0,14,15,Rainy
2018-07-17,"New York, NY","Charlotte, NC",1500,74.0,1729,66.0,15,17,Rainy
2018-07-17,"New York, NY","Chicago, IL",1615,60.0,1800,60.0,16,18,Rainy
2018-07-17,"New York, NY","Chicago, IL",1515,61.0,1655,61.0,15,17,Rainy
2018-07-17,"New York, NY","Chicago, IL",1015,23.0,1200,4.0,10,12,Rainy
2018-07-17,"New York, NY","Raleigh/Durham, NC",1500,128.0,1651,128.0,15,17,Rainy
2018-07-17,"New York, NY","Denver, CO",1823,253.0,2059,6.0,18,21,Rainy
2018-07-17,"New York, NY","Houston, TX",1725,224.0,2019,18.0,17,20,Rainy
2018-07-17,"New York, NY","Chicago, IL",1800,215.0,1940,15.0,18,19,Rainy
2018-07-17,"New York, NY","Boston, MA",1400,253.0,1515,250.0,14,15,Rainy
2018-07-17,"New York, NY","Boston, MA",1500,351.0,1625,6.0,15,16,Rainy
2018-07-17,"New York, NY","Dallas/Fort Worth, TX",1432,4.0,1734,4.0,14,17,Rainy
2018-07-17,"New York, NY","Chicago, IL",2029,19.0,2211,19.0,20,22,Rainy
2018-07-17,"New York, NY","Miami, FL",1330,199.0,1651,199.0,13,17,Rainy
2018-07-17,"New York, NY","Salt Lake City, UT",1535,126.0,1913,6.0,15,19,Rainy
2018-07-17,"New York, NY","Tampa, FL",1925,248.0,2242,14.0,19,22,Rainy
2018-07-17,"New York, NY","Los Angeles, CA",1640,48.0,2010,43.0,16,20,Rainy
2018-07-17,"New York, NY","Orlando, FL",1945,347.0,2258,33.0,19,23,Rainy
2018-07-17,"New York, NY","Las Vegas, NV",2000,83.0,2300,15.0,20,23,Rainy
2018-07-17,"New York, NY","Phoenix, AZ",1659,25.0,1947,20.0,17,19,Rainy
2018-07-17,"New York, NY","San Francisco, CA",1555,94.0,1944,72.0,16,19,Rainy
2018-07-17,"New York, NY","Atlanta, GA",1459,75.0,1739,68.0,15,17,Rainy
2018-07-17,"New York, NY","Detroit, MI",1439,110.0,1646,99.0,14,16,Rainy
2018-07-17,"New York, NY","Minneapolis, MN",1429,132.0,1635,118.0,14,16,Rainy
2018-07-17,"New York, NY","Minneapolis, MN",1820,297.0,2053,16.0,18,21,Rainy
2018-07-17,"New York, NY","Fort Lauderdale, FL",1929,207.0,2254,19.0,19,23,Rainy
2018-07-17,"New York, NY","San Diego, CA",1654,178.0,2015,6.0,17,20,Rainy
2018-07-17,"New York, NY","Denver, CO",1230,230.0,1504,221.0,12,15,Rainy
2018-07-17,"New York, NY","Miami, FL",1530,105.0,1906,105.0,15,19,Rainy
2018-07-17,"New York, NY","Salt Lake City, UT",2025,212.0,8,21.0,20,0,Rainy
2018-07-17,"New York, NY","Las Vegas, NV",1515,320.0,1807,11.0,15,18,Rainy
2018-07-17,"New York, NY","Jacksonville, FL",1425,114.0,1705,107.0,14,17,Rainy
2018-07-17,"New York, NY","San Diego, CA",1619,48.0,1933,41.0,16,19,Rainy
2018-07-17,"New York, NY","Cleveland, OH",1115,368.0,1304,329.0,11,13,Rainy
2018-07-17,"New York, NY","Memphis, TN",1251,266.0,1448,266.0,13,14,Rainy
2018-07-17,"New York, NY","Washington, DC",1700,109.0,1830,108.0,17,18,Rainy
2018-07-17,"New York, NY","Raleigh/Durham, NC",1755,14.0,1953,14.0,18,20,Rainy
2018-07-17,"New York, NY","Atlanta, GA",1350,145.0,1625,115.0,14,16,Rainy
2018-07-17,"New York, NY","Nashville, TN",1145,327.0,1325,313.0,11,13,Rainy
2018-07-17,"New York, NY","Chicago, IL",1200,269.0,1335,263.0,12,13,Rainy
2018-07-17,"New York, NY","Milwaukee, WI",1105,337.0,1240,320.0,11,12,Rainy
2018-07-17,"New York, NY","Dallas/Fort Worth, TX",1759,100.0,2105,17.0,18,21,Rainy
2018-07-17,"New York, NY","Charlotte, NC",1435,1.0,1653,1.0,14,17,Rainy
2018-07-17,"New York, NY","Nashville, TN",1458,95.0,1640,72.0,15,16,Rainy
2018-07-17,"New York, NY","Ponce, PR",2123,26.0,135,26.0,21,1,Rainy
2018-07-18,"Miami, FL","Nashville, TN",1532,25.0,1653,19.0,15,17,Rainy
2018-07-18,"Miami, FL","New York, NY",1950,100.0,2257,82.0,20,23,Rainy
2018-07-18,"Miami, FL","Orlando, FL",1730,22.0,1844,18.0,17,18,Rainy
2018-07-18,"Miami, FL","Dallas/Fort Worth, TX",1535,266.0,1735,29.0,15,17,Rainy
2018-07-18,"Miami, FL","New York, NY",1545,23.0,1855,18.0,15,19,Rainy
2018-07-18,"Miami, FL","Houston, TX",1550,93.0,1732,33.0,16,17,Rainy
2018-07-18,"Miami, FL","Charlotte, NC",1925,153.0,2137,5.0,19,21,Rainy
2018-07-18,"Miami, FL","Los Angeles, CA",1530,45.0,1756,26.0,15,18,Rainy
2018-07-18,"Miami, FL","San Antonio, TX",2040,24.0,2231,24.0,20,22,Rainy
2018-07-18,"Miami, FL","Las Vegas, NV",1755,53.0,2002,28.0,18,20,Rainy
2018-07-18,"Miami, FL","Charlotte, NC",1747,76.0,2010,26.0,17,20,Rainy
2018-07-18,"Miami, FL","Charlotte, NC",1500,58.0,1715,52.0,15,17,Rainy
2018-07-18,"Miami, FL","Phoenix, AZ",2130,32.0,2305,17.0,21,23,Rainy
2018-07-18,"Miami, FL","Orlando, FL",1950,82.0,2058,7.0,20,21,Rainy
2018-07-18,"Miami, FL","Washington, DC",1530,230.0,1814,230.0,15,18,Rainy
2018-07-18,"Miami, FL","Seattle, WA",2040,23.0,4,16.0,20,0,Rainy
2018-07-18,"Miami, FL","Newark, NJ",2005,41.0,2312,28.0,20,23,Rainy
2018-07-18,"Miami, FL","New Orleans, LA",2057,66.0,2151,25.0,21,22,Rainy
2018-07-18,"Miami, FL","New York, NY",1655,46.0,2004,37.0,17,20,Rainy
2018-07-18,"Miami, FL","Philadelphia, PA",1535,116.0,1833,95.0,15,18,Rainy
2018-07-18,"Miami, FL","Raleigh/Durham, NC",1532,33.0,1742,33.0,15,17,Rainy
2018-07-18,"Miami, FL","New York, NY",1820,28.0,2134,24.0,18,21,Rainy
2018-07-18,"Miami, FL","Tampa, FL",1736,28.0,1844,24.0,17,18,Rainy
2018-07-18,"Miami, FL","Houston, TX",2201,39.0,2341,17.0,22,23,Rainy
2018-07-18,"Miami, FL","Orlando, FL",1535,23.0,1643,21.0,15,16,Rainy
2018-07-18,"Miami, FL","Chicago, IL",1701,39.0,1931,35.0,17,19,Rainy
2018-07-18,"Miami, FL","Chicago, IL",1935,22.0,2156,11.0,19,22,Rainy
2018-07-18,"Miami, FL","Dallas/Fort Worth, TX",1734,25.0,1943,21.0,17,19,Rainy
2018-07-18,"Miami, FL","Washington, DC",1545,149.0,1822,149.0,15,18,Rainy
2018-07-18,"Miami, FL","Baltimore, MD",2140,41.0,18,6.0,21,0,Rainy
2018-07-18,"Miami, FL","Chicago, IL",2130,56.0,2348,11.0,21,23,Rainy
2018-07-18,"Miami, FL","Tallahassee, FL",1730,28.0,1857,28.0,17,19,Rainy
