fl_date,origin_city_name,dest_city_name,crs_dep_time,delay,crs_arr_time,weather_delay,dep_hour,arr_hour,weather
2018-08-31,"Charlotte, NC","Sacramento, CA",1650,77.0,1915,72.0,16,19,Cloudy
2018-08-31,"Charlotte, NC","Seattle, WA",1801,72.0,2038,5.0,18,20,Cloudy
2018-08-31,"Charlotte, NC","Minneapolis, MN",2220,108.0,2356,47.0,22,24,Cloudy
2018-08-31,"Charlotte, NC","Miami, FL",2015,40.0,2225,35.0,20,22,Cloudy
2018-08-31,"Charlotte, NC","Las Vegas, NV",2020,272.0,2159,110.0,20,22,Cloudy
2018-08-31,"Charlotte, NC","Las Vegas, NV",1653,78.0,1833,77.0,17,18,Cloudy
2018-08-31,"Charlotte, NC","Las Vegas, NV",1759,161.0,1938,19.0,18,19,Cloudy
2018-08-31,"Charlotte, NC","Los Angeles, CA",1610,113.0,1814,67.0,16,18,Cloudy
2018-08-31,"Charlotte, NC","Buffalo, NY",2222,37.0,2359,17.0,22,24,Cloudy
2018-08-31,"Charlotte, NC","Philadelphia, PA",2017,104.0,2203,45.0,20,22,Cloudy
2018-08-31,"Charlotte, NC","Providence, RI",2044,109.0,2240,107.0,20,22,Cloudy
2018-08-31,"Charlotte, NC","Atlanta, GA",2019,53.0,2137,14.0,20,21,Cloudy
2018-08-31,"Charlotte, NC","Charleston, SC",2035,37.0,2137,5.0,20,21,Cloudy
2018-08-31,"Charlotte, NC","Phoenix, AZ",1650,83.0,1818,72.0,16,18,Cloudy
2018-08-31,"Charlotte, NC","San Jose, CA",1907,82.0,2129,23.0,19,21,Cloudy
2018-08-31,"Charlotte, NC","Cleveland, OH",2220,95.0,2346,74.0,22,23,Cloudy
2018-08-31,"Charlotte, NC","Baton Rouge, LA",1634,118.0,1748,100.0,16,17,Cloudy
2018-08-31,"Charlotte, NC","Montgomery, AL",2225,104.0,2252,33.0,22,23,Cloudy
2018-08-31,"Charlotte, NC","Scranton/Wilkes-Barre, PA",2014,128.0,2158,34.0,20,22,Cloudy
2018-08-31,"Charlotte, NC","Wilmington, NC",2000,73.0,2102,64.0,20,21,Cloudy
2018-08-31,"Charlotte, NC","Ashland, WV",2000,273.0,2110,34.0,20,21,Cloudy
2018-08-31,"Charlotte, NC","Columbia, SC",2035,13.0,2128,8.0,20,21,Cloudy
2018-08-31,"Charlotte, NC","Greer, SC",2209,131.0,2251,126.0,22,23,Cloudy
2018-08-31,"Charlotte, NC","Fayetteville, NC",1826,48.0,1927,9.0,18,19,Cloudy
2018-08-31,"Charlotte, NC","Savannah, GA",2210,109.0,2311,16.0,22,23,Cloudy
2018-08-31,"Charlotte, NC","Gulfport/Biloxi, MS",2210,71.0,2254,31.0,22,23,Cloudy
2018-08-31,"Charlotte, NC","Knoxville, TN",2216,101.0,2314,67.0,22,23,Cloudy
2018-08-31,"Charlotte, NC","Cleveland, OH",2025,36.0,2202,22.0,20,22,Cloudy
2018-08-31,"Charlotte, NC","Jacksonville/Camp Lejeune, NC",729,55.0,823,55.0,7,8,Cloudy
2018-08-31,"Charlotte, NC","Greer, SC",1630,3.0,1721,3.0,16,17,Cloudy
2018-08-31,"Charlotte, NC","Allentown/Bethlehem/Easton, PA",2210,105.0,2345,57.0,22,23,Cloudy
2018-08-31,"Charlotte, NC","Charlottesville, VA",1616,105.0,1730,105.0,16,17,Cloudy
2018-08-31,"Charlotte, NC","Dallas/Fort Worth, TX",1610,127.0,1800,88.0,16,18,Cloudy
2018-08-31,"Charlotte, NC","New Orleans, LA",1914,316.0,2005,71.0,19,20,Cloudy
2018-08-31,"Charlotte, NC","Denver, CO",1650,80.0,1826,70.0,16,18,Cloudy
2018-08-31,"Charlotte, NC","Memphis, TN",1909,77.0,1950,18.0,19,20,Cloudy
2018-08-31,"Charlotte, NC","Raleigh/Durham, NC",2014,181.0,2110,27.0,20,21,Cloudy
2018-08-31,"Charlotte, NC","San Francisco, CA",1630,144.0,1900,38.0,16,19,Cloudy
2018-08-31,"Charlotte, NC","Baltimore, MD",1753,69.0,1921,57.0,18,19,Cloudy
2018-08-31,"Charlotte, NC","Roanoke, VA",1606,16.0,1710,1.0,16,17,Cloudy
2018-08-31,"Charlotte, NC","Atlanta, GA",1721,84.0,1848,57.0,17,18,Cloudy
2018-08-31,"Charlotte, NC","Minneapolis, MN",1702,71.0,1855,71.0,17,19,Cloudy
2018-08-31,"Charlotte, NC","Greensboro/High Point, NC",1506,275.0,1557,64.0,15,16,Cloudy
2018-08-31,"Charlotte, NC","Springfield, MO",1825,270.0,1949,9.0,18,19,Cloudy
2018-08-31,"Charlotte, NC","Indianapolis, IN",2012,70.0,2152,11.0,20,22,Cloudy
2018-08-31,"Charlotte, NC","Hilton Head, SC",1821,34.0,1935,10.0,18,19,Cloudy
2018-08-31,"Charlotte, NC","Salt Lake City, UT",2014,66.0,2231,14.0,20,22,Cloudy
2018-08-31,"Charlotte, NC","New York, NY",1810,310.0,2012,151.0,18,20,Cloudy
2018-08-31,"Charlotte, NC","San Francisco, CA",2026,59.0,2256,43.0,20,23,Cloudy
2018-08-31,"Charlotte, NC","Los Angeles, CA",1745,204.0,1953,153.0,17,20,Cloudy
2018-08-31,"Charlotte, NC","Portland, ME",1959,154.0,2209,154.0,20,22,Cloudy
2018-08-31,"Charlotte, NC","Tampa, FL",1815,51.0,2001,9.0,18,20,Cloudy
2018-08-31,"Charlotte, NC","Providence, RI",2209,44.0,1,44.0,22,0,Cloudy
2018-08-31,"Charlotte, NC","Tampa, FL",1645,89.0,1832,70.0,16,18,Cloudy
2018-08-31,"Charlotte, NC","Dallas/Fort Worth, TX",1750,94.0,1943,84.0,18,19,Cloudy
2018-08-31,"Charlotte, NC","Orlando, FL",1750,281.0,1932,179.0,18,19,Cloudy
2018-08-31,"Charlotte, NC","Boston, MA",2035,52.0,2245,52.0,20,22,Cloudy
2018-08-31,"Charlotte, NC","Washington, DC",2135,36.0,2253,6.0,21,23,Cloudy
2018-08-31,"Charlotte, NC","Louisville, KY",2229,71.0,2357,59.0,22,24,Cloudy
2018-08-31,"Charlotte, NC","Akron, OH",1746,75.0,1911,16.0,17,19,Cloudy
2018-08-31,"Charlotte, NC","Savannah, GA",1820,62.0,1933,3.0,18,19,Cloudy
2018-08-31,"Charlotte, NC","Wilmington, NC",1829,51.0,1942,11.0,18,19,Cloudy
2018-08-31,"Charlotte, NC","Cleveland, OH",1754,72.0,1924,22.0,18,19,Cloudy
2018-08-31,"Charlotte, NC","Norfolk, VA",1512,87.0,1624,3.0,15,16,Cloudy
2018-08-31,"Charlotte, NC","Peoria, IL",2035,30.0,2138,9.0,20,21,Cloudy
2018-08-31,"Charlotte, NC","Pensacola, FL",1741,86.0,1820,25.0,17,18,Cloudy
2018-08-31,"Charlotte, NC","Asheville, NC",2040,33.0,2133,12.0,20,21,Cloudy
2018-08-31,"Charlotte, NC","Myrtle Beach, SC",2209,45.0,2304,2.0,22,23,Cloudy
2018-08-31,"Charlotte, NC","Fayetteville, NC",2224,143.0,2315,84.0,22,23,Cloudy
2018-08-31,"Charlotte, NC","Montgomery, AL",1440,62.0,1506,11.0,14,15,Cloudy
2018-08-31,"Charlotte, NC","Valparaiso, FL",2241,76.0,2320,18.0,22,23,Cloudy
2018-08-31,"Charlotte, NC","Cincinnati, OH",1752,62.0,1914,16.0,18,19,Cloudy
2018-08-31,"Charlotte, NC","Valparaiso, FL",1745,260.0,1824,13.0,17,18,Cloudy
2018-08-31,"Charlotte, NC","Miami, FL",1639,90.0,1900,65.0,16,19,Cloudy
2018-08-31,"Charlotte, NC","Roanoke, VA",1956,90.0,2112,3.0,20,21,Cloudy
2018-08-31,"Charlotte, NC","Bristol/Johnson City/Kingsport, TN",1830,166.0,1932,22.0,18,19,Cloudy
2018-08-31,"Charlotte, NC","Roanoke, VA",2204,10.0,2304,10.0,22,23,Cloudy
2018-08-31,"Charlotte, NC","Florence, SC",2235,8.0,2329,8.0,22,23,Cloudy
2018-08-31,"Charlotte, NC","Detroit, MI",1726,93.0,1919,21.0,17,19,Cloudy
2019-10-01,"Chicago, IL","Des Moines, IA",1856,46.0,2023,46.0,19,20,Rainy
2019-10-01,"Chicago, IL","Madison, WI",2110,49.0,2216,44.0,21,22,Rainy
2019-10-01,"Chicago, IL","Dubuque, IA",2045,83.0,2140,59.0,20,21,Rainy
2019-10-01,"Chicago, IL","Mosinee, WI",2215,15.0,2315,15.0,22,23,Rainy
2019-10-01,"Chicago, IL","Sioux Falls, SD",2015,55.0,2158,55.0,20,22,Rainy
2019-10-01,"Chicago, IL","Madison, WI",2205,80.0,2254,80.0,22,23,Rainy
2019-10-01,"Chicago, IL","La Crosse, WI",2035,84.0,2144,84.0,20,21,Rainy
2019-10-01,"Chicago, IL","Appleton, WI",949,30.0,1049,30.0,9,10,Rainy
2019-10-02,"Detroit, MI","Saginaw/Bay City/Midland, MI",1225,171.0,1317,164.0,12,13,Rainy
2019-10-02,"Detroit, MI","Erie, PA",1600,46.0,1701,20.0,16,17,Rainy
2019-10-02,"Detroit, MI","White Plains, NY",715,110.0,900,96.0,7,9,Rainy
2019-10-02,"Detroit, MI","Ithaca/Cortland, NY",1120,278.0,1235,270.0,11,12,Rainy
2019-10-02,"Detroit, MI","Escanaba, MI",1638,51.0,1802,42.0,16,18,Rainy
2019-10-03,"Houston, TX","San Jose, CA",1855,54.0,2058,9.0,19,21,Cloudy
2019-10-03,"Houston, TX","Austin, TX",1946,22.0,2047,17.0,19,20,Cloudy
2019-10-03,"Houston, TX","Nashville, TN",2000,25.0,2158,25.0,20,22,Cloudy
2019-10-03,"Houston, TX","Albuquerque, NM",1940,29.0,2051,29.0,19,21,Cloudy
2019-10-03,"Houston, TX","Detroit, MI",2000,15.0,2350,15.0,20,24,Cloudy
2019-10-03,"Houston, TX","Oklahoma City, OK",1945,45.0,2117,36.0,19,21,Cloudy
2019-10-03,"Houston, TX","Philadelphia, PA",1940,19.0,5,36.0,19,0,Cloudy
2019-10-03,"Houston, TX","Columbus, OH",1940,14.0,2318,14.0,19,23,Cloudy
2019-10-03,"Houston, TX","Valparaiso, FL",1945,8.0,2134,8.0,19,21,Cloudy
2019-10-03,"Houston, TX","Springfield, MO",1955,5.0,2140,5.0,20,21,Cloudy
2019-10-03,"Houston, TX","Birmingham, AL",1945,20.0,2133,38.0,19,21,Cloudy
2019-10-03,"Houston, TX","Little Rock, AR",1940,10.0,2108,8.0,19,21,Cloudy
2019-10-04,"New York, NY","Columbus, OH",1455,250.0,1655,34.0,15,17,Sunny
2019-10-04,"New York, NY","Louisville, KY",1500,184.0,1727,156.0,15,17,Sunny
2019-10-04,"New York, NY","Birmingham, AL",2055,102.0,2240,24.0,21,22,Sunny
2019-10-04,"New York, NY","Cleveland, OH",1415,21.0,1603,5.0,14,16,Sunny
2019-10-04,"New York, NY","Nashville, TN",1340,44.0,1521,32.0,13,15,Sunny
2019-10-04,"New York, NY","Birmingham, AL",1425,32.0,1607,8.0,14,16,Sunny
2019-10-06,"Dallas/Fort Worth, TX","Fayetteville, AR",707,27.0,822,27.0,7,8,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Abilene, TX",1840,41.0,1936,35.0,18,19,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Little Rock, AR",2220,57.0,2329,26.0,22,23,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Gainesville, FL",2035,53.0,4,10.0,20,0,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Baltimore, MD",2059,54.0,49,7.0,21,0,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Los Angeles, CA",2050,73.0,2214,12.0,20,22,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Hartford, CT",1829,167.0,2251,16.0,18,23,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Boston, MA",1839,156.0,2318,5.0,18,23,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Los Angeles, CA",2220,35.0,2341,12.0,22,23,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Miami, FL",1930,22.0,2317,1.0,19,23,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Washington, DC",2034,13.0,26,13.0,20,0,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Atlanta, GA",2115,51.0,22,4.0,21,0,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Detroit, MI",2025,106.0,7,34.0,20,0,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Salt Lake City, UT",1840,220.0,2029,3.0,18,20,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Phoenix, AZ",1830,150.0,1908,13.0,18,19,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Fayetteville, AR",2038,44.0,2151,3.0,20,22,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","El Paso, TX",2220,10.0,2259,2.0,22,23,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Buffalo, NY",1838,80.0,2239,18.0,18,22,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Alexandria, LA",2050,144.0,2205,143.0,20,22,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Little Rock, AR",2045,65.0,2202,22.0,20,22,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Bristol/Johnson City/Kingsport, TN",1855,117.0,2222,87.0,19,22,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Knoxville, TN",2040,23.0,2345,9.0,20,23,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Pittsburgh, PA",2030,60.0,7,60.0,20,0,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Boston, MA",1832,15.0,2314,15.0,18,23,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Fort Smith, AR",1640,1.0,1743,1.0,16,17,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Lafayette, LA",2025,114.0,2147,1.0,20,21,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Milwaukee, WI",2041,82.0,2257,72.0,20,23,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",1834,139.0,2209,8.0,18,22,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Phoenix, AZ",2050,140.0,2129,4.0,20,21,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Orlando, FL",1904,50.0,2244,2.0,19,22,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Salt Lake City, UT",1900,167.0,2051,11.0,19,21,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Greer, SC",2043,88.0,2359,5.0,20,24,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Portland, OR",1752,211.0,1954,4.0,18,20,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Indianapolis, IN",1849,42.0,2156,5.0,18,22,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Austin, TX",2018,21.0,2118,9.0,20,21,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Greensboro/High Point, NC",1826,28.0,2158,6.0,18,22,Cloudy
2019-10-06,"Dallas/Fort Worth, TX","Detroit, MI",1849,198.0,2226,30.0,18,22,Cloudy
2019-10-07,"Salt Lake City, UT","Washington, DC",935,20.0,1538,16.0,9,15,Sunny
2019-10-07,"Salt Lake City, UT","Dallas/Fort Worth, TX",1120,28.0,1451,28.0,11,15,Sunny
2019-10-07,"Salt Lake City, UT","Orlando, FL",1720,34.0,2335,30.0,17,23,Sunny
2019-10-07,"Salt Lake City, UT","Seattle, WA",2034,68.0,2151,58.0,20,22,Sunny
2019-10-08,"Seattle, WA","Anchorage, AK",1855,17.0,2140,17.0,19,21,Rainy
2019-10-08,"Seattle, WA","Albuquerque, NM",1840,33.0,2235,30.0,18,22,Rainy
2019-10-08,"Seattle, WA","Oakland, CA",1335,53.0,1550,12.0,13,16,Rainy
2019-10-08,"Seattle, WA","Portland, OR",1330,17.0,1435,2.0,13,14,Rainy
2019-10-08,"Seattle, WA","Eugene, OR",1316,9.0,1428,9.0,13,14,Rainy
2019-10-08,"Seattle, WA","Dallas/Fort Worth, TX",1343,34.0,1940,10.0,13,19,Rainy
2019-10-08,"Seattle, WA","Chicago, IL",1335,30.0,1944,4.0,13,19,Rainy
2019-10-08,"Seattle, WA","Austin, TX",2237,46.0,440,5.0,22,4,Rainy
2019-10-08,"Seattle, WA","Salt Lake City, UT",1325,10.0,1627,10.0,13,16,Rainy
2019-10-08,"Seattle, WA","Wenatchee, WA",1740,44.0,1830,44.0,17,18,Rainy
2019-10-08,"Seattle, WA","Pasco/Kennewick/Richland, WA",1750,58.0,1850,51.0,18,18,Rainy
2019-10-09,"Denver, CO","Huntsville, AL",1730,36.0,2112,5.0,17,21,Sunny
2019-10-09,"Denver, CO","Helena, MT",1905,118.0,2103,1.0,19,21,Sunny
2019-10-09,"Denver, CO","Grand Junction, CO",1855,73.0,2002,61.0,19,20,Sunny
2019-10-09,"Denver, CO","Phoenix, AZ",1905,108.0,2004,95.0,19,20,Sunny
2019-10-09,"Denver, CO","Billings, MT",1059,31.0,1230,26.0,11,12,Sunny
2019-10-09,"Denver, CO","Boise, ID",1915,85.0,2115,1.0,19,21,Sunny
2019-10-09,"Denver, CO","Newark, NJ",1730,153.0,2314,3.0,17,23,Sunny
2019-10-09,"Denver, CO","Charleston, SC",1735,146.0,2301,9.0,17,23,Sunny
2019-10-09,"Denver, CO","Grand Junction, CO",2220,3.0,2328,2.0,22,23,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Birmingham, AL",712,60.0,902,60.0,7,9,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Fort Smith, AR",850,66.0,958,64.0,8,10,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Los Angeles, CA",2220,11.0,2341,11.0,22,23,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Baltimore, MD",705,29.0,1059,28.0,7,11,Sunny
2019-10-11,"Dallas/Fort Worth, TX","San Francisco, CA",716,37.0,901,36.0,7,9,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Columbus, OH",1843,11.0,2207,8.0,18,22,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Fresno, CA",911,152.0,1049,112.0,9,10,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Tampa, FL",740,37.0,1106,37.0,7,11,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Fort Lauderdale, FL",607,447.0,950,447.0,6,10,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Atlanta, GA",805,27.0,1115,27.0,8,11,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Minneapolis, MN",1633,49.0,1854,4.0,16,19,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Los Angeles, CA",1535,13.0,1653,4.0,15,17,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Salt Lake City, UT",830,322.0,1016,10.0,8,10,Sunny
2019-10-11,"Dallas/Fort Worth, TX","New York, NY",745,51.0,1210,46.0,7,12,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Los Angeles, CA",1255,68.0,1416,25.0,13,14,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Salt Lake City, UT",1840,42.0,2029,7.0,18,20,Sunny
2019-10-11,"Dallas/Fort Worth, TX","New York, NY",1405,28.0,1832,5.0,14,18,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Atlanta, GA",700,39.0,1008,37.0,7,10,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Austin, TX",839,43.0,937,43.0,8,9,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Orlando, FL",2030,7.0,5,7.0,20,0,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Orlando, FL",718,23.0,1059,23.0,7,11,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Salt Lake City, UT",710,42.0,859,29.0,7,9,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Jacksonville, FL",1220,81.0,1537,6.0,12,15,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Charlotte, NC",1019,39.0,1350,3.0,10,14,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Washington, DC",713,29.0,1104,29.0,7,11,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Cincinnati, OH",1445,98.0,1755,9.0,14,18,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Wichita, KS",1630,75.0,1746,2.0,16,17,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Jacksonville, FL",1045,35.0,1412,6.0,10,14,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Minneapolis, MN",1020,54.0,1238,2.0,10,12,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Cincinnati, OH",1505,136.0,1814,4.0,15,18,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Minneapolis, MN",1441,156.0,1705,1.0,14,17,Sunny
2019-10-11,"Dallas/Fort Worth, TX","New York, NY",1715,127.0,2159,9.0,17,22,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Pensacola, FL",710,44.0,859,44.0,7,9,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Mission/McAllen/Edinburg, TX",853,53.0,1036,13.0,9,10,Sunny
2019-10-11,"Dallas/Fort Worth, TX","El Paso, TX",737,39.0,818,39.0,7,8,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Little Rock, AR",840,27.0,951,6.0,8,10,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Dayton, OH",722,70.0,1039,70.0,7,10,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Killeen, TX",703,81.0,804,81.0,7,8,Sunny
2019-10-11,"Dallas/Fort Worth, TX","San Diego, CA",840,177.0,940,14.0,8,9,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Oklahoma City, OK",1242,103.0,1344,7.0,12,13,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Tulsa, OK",1242,193.0,1348,7.0,12,13,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Richmond, VA",714,22.0,1100,22.0,7,11,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Detroit, MI",711,23.0,1050,16.0,7,10,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Nashville, TN",659,1.0,844,1.0,7,8,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Reno, NV",905,40.0,1044,6.0,9,10,Sunny
2019-10-11,"Dallas/Fort Worth, TX","San Diego, CA",659,36.0,802,30.0,7,8,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Greer, SC",1143,82.0,1457,5.0,11,15,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Phoenix, AZ",1629,12.0,1702,8.0,16,17,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Pittsburgh, PA",712,24.0,1051,21.0,7,11,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Cleveland, OH",719,27.0,1055,27.0,7,11,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Fresno, CA",2220,26.0,2349,8.0,22,23,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Salt Lake City, UT",910,17.0,1103,4.0,9,11,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Miami, FL",700,1.0,1048,1.0,7,10,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Tulsa, OK",1834,29.0,1939,6.0,18,19,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Tampa, FL",1809,31.0,2128,1.0,18,21,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Atlanta, GA",1654,23.0,2005,9.0,17,20,Sunny
2019-10-11,"Dallas/Fort Worth, TX","San Antonio, TX",715,27.0,826,27.0,7,8,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Baltimore, MD",1045,57.0,1443,4.0,10,14,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Santa Ana, CA",1430,51.0,1543,8.0,14,15,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Washington, DC",859,29.0,1253,29.0,9,13,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Atlanta, GA",711,31.0,1021,23.0,7,10,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Louisville, KY",2030,104.0,2335,9.0,20,23,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Corpus Christi, TX",1825,6.0,1948,6.0,18,19,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Bismarck/Mandan, ND",2100,63.0,2340,19.0,21,23,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Mobile, AL",714,66.0,901,66.0,7,9,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Cincinnati, OH",751,121.0,1100,25.0,8,11,Sunny
2019-10-11,"Dallas/Fort Worth, TX","San Angelo, TX",849,16.0,959,16.0,8,10,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Baton Rouge, LA",735,134.0,858,134.0,7,9,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Corpus Christi, TX",850,8.0,1023,8.0,8,10,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Nashville, TN",1425,114.0,1611,2.0,14,16,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Philadelphia, PA",742,23.0,1147,23.0,7,11,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Miami, FL",839,38.0,1225,12.0,8,12,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Washington, DC",2113,71.0,58,2.0,21,1,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Philadelphia, PA",2035,30.0,42,4.0,20,0,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Mission/McAllen/Edinburg, TX",1339,32.0,1506,7.0,13,15,Sunny
2019-10-11,"Dallas/Fort Worth, TX","New York, NY",903,136.0,1335,123.0,9,13,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Phoenix, AZ",845,53.0,925,7.0,8,9,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Charlotte, NC",656,6.0,1033,6.0,7,10,Sunny
2019-10-11,"Dallas/Fort Worth, TX","New York, NY",705,33.0,1136,33.0,7,11,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Atlanta, GA",812,215.0,1116,6.0,8,11,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Orlando, FL",1726,49.0,2100,5.0,17,21,Sunny
2019-10-11,"Dallas/Fort Worth, TX","New Orleans, LA",939,25.0,1107,16.0,9,11,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Sacramento, CA",2220,50.0,3,6.0,22,0,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Charlotte, NC",2045,32.0,16,6.0,20,0,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Midland/Odessa, TX",1221,136.0,1334,27.0,12,13,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Houston, TX",1425,120.0,1534,35.0,14,15,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Memphis, TN",705,39.0,837,39.0,7,8,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Greensboro/High Point, NC",750,16.0,1120,16.0,8,11,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Houston, TX",1020,65.0,1133,32.0,10,11,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Oklahoma City, OK",702,60.0,802,23.0,7,8,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Houston, TX",656,92.0,812,62.0,7,8,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Chicago, IL",1441,85.0,1708,4.0,14,17,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Houston, TX",715,21.0,830,21.0,7,8,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Houston, TX",1600,68.0,1714,28.0,16,17,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Fayetteville, AR",707,56.0,822,56.0,7,8,Sunny
2019-10-11,"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",850,189.0,1029,189.0,8,10,Sunny
