origin_airport_id,fl_month,dep_delay,arr_delay,carrier_delay,nas_delay,late_aircraft_delay,weather_delay,security_delay,isWeather,isSecurity
10135,1,25.0,36.5,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0
10135,2,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10135,3,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10135,4,4.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10135,5,7.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10135,6,22.5,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10135,7,17.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10135,8,19.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10135,9,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0
10135,10,15.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10135,11,1.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10135,12,18.5,18.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0
10136,1,0.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10136,2,10.5,16.5,0.0,0.0,8.0,0.0,0.0,0.0,0.0
10136,3,24.5,18.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0
10136,4,24.5,28.5,5.5,2.5,3.5,0.0,0.0,0.0,0.0
10136,5,26.0,31.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0
10136,6,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0
10136,7,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10136,8,15.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10136,9,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10136,10,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0
10136,11,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10136,12,15.0,22.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0
10140,1,11.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10140,2,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10140,3,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01904761904761905
10140,4,9.5,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
10140,5,10.0,6.5,0.0,0.0,0.0,0.0,0.0,0.007692307692307693,0.0
10140,6,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.022388059701492536,0.0
10140,7,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.027972027972027972,0.0
10140,8,9.0,11.5,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0
10140,9,8.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10140,10,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.007874015748031496,0.0
10140,11,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.015503875968992248,0.007751937984496124
10140,12,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.022900763358778626,0.0
10141,1,39.0,47.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
10141,2,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10141,3,-5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10141,5,92.0,81.0,85.5,0.0,0.0,0.0,0.0,0.0,0.0
10141,6,27.0,13.5,0.0,0.0,10.0,0.0,0.0,0.0,0.0
10141,8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10141,9,1.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10141,10,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10141,11,-1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10141,12,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
10146,1,19.0,16.5,0.0,3.0,0.0,0.0,0.0,0.25,0.0
10146,2,57.5,47.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
10146,3,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10146,4,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10146,5,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10146,6,17.0,46.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0
10146,8,76.0,77.0,2.0,1.0,49.0,0.0,0.0,0.0,0.0
10146,9,13.5,18.5,0.0,9.0,0.0,9.5,0.0,0.5,0.0
10146,10,-2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10146,11,16.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
10146,12,4.0,-3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10154,5,82.0,76.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0
10154,6,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10154,7,35.0,37.0,0.0,4.0,0.0,0.0,0.0,0.030303030303030304,0.0
10154,8,34.0,55.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0
10154,9,61.5,87.5,0.0,0.0,24.5,0.0,0.0,0.0,0.0
10154,10,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10155,1,43.0,39.0,6.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0
10155,2,3.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10155,3,35.0,44.0,0.0,9.0,0.0,35.0,0.0,1.0,0.0
10155,4,24.5,43.0,0.0,18.5,15.5,0.0,0.0,0.0,0.0
10155,5,12.5,11.5,0.0,0.0,0.0,0.0,0.0,0.125,0.0
10155,6,3.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10155,7,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10155,8,26.0,16.5,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
10155,9,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
10155,10,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0
10155,11,9.5,21.5,0.0,15.0,6.5,0.0,0.0,0.0,0.0
10155,12,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10157,1,150.0,143.0,0.0,20.0,42.0,0.0,0.0,0.0,0.0
10157,2,136.5,188.0,0.0,54.5,7.0,126.5,0.0,0.5,0.0
10157,3,14.5,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
