dest_airport_id,fl_month,arr_delay,carrier_delay,nas_delay,late_aircraft_delay,weather_delay,security_delay
10135,1,6.524296675191816,4.661125319693094,2.1112531969309463,5.898976982097187,1.407928388746803,0.005115089514066497
10135,2,8.004048582995951,6.303643724696356,2.02834008097166,6.423751686909582,1.94331983805668,0.0
10135,3,3.22,4.154444444444445,2.5766666666666667,3.361111111111111,0.3244444444444444,0.0
10135,4,2.7661448140900196,2.261252446183953,1.6927592954990216,4.414872798434442,1.3806262230919766,0.007827788649706457
10135,5,3.3112919633774163,3.7863682604272633,1.6927772126144456,3.9593082400813837,0.7314343845371313,0.004069175991861648
10135,6,9.859943977591037,5.61437908496732,2.775910364145658,6.371615312791783,1.515406162464986,0.031746031746031744
10135,7,9.801065719360569,5.395204262877442,2.9600355239786857,6.61278863232682,1.6607460035523978,0.0
10135,8,6.411081322609473,5.34763181411975,2.311885612153709,4.594280607685433,1.70420017873101,0.0
10135,9,1.122533748701973,2.663551401869159,1.889927310488058,4.013499480789201,0.9034267912772586,0.14330218068535824
10135,10,-0.7996237064910631,2.9924741298212605,0.8513640639698965,3.274694261523989,0.6077140169332079,0.0
10135,11,3.042,5.727,1.444,4.605,0.504,0.016
10135,12,1.820403825717322,3.7024442082890543,1.6843783209351753,4.6726886291179595,0.4442082890541977,0.004250797024442083
10136,1,5.251497005988024,2.3233532934131738,1.1197604790419162,3.913173652694611,1.1467065868263473,0.0
10136,2,12.933098591549296,4.327464788732394,3.806338028169014,6.169014084507042,0.9859154929577465,0.0
10136,3,3.732258064516129,2.235483870967742,1.2774193548387096,3.467741935483871,0.5032258064516129,0.0
10136,4,3.3230769230769233,1.6,1.0338461538461539,5.523076923076923,0.4153846153846154,0.0
10136,5,6.539083557951482,2.8059299191374665,2.0970350404312668,3.9056603773584904,1.2884097035040432,0.0
10136,6,9.502762430939226,2.1740331491712706,3.751381215469613,4.969613259668508,1.1740331491712708,0.0
10136,7,12.040106951871659,3.748663101604278,1.7994652406417113,7.612299465240642,1.0989304812834224,0.08288770053475936
10136,8,5.0595854922279795,2.4559585492227978,1.2202072538860103,3.9093264248704664,1.0414507772020725,0.0
10136,9,3.3047091412742384,1.889196675900277,1.548476454293629,3.7202216066481992,1.1163434903047091,0.0
10136,10,4.750663129973475,1.5119363395225465,2.4111405835543764,3.8222811671087533,2.1007957559681696,0.0
10136,11,2.189265536723164,2.2288135593220337,1.3361581920903955,2.2711864406779663,0.4604519774011299,0.0
10136,12,3.6448087431693987,2.448087431693989,1.3524590163934427,3.931693989071038,0.6284153005464481,0.0
10140,1,-0.032506621719239105,2.899590657356128,0.8468576932338069,3.8333734649650855,0.25957139417288705,0.016373705754875994
