dest_airport_id,fl_month,arr_delay,carrier_delay,nas_delay,late_aircraft_delay,weather_delay,security_delay,isWeather,isSecurity
10135,1,15.0,0.0,0.0,0.0,0.0,0.0,0.025925925925925925,0.0
10135,2,14.0,0.0,0.0,0.0,0.0,0.0,0.022026431718061675,0.0
10135,3,11.0,0.0,0.0,0.0,0.0,0.0,0.012096774193548387,0.0
10135,4,13.0,0.0,0.0,0.0,0.0,0.0,0.019543973941368076,0.0
10135,5,13.0,0.0,0.0,0.0,0.0,0.0,0.03597122302158273,0.0
10135,6,17.0,0.0,0.0,0.0,0.0,0.0,0.05333333333333334,0.0
10135,7,19.0,0.0,0.0,0.0,0.0,0.0,0.05367231638418079,0.0
10135,8,14.0,0.0,0.0,0.0,0.0,0.0,0.06501547987616099,0.0
10135,9,14.0,0.0,0.0,0.0,0.0,0.0,0.04979253112033195,0.004149377593360996
10135,10,10.0,0.0,0.0,0.0,0.0,0.0,0.02880658436213992,0.0
10135,11,16.5,0.0,0.0,0.0,0.0,0.0,0.019083969465648856,0.003816793893129771
10135,12,14.0,0.0,0.0,0.0,0.0,0.0,0.003676470588235294,0.0
10136,1,8.5,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.0
10136,2,23.0,0.0,0.0,0.0,0.0,0.0,0.018018018018018018,0.0
10136,3,14.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0
10136,4,11.0,0.0,0.0,0.0,0.0,0.0,0.0379746835443038,0.0
10136,5,12.0,0.0,0.0,0.0,0.0,0.0,0.06299212598425197,0.0
10136,6,12.0,0.0,0.0,0.0,0.0,0.0,0.047244094488188976,0.0
10136,7,20.0,0.0,0.0,0.0,0.0,0.0,0.02962962962962963,0.007407407407407408
10136,8,11.0,0.0,0.0,0.0,0.0,0.0,0.025210084033613446,0.0
10136,9,10.0,0.0,0.0,0.0,0.0,0.0,0.037383177570093455,0.0
10136,10,11.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.0
10136,11,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10136,12,13.0,0.0,0.0,0.0,0.0,0.0,0.008928571428571428,0.0
10140,1,8.0,0.0,0.0,0.0,0.0,0.0,0.011406844106463879,0.0007604562737642585
10140,2,13.0,0.0,0.0,0.0,0.0,0.0,0.012253233492171545,0.0
10140,3,9.0,0.0,0.0,0.0,0.0,0.0,0.008119925046845722,0.0006246096189881324
10140,4,9.0,0.0,0.0,0.0,0.0,0.0,0.007761966364812419,0.000646830530401035
10140,5,11.0,0.0,0.0,0.0,0.0,0.0,0.010632014176018901,0.002362669816893089
10140,6,11.0,0.0,0.0,0.0,0.0,0.0,0.017107309486780714,0.0010368066355624676
10140,7,10.0,0.0,0.0,0.0,0.0,0.0,0.014560582423296931,0.0005200208008320333
10140,8,11.0,0.0,0.0,0.0,0.0,0.0,0.009289617486338797,0.003278688524590164
10140,9,8.0,0.0,0.0,0.0,0.0,0.0,0.010699001426533523,0.0014265335235378032
10140,10,10.0,0.0,0.0,0.0,0.0,0.0,0.009809578765147143,0.0
10140,11,8.0,0.0,0.0,0.0,0.0,0.0,0.008004926108374385,0.0012315270935960591
10140,12,10.0,0.0,0.0,0.0,0.0,0.0,0.010404624277456647,0.0011560693641618498
10141,1,5.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.0
10141,2,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10141,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10141,4,9.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0
10141,5,9.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0
10141,6,13.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0
10141,7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10141,8,14.5,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0
10141,9,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10141,10,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10141,11,9.5,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0
10141,12,27.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
10146,1,8.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0
10146,2,24.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0
10146,3,13.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0
10146,4,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10146,5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10146,6,22.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
10146,7,19.5,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,0.0
10146,8,13.5,0.0,0.0,0.0,0.0,0.0,0.17307692307692307,0.0
10146,9,9.5,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0
10146,10,12.0,0.0,0.0,0.0,0.0,0.0,0.09230769230769231,0.015384615384615385
10146,11,11.5,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,0.0
10146,12,14.0,0.0,0.0,0.0,0.0,0.0,0.08108108108108109,0.0
10154,5,20.5,0.0,0.0,0.0,0.0,0.0,0.05,0.0
10154,6,13.0,0.0,0.0,0.0,0.0,0.0,0.061224489795918366,0.0
10154,7,23.0,0.0,0.0,0.0,0.0,0.0,0.1187214611872146,0.0
10154,8,17.0,0.0,0.0,0.0,0.0,0.0,0.04048582995951417,0.0
10154,9,32.0,0.0,0.0,0.0,0.0,0.0,0.078125,0.0
10154,10,21.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0
10155,1,9.0,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.0
10155,2,12.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0
10155,3,8.0,0.0,0.0,0.0,0.0,0.0,0.07462686567164178,0.0
10155,4,11.0,0.0,0.0,0.0,0.0,0.0,0.033707865168539325,0.0
10155,5,12.0,0.0,0.0,0.0,0.0,0.0,0.021052631578947368,0.0
10155,6,11.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0
10155,7,9.5,0.0,0.0,0.0,0.0,0.0,0.016129032258064516,0.0
10155,8,8.0,0.0,0.0,0.0,0.0,0.0,0.03488372093023256,0.0
10155,9,6.5,0.0,0.0,0.0,0.0,0.0,0.03125,0.0
10155,10,12.0,0.0,0.0,0.0,0.0,0.0,0.08791208791208792,0.0
10155,11,7.0,0.0,0.0,0.0,0.0,0.0,0.056338028169014086,0.0
10155,12,9.5,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.0
10157,1,25.5,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0
10157,2,21.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.0
10157,3,19.0,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.0
10157,4,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10157,5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10157,6,25.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0
10157,7,26.0,0.0,0.0,0.0,0.0,0.0,0.0898876404494382,0.0
10157,8,16.5,0.0,0.0,0.0,0.0,0.0,0.03125,0.0
10157,9,17.0,0.0,0.0,0.0,0.0,0.0,0.01098901098901099,0.0
10157,10,14.0,0.0,0.0,0.0,0.0,0.0,0.07608695652173914,0.0
10157,11,23.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.0
10157,12,12.0,0.0,0.0,0.0,0.0,0.0,0.007751937984496124,0.0
10158,1,8.0,0.0,0.0,0.0,0.0,0.0,0.006896551724137931,0.006896551724137931
10158,2,14.0,0.0,0.0,0.0,0.0,0.0,0.007194244604316547,0.0
10158,3,7.0,0.0,0.0,0.0,0.0,0.0,0.011834319526627219,0.0
10158,4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10158,5,23.0,0.0,0.0,0.0,0.0,0.0,0.013986013986013986,0.0
10158,6,25.0,0.0,0.0,0.0,0.0,0.0,0.02824858757062147,0.0
10158,7,26.0,0.0,0.0,0.0,0.0,0.0,0.06976744186046512,0.0
10158,8,27.5,0.0,1.0,0.0,0.0,0.0,0.024691358024691357,0.006172839506172839
10158,9,7.0,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,0.0
10158,10,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10158,11,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013793103448275862
10158,12,7.0,0.0,0.0,0.0,0.0,0.0,0.006024096385542169,0.006024096385542169
10165,1,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
10165,2,49.5,42.5,7.0,0.0,0.0,0.0,0.0,0.0
10165,3,51.0,0.0,15.0,0.0,0.0,0.0,0.3333333333333333,0.0
10165,4,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
10165,5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10165,6,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10165,7,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10165,8,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10165,9,14.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
10165,10,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
10165,12,23.5,0.0,0.0,9.0,0.0,0.0,0.0,0.0
10170,1,22.5,0.0,0.0,0.0,0.0,0.0,0.125,0.0
10170,2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10170,3,10.5,0.0,0.0,0.0,0.0,0.0,0.125,0.0
10170,4,18.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0
10170,5,11.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0
10170,6,10.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.0
10170,7,10.5,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0
10170,8,6.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0
10170,9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10170,10,8.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.0
10170,11,11.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.0
10170,12,12.0,0.0,0.0,0.0,0.0,0.0,0.1724137931034483,0.0
10185,1,9.5,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0
10185,2,14.5,0.0,0.0,0.0,0.0,0.0,0.036231884057971016,0.0
10185,3,16.0,0.0,0.0,0.0,0.0,0.0,0.052980132450331126,0.0
10185,4,11.0,0.0,0.0,0.0,0.0,0.0,0.01935483870967742,0.0
10185,5,10.0,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.0
10185,6,18.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0
10185,7,17.0,0.0,0.0,0.0,0.0,0.0,0.04242424242424243,0.0
10185,8,15.0,0.0,0.0,0.0,0.0,0.0,0.013422818791946308,0.0
10185,9,12.5,0.0,0.0,0.0,0.0,0.0,0.056338028169014086,0.0
10185,10,14.0,0.0,0.0,0.0,0.0,0.0,0.02027027027027027,0.006756756756756757
10185,11,13.0,0.0,0.0,0.0,0.0,0.0,0.0379746835443038,0.0
10185,12,11.0,0.0,0.0,0.0,0.0,0.0,0.04929577464788732,0.0
10208,1,11.0,0.0,0.0,0.0,0.0,0.0,0.004694835680751174,0.0
10208,2,14.0,0.0,0.0,0.0,0.0,0.0,0.06198347107438017,0.0
10208,3,10.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.003703703703703704
10208,4,13.0,0.0,0.0,0.0,0.0,0.0,0.043835616438356165,0.0027397260273972603
10208,5,13.0,0.0,0.0,0.0,0.0,0.0,0.014545454545454545,0.0036363636363636364
10208,6,20.0,0.0,0.0,0.0,0.0,0.0,0.044673539518900345,0.0
10208,7,17.0,0.0,0.0,0.0,0.0,0.0,0.029900332225913623,0.0
10208,8,14.0,0.0,0.0,0.0,0.0,0.0,0.04823151125401929,0.0
10208,9,13.0,0.0,0.0,0.0,0.0,0.0,0.03015075376884422,0.005025125628140704
10208,10,9.0,0.0,0.0,0.0,0.0,0.0,0.008620689655172414,0.0
10208,11,13.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.0
10208,12,10.0,0.0,0.0,0.0,0.0,0.0,0.03669724770642202,0.0
10245,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10245,7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10245,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10257,1,12.0,0.0,0.0,0.0,0.0,0.0,0.0242024202420242,0.0011001100110011
10257,2,10.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0011574074074074073
10257,3,11.0,0.0,0.0,0.0,0.0,0.0,0.009775171065493646,0.0
10257,4,10.0,0.0,0.0,0.0,0.0,0.0,0.00980392156862745,0.0
10257,5,11.0,0.0,0.0,0.0,0.0,0.0,0.03993203058623619,0.0008496176720475786
10257,6,14.0,0.0,0.0,0.0,0.0,0.0,0.022123893805309734,0.0017699115044247787
10257,7,15.0,0.0,0.0,0.0,0.0,0.0,0.026909722222222224,0.0008680555555555555
10257,8,17.0,0.0,0.0,0.0,0.0,0.0,0.03405865657521287,0.000946073793755913
10257,9,10.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0012077294685990338
10257,10,9.0,0.0,0.0,0.0,0.0,0.0,0.003264417845484222,0.0
10257,11,11.0,0.0,0.0,0.0,0.0,0.0,0.007261410788381743,0.002074688796680498
10257,12,14.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.0018552875695732839
10268,1,15.0,0.0,0.0,0.0,0.0,0.0,0.0975609756097561,0.0
10268,2,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10268,3,7.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0
10268,4,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10268,5,13.0,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,0.0
10268,6,17.5,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0
10268,7,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10268,8,20.0,0.0,0.0,0.0,0.0,0.0,0.14634146341463414,0.0
10268,9,17.5,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0
10268,10,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10268,11,19.0,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,0.0
10268,12,16.5,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0
10275,1,13.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0
10275,2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
