holidate,origin_airport_id,dest_airport_id,dep_delay,arr_delay,carrier_delay,nas_delay,late_aircraft_delay,weather_delay,security_delay,cancelled
0,10135,10397,6.515606936416185,2.8867052023121387,3.2647398843930637,3.0647398843930636,4.246820809248555,0.7208092485549132,0.0,0.0
0,10135,10693,21.535714285714285,20.214285714285715,8.535714285714286,1.5357142857142858,18.607142857142858,1.875,0.0,0.0
0,10135,11057,5.031671554252199,1.7114369501466276,2.4304985337243403,1.758357771260997,4.623460410557184,0.27331378299120235,0.022287390029325515,0.0
0,10135,11433,15.64373897707231,10.357436801881246,6.853615520282187,2.092886537330982,7.128159905937684,1.6102292768959436,0.019988242210464434,0.0
0,10135,11697,37.31818181818182,37.75454545454546,12.572727272727272,4.418181818181818,22.427272727272726,1.5545454545454545,0.0,0.0
0,10135,13577,3.825301204819277,2.7349397590361444,7.204819277108434,0.4457831325301205,3.6927710843373496,0.13253012048192772,0.0,0.0
0,10135,13930,15.757757212847034,12.200326619488296,5.437670114316821,7.41154055525313,7.724550898203593,0.6292868807838867,0.0010887316276537834,0.0
0,10135,14082,9.430604982206406,7.345195729537367,3.8505338078291813,3.1814946619217084,7.480427046263345,0.608540925266904,0.03558718861209965,0.0
0,10135,14100,3.936004784688995,3.4934210526315788,2.035287081339713,3.8151913875598087,5.130382775119617,0.5143540669856459,0.0,0.0
0,10135,14112,9.272425249169435,6.415282392026578,3.3156146179401995,2.6511627906976742,8.730897009966778,1.0232558139534884,0.0,0.0
0,10135,14685,0.044444444444444446,-5.777777777777778,4.666666666666667,0.022222222222222223,4.222222222222222,0.0,0.0,0.0
0,10135,14761,11.076281287246722,6.607866507747318,4.846245530393325,1.5101311084624554,7.415971394517283,0.9690107270560191,0.010727056019070322,0.0
0,10136,11298,8.120021384656509,5.560278000534616,4.201283079390537,1.623362737236033,4.052927024859663,2.317829457364341,0.0032076984763432237,0.0
0,10140,10397,2.514569536423841,-4.516556291390729,2.2874172185430464,1.3781456953642384,0.9211920529801324,0.28410596026490065,0.0423841059602649,0.0
0,10140,10423,11.913946587537092,6.15727002967359,5.6765578635014835,1.2270029673590503,4.560830860534125,0.5178041543026706,0.24183976261127596,0.0
0,10140,10821,10.370569280343716,0.7207303974221267,3.907626208378088,1.7744360902255638,2.9140708915145006,0.079484425349087,0.0,0.0
0,10140,11259,10.132432432432433,4.885810810810811,2.5570945945945946,1.537162162162162,5.127364864864865,0.09425675675675675,0.05472972972972973,0.0
0,10140,11292,9.173257236037506,5.456379942927028,2.842845495311863,2.9103139013452917,5.331634732980024,0.5071341214838972,0.07623318385650224,0.0
0,10140,11298,7.863779693083877,4.207693924742485,2.797561488332983,1.9701492537313432,5.564221147782216,1.2148412865251208,0.06916123607315534,0.0
0,10140,12191,7.30011013215859,0.45594713656387664,2.3298458149779737,1.247797356828194,2.5594713656387666,0.042400881057268726,0.16354625550660792,0.0
0,10140,12266,6.324926439680538,3.7742749054224465,3.0664144598570826,3.8381672971836904,4.4863387978142075,0.7452711223203027,0.06725514922236234,0.0
0,10140,12478,15.774131274131275,8.36872586872587,4.648648648648648,1.0347490347490347,11.38996138996139,0.0945945945945946,0.0,0.0
0,10140,12889,8.528272044286279,2.9624357453538948,2.4887307236061686,0.9141953341241598,4.628706998813761,0.05812574139976275,0.049031237643337285,0.0
0,10140,12892,6.06348520837832,2.1127186352839558,4.127618225005398,1.6044050960915568,3.3375080976031093,0.16519110343338372,0.07989635068019867,0.0
0,10140,13198,9.324149108589951,2.3241491085899515,2.9756888168557536,0.6482982171799028,4.820097244732577,0.03403565640194489,0.03403565640194489,0.0
0,10140,13204,10.993630573248408,2.2802547770700636,7.159235668789809,1.197452229299363,3.949044585987261,0.0,0.0,0.0
0,10140,13232,8.329170383586083,0.43889384478144516,1.8064228367528992,0.623550401427297,4.057091882247993,0.026761819803746655,0.231935771632471,0.0
0,10140,13487,0.525679758308157,-11.507552870090635,0.6344410876132931,0.3867069486404834,3.093655589123867,0.2084592145015106,0.0,0.0
0,10140,13796,7.941649899396379,0.5915492957746479,2.325285043594903,0.5063715627095908,4.254191817572099,0.0,0.22334004024144868,0.0
0,10140,13930,10.541686073591057,5.167675826734979,3.2603632976245924,4.286911970190964,5.552864462040056,0.7829529576152772,0.020493712156497437,0.0
0,10140,14057,1.8503496503496504,-2.9328671328671327,1.0993006993006993,1.2671328671328672,3.5986013986013985,0.14265734265734265,0.019580419580419582,0.0
0,10140,14107,9.398508173305824,4.886049833359785,2.6697349627043327,1.6954451674337407,5.7989208062212345,0.151563243929535,0.03666084748452626,0.0
0,10140,14679,4.358931552587646,-0.9944351697273233,1.9020589872008904,0.9443516972732332,2.8230383973288813,0.557039510294936,0.04674457429048414,0.0
0,10140,14683,15.625,19.1875,15.125,6.0625,2.5625,0.0,0.0,0.0
0,10140,14747,5.703557312252965,4.7144268774703555,2.9634387351778657,4.154150197628459,3.142292490118577,0.22529644268774704,0.2766798418972332,0.0
0,10140,14771,10.29524886877828,1.1131221719457014,2.079185520361991,4.567873303167421,6.828054298642534,0.02771493212669683,0.01753393665158371,0.0
0,10140,14831,9.98913043478261,1.559782608695652,4.728260869565218,0.3423913043478261,3.0652173913043477,0.09239130434782608,0.21195652173913043,0.0
0,10140,14869,8.957142857142857,4.181318681318682,4.2785714285714285,0.7252747252747253,6.882417582417583,0.18571428571428572,0.02142857142857143,0.0
0,10140,14908,2.647887323943662,-6.101408450704225,1.4309859154929578,0.36338028169014086,3.695774647887324,0.07887323943661972,0.030985915492957747,0.0
0,10141,13487,9.135424636572303,4.515684774292272,5.267023718439174,1.6916602907421576,4.027543993879113,2.449120122417751,0.006885998469778117,0.0
0,10146,10397,12.191347753743761,8.942318358291736,4.748752079866889,2.267332224070993,6.835274542429285,1.771491957848031,0.01552967276760954,0.0
0,10154,10721,19.18815331010453,19.097560975609756,6.881533101045296,3.8885017421602788,13.146341463414634,0.10104529616724739,0.05574912891986063,0.0
0,10154,11057,-1.3157894736842106,-7.684210526315789,0.15789473684210525,2.526315789473684,3.736842105263158,0.0,0.0,0.0
0,10154,11278,8.068493150684931,5.1506849315068495,2.1883561643835616,4.195205479452055,8.113013698630137,0.0,0.1095890410958904,0.0
0,10154,11618,30.55140186915888,32.91588785046729,0.7912772585669782,18.700934579439252,20.345794392523363,0.021806853582554516,0.0,0.0
0,10154,12197,20.565217391304348,11.985507246376812,10.36231884057971,1.289855072463768,10.130434782608695,2.130434782608696,0.0,0.0
0,10154,12478,29.543256997455472,23.87531806615776,5.802798982188295,6.577608142493639,21.286259541984734,0.1297709923664122,0.08778625954198473,0.0
0,10154,12953,32.8741935483871,34.42903225806452,4.180645161290323,13.351612903225806,15.461290322580645,7.170967741935484,0.07096774193548387,0.0
0,10155,11298,5.291953232462173,3.299862448418157,3.0261348005502064,1.5691196698762035,4.535419532324622,1.1458046767537826,0.007565337001375516,0.0
0,10157,11292,36.348837209302324,32.2093023255814,28.843023255813954,3.988372093023256,1.005813953488372,5.494186046511628,0.0,0.0
0,10157,12892,12.47121212121212,14.824242424242424,6.1030303030303035,2.0606060606060606,9.351515151515152,1.9681818181818183,0.0,0.0
0,10157,14771,18.782755298651253,14.873314065510597,5.594412331406551,7.6652215799614645,9.528901734104046,0.6772639691714836,0.03516377649325626,0.0
0,10158,10397,-0.60062893081761,-0.6132075471698113,0.89937106918239,5.031446540880503,1.628930817610063,0.0,0.0,0.0
0,10158,11697,4.1180939226519335,-2.417817679558011,2.1360497237569063,3.005524861878453,3.476519337016575,0.2589779005524862,0.0,0.0
0,10158,13204,6.6287284144427,4.976452119309262,2.075353218210361,7.185243328100471,2.9403453689167973,0.19623233908948196,0.0,0.0
0,10158,13495,9.326530612244898,7.091836734693878,3.13265306122449,9.73469387755102,3.2244897959183674,0.41836734693877553,0.24489795918367346,0.0
0,10158,13577,0.2012779552715655,-3.1405750798722045,1.1325878594249201,3.4568690095846644,2.31629392971246,0.09584664536741214,0.0,0.0
0,10158,14027,1.0905797101449275,-3.7971014492753623,3.0615942028985508,3.152173913043478,1.7789855072463767,0.13768115942028986,0.0,0.0
0,10158,14635,9.752242152466367,3.866591928251121,3.263452914798206,5.460762331838565,4.813901345291479,0.4405829596412556,0.032511210762331835,0.0
0,10158,15304,-1.426771653543307,-8.38267716535433,1.2992125984251968,1.8362204724409448,1.0125984251968505,0.0,0.0,0.0
0,10165,10299,11.404494382022472,7.196629213483146,1.252808988764045,1.7359550561797752,3.168539325842697,1.4550561797752808,9.848314606741573,0.0
0,10170,10299,-2.5123287671232877,-1.623744292237443,1.258447488584475,0.5926940639269407,3.875799086757991,0.1324200913242009,0.12054794520547946,0.0
0,10185,10397,8.752842105263158,3.815157894736842,3.3069473684210524,1.9903157894736843,7.181052631578948,1.318315789473684,0.0,0.0
0,10185,11298,6.456379498364231,4.8009814612868045,2.767720828789531,3.236641221374046,4.841875681570338,1.6363140676117776,0.016902944383860415,0.0
0,10185,12266,3.5279615153337343,4.6891160553217075,1.8797354179194228,8.076969332531569,3.2200841852074564,0.8628983764281419,0.0,0.0
0,10208,10397,9.955190592051906,5.156123276561233,4.420519059205191,2.540551500405515,5.610502838605028,0.9136253041362531,0.0,0.0
0,10208,11057,13.309154175588866,9.858404710920771,3.0289079229122056,1.8059421841541756,8.74678800856531,0.9520877944325482,0.016595289079229122,0.0
0,10208,11278,18.344827586206897,10.10344827586207,5.931034482758621,1.0344827586206897,14.10344827586207,0.0,0.0,0.0
0,10208,11298,14.618705035971223,8.557553956834532,2.535971223021583,2.316546762589928,7.514388489208633,2.381294964028777,0.0,0.0
0,10208,12953,27.65625,18.59375,1.75,10.40625,13.9375,0.59375,0.0,0.0
0,10208,13303,18.0,10.125,5.875,0.0,9.625,0.0,0.0,0.0
0,10208,13930,32.46666666666667,32.666666666666664,1.7333333333333334,12.0,21.0,0.0,0.0,0.0
0,10208,14100,28.8125,25.75,0.75,1.1875,26.5625,0.0,0.0,0.0
0,10245,10299,-0.3669724770642202,0.3577981651376147,0.3761467889908257,0.9174311926605505,0.42201834862385323,0.0,3.165137614678899,0.0
0,10257,10397,4.128691983122363,-5.2104430379746836,3.7046413502109705,1.6877637130801688,1.6339662447257384,0.6350210970464135,0.016350210970464137,0.0
0,10257,10821,4.550760633343682,-1.7066128531511953,1.4427196522819001,1.5215771499534305,2.663769015833592,0.28190003104625894,0.016454517230673704,0.0
0,10257,11057,3.97578425976885,-3.129334067143643,2.2151898734177213,2.0946615299944966,4.212988442487617,0.10787011557512383,0.00275178866263071,0.0
0,10257,11278,11.505316886431306,6.496384517226712,3.607401105912378,2.582305401956614,9.276052743513398,0.47086346235644405,0.018290089323692044,0.0
0,10257,11292,13.092307692307692,4.95,2.396153846153846,4.873076923076923,7.4788461538461535,0.18269230769230768,0.0,0.0
0,10257,11433,5.541387024608501,-1.8420581655480985,2.858165548098434,1.0747203579418345,5.382550335570469,0.5109619686800895,0.0,0.0
0,10257,11618,17.815202702702702,11.97027027027027,6.042567567567567,9.782094594594595,5.922972972972973,1.037837837837838,0.0,0.0
0,10257,11697,16.747295968534907,9.653883972468043,3.423795476892822,3.1828908554572273,12.434611602753195,0.05604719764011799,0.0,0.0
0,10257,12264,12.964375,7.853125,6.91,3.2925,6.663125,1.004375,0.0,0.0
0,10257,12889,8.037037037037036,4.37037037037037,0.0,4.444444444444445,8.0,0.0,0.0,0.0
0,10257,13204,10.448851774530272,3.4926931106471817,4.0923799582463465,3.0323590814196244,5.689979123173278,0.33924843423799583,0.0,0.0
0,10257,13232,6.447068403908795,-1.011400651465798,1.9250814332247557,1.2939739413680782,3.053745928338762,0.3982084690553746,0.0,0.0
0,10257,13487,7.505567928730512,0.6169265033407573,7.861915367483296,1.530066815144766,0.8351893095768375,1.643652561247216,0.0,0.0
0,10257,13577,2.3846153846153846,-3.9743589743589745,2.2051282051282053,0.20512820512820512,3.358974358974359,0.8974358974358975,0.0,0.0
0,10257,13930,12.297074268567142,11.163540885221305,4.892223055763941,6.26531632908227,6.536634158539635,1.16704176044011,0.0,0.0
0,10257,14082,7.427710843373494,9.319277108433734,6.72289156626506,4.614457831325301,2.891566265060241,1.3373493975903614,0.0,0.0
0,10257,14100,6.210479041916168,4.597305389221557,2.9107784431137724,3.8883233532934134,5.985029940119761,0.6485029940119761,0.0011976047904191617,0.0
0,10257,14112,6.333333333333333,11.38562091503268,7.947712418300654,4.26797385620915,1.411764705882353,1.2810457516339868,0.0,0.0
0,10257,14492,2.5,-4.162162162162162,2.2567567567567566,4.3108108108108105,4.391891891891892,0.0,0.0,0.0
0,10257,14635,12.275590551181102,7.5984251968503935,1.2598425196850394,3.9921259842519685,10.992125984251969,0.023622047244094488,0.0,0.0
0,10257,14685,-1.3333333333333333,0.6444444444444445,0.0,1.2666666666666666,5.6,1.2222222222222223,0.0,0.0
0,10257,14761,13.269736842105264,17.855263157894736,3.6776315789473686,5.1381578947368425,9.703947368421053,1.8157894736842106,0.08552631578947369,0.0
0,10257,15304,9.82442748091603,3.4916030534351146,2.90381679389313,3.349618320610687,4.422900763358778,0.09770992366412214,0.0,0.0
0,10268,13930,9.3065755764304,8.304867634500427,5.275832621690863,4.6524338172502135,3.734415029888984,0.9581554227156277,0.0,0.0
0,10275,14747,6.368523316062176,5.492227979274611,1.6463730569948187,3.1424870466321244,3.73639896373057,0.5252590673575129,0.013601036269430052,0.0
0,10279,11259,5.516687790452049,1.0680185889311364,1.6172370088719898,2.0126742712294043,3.7515842839036755,0.1588508660752007,0.017321504013519222,0.0
0,10279,11292,6.495805369127517,4.782718120805369,2.7365771812080535,2.7416107382550337,8.033557046979865,0.3573825503355705,0.0,0.0
0,10279,11298,9.0337361530715,5.988670694864048,3.316465256797583,2.9350453172205437,6.77190332326284,1.0193856998992952,0.00906344410876133,0.0
0,10279,12191,0.7,-8.4,0.3,0.0,2.0,0.0,0.0,0.0
0,10279,12266,7.792717086834734,7.608403361344537,4.276750700280112,6.056582633053221,4.635294117647059,0.5574229691876751,0.0,0.0
0,10279,12889,8.365054602184088,1.9953198127925118,1.0109204368174727,1.436817472698908,6.12792511700468,0.031201248049921998,0.0530421216848674,0.0
0,10279,14107,-0.18786127167630057,0.046242774566473986,3.7976878612716765,1.569364161849711,1.9913294797687862,0.049132947976878616,0.0,0.0
0,10299,10165,-0.5056179775280899,-7.477528089887641,3.3820224719101124,1.3764044943820224,1.6573033707865168,0.3146067415730337,0.0,0.0
0,10299,10170,-2.38955087076077,-0.6865261228230981,1.9560036663611367,0.9312557286892759,1.0604949587534371,1.1384051329055913,0.0,0.0
0,10299,10245,-5.090909090909091,-1.709090909090909,0.6272727272727273,0.9090909090909091,0.9,0.0,0.0,0.0
0,10299,10397,19.118279569892472,9.440860215053764,8.381720430107526,1.5,6.71505376344086,0.0,0.0,0.0
