holidate,origin_airport_id,dest_airport_id,dep_delay,arr_delay,carrier_delay,nas_delay,late_aircraft_delay,weather_delay,security_delay,cancelled
0,10372,13930,-4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10372,14107,-7.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10372,14771,-4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10372,14869,-8.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10135,-3.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10140,-1.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10146,-2.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10158,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10185,-4.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10208,-3.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10257,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10299,4.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10372,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10408,-3.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10423,-1.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10431,-3.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10434,-2.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10529,-1.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10599,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10685,-3.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10693,-1.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10721,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10731,-2.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10781,-3.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10785,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10792,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10800,-3.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10821,-1.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10849,-1.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10868,-3.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10874,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10980,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10990,-3.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,10994,-2.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11003,-3.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11042,-1.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11057,-3.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11066,-1.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11109,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11146,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11150,-4.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11193,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11252,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11259,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11267,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11278,-1.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11292,-1.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11298,-1.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11308,-2.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11423,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11433,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11481,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11503,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11537,-1.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11540,-1.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11612,-4.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11617,-4.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11618,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11624,-3.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11637,-1.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11641,-2.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11648,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11697,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11721,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11775,-2.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11778,-3.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11823,-2.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11953,-3.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11973,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11977,-3.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11982,-2.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11986,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11995,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11996,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,12007,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,12094,-1.5,-9.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,12124,-3.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,12173,-1.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,12191,-1.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,12197,-3.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,12217,-3.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,12264,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,12266,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,12278,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,12323,-2.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,12339,-1.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,12391,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,12441,-1.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,12448,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,12451,-1.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,12478,1.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,12889,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,12892,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,12945,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,12951,-3.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,12953,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,12992,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13029,-3.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13198,-1.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13204,-1.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13230,-2.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13232,-1.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13244,-1.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13277,-2.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13296,-1.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13303,-1.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13342,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13360,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13367,-3.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13377,-2.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13422,-2.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13485,-2.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13486,3.5,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13487,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13495,-1.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13502,-2.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13577,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13795,-3.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13796,6.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13851,-2.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13871,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13891,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13930,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,13931,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14027,-1.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14057,0.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14098,-3.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14100,-1.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14107,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14108,-2.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14122,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14193,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14262,-2.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14307,-1.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14321,-1.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14457,-3.5,-11.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14492,-1.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14524,-1.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14570,0.0,-9.5,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14574,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14576,-1.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14633,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14635,-1.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14679,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14683,0.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14685,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14696,-2.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14730,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14747,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14771,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14783,-3.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14814,-3.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14831,-1.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14843,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14869,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14893,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14908,-1.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,14986,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,15016,-1.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,15024,-1.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,15027,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,15096,-1.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,15249,-3.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,15304,-1.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,15323,-3.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,15356,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,15370,-3.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,15376,-1.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,15380,-1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,15412,-3.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,15607,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,15624,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,15919,-3.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10408,10397,-4.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10408,10466,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10408,11292,-6.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10408,11433,-4.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10408,12889,-6.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10408,13487,-4.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10408,13930,-6.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10408,14082,1.5,-3.5,0.0,0.0,0.0,0.0,0.0,0.0
0,10408,14112,-4.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10408,14761,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
