holidate,origin_airport_id,dest_airport_id,dep_delay,arr_delay,carrier_delay,nas_delay,late_aircraft_delay,weather_delay,security_delay,isWeather,isSecurity
0,10299,12758,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10299,12889,5.0,18.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0
0,10299,12892,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10299,13487,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.00392156862745098,0.0
0,10299,13830,-5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10299,13873,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.051470588235294115,0.0
0,10299,13930,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10299,13970,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01444043321299639,0.0
0,10299,14057,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.00202020202020202,0.00404040404040404
0,10299,14107,8.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10299,14709,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.03927492447129909,0.0
0,10299,14747,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0016029922522041143,0.0008014961261020571
0,10299,14771,11.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10299,14869,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10333,11433,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01509433962264151,0.007547169811320755
0,10333,14150,27.0,30.0,0.0,0.0,0.0,0.0,0.0,0.2828282828282828,0.010101010101010102
0,10361,14100,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.03313253012048193,0.006024096385542169
0,10372,10397,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10372,11292,11.0,18.5,0.0,0.0,0.0,0.0,0.0,0.03464566929133858,0.0
0,10372,11298,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0018148820326678765
0,10372,12266,20.0,22.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0
0,10372,12892,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.021052631578947368,0.0
0,10372,13487,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10372,13930,28.0,31.0,0.0,0.0,0.0,0.0,0.0,0.043410852713178294,0.0015503875968992248
0,10372,14107,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.078125,0.0
0,10372,14771,34.0,32.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0
0,10372,14869,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.06792452830188679,0.0
0,10397,10135,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.024761904761904763,0.0
0,10397,10140,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.022108843537414966,0.0
0,10397,10146,12.5,14.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0016611295681063123
0,10397,10158,14.5,15.0,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.007142857142857143
0,10397,10185,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.03678474114441417,0.0
0,10397,10208,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0
0,10397,10257,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02680067001675042,0.0
0,10397,10299,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01652892561983471,0.0
0,10397,10372,7.0,9.5,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0
0,10397,10408,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.0
0,10397,10423,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.018598472268349386,0.00033211557622052476
0,10397,10431,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0006887052341597796
0,10397,10434,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.041176470588235294,0.0
0,10397,10529,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.025069637883008356,0.0
0,10397,10599,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.025839793281653745,0.0
0,10397,10685,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.01870748299319728,0.0017006802721088435
0,10397,10693,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.016057396651861976,0.0
0,10397,10721,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.014598540145985401,0.0001737921445950643
0,10397,10731,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.03165735567970205,0.0
0,10397,10781,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02252614641995173,0.0
0,10397,10785,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.0
0,10397,10792,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.017259978425026967,0.0
0,10397,10800,-1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.017391304347826087,0.0
0,10397,10821,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.012507949968200127,0.0006359974560101759
0,10397,10849,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0
0,10397,10868,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02813852813852814,0.0007215007215007215
0,10397,10874,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.010169491525423728,0.0
0,10397,10980,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.031714568880079286,0.0
0,10397,10990,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03498190591073583,0.0
0,10397,10994,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.027475375842405392,0.0010368066355624676
0,10397,11003,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.028037383177570093,0.0
0,10397,11042,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.016992353440951572,0.0008496176720475786
0,10397,11057,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01277139208173691,0.0002554278416347382
0,10397,11066,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01835236541598695,0.0
0,10397,11109,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.036931818181818184,0.0
0,10397,11146,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.045548654244306416,0.0010351966873706005
0,10397,11150,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02051983584131327,0.0
0,10397,11193,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.022551546391752577,0.0
0,10397,11252,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.029850746268656716,0.0
0,10397,11259,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.012585400934915498,0.000719165767709457
0,10397,11267,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03142857142857143,0.0
0,10397,11278,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.013706793802145411,0.0007945967421533572
0,10397,11292,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.010804072304176189,0.0010388531061707874
0,10397,11298,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.018319394663480686,0.0
0,10397,11308,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.026252983293556086,0.002386634844868735
0,10397,11423,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0
0,10397,11433,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.015173067804646752,0.0007112375533428165
0,10397,11481,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.031569965870307165,0.0
0,10397,11503,1.5,5.0,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,0.0
0,10397,11540,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.014059753954305799,0.0
0,10397,11612,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0
0,10397,11617,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.008287292817679558,0.0
0,10397,11618,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.013198900091659029,0.00036663611365719525
0,10397,11624,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02854006586169045,0.0
0,10397,11637,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11641,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02914572864321608,0.0020100502512562816
0,10397,11648,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10397,11697,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01210756018583697,0.0005631423342249754
