tail_num,dep_delay,arr_delay,isCraft,isCarrier
N302AS,4.0,8.0,0.11049107142857142,0.7299107142857143
N302DN,6.0,6.0,0.10283018867924529,0.7490566037735849
N302DQ,7.0,5.0,0.08531746031746032,0.7678571428571429
N302NB,8.0,9.0,0.11385459533607682,0.7297668038408779
N302PQ,11.0,12.0,0.16308040770101925,0.6443941109852774
N302SA,2.0,10.0,0.0,0.7333333333333333
N303AS,6.0,9.0,0.13467656415694593,0.6967126193001061
N303DN,7.0,6.0,0.09807692307692308,0.7528846153846154
N303DQ,7.0,7.0,0.11281070745697896,0.734225621414914
N303FR,18.0,18.0,0.22620016273393004,0.5752644426362896
N303PQ,14.0,15.0,0.18438914027149322,0.6278280542986425
N303RE,5.0,11.0,0.09187279151943463,0.6996466431095406
N303RG,5.0,9.0,0.06557377049180328,0.7131147540983607
N30401,6.0,10.0,0.14516129032258066,0.6887096774193548
N304DN,7.0,7.0,0.10546500479386385,0.7488015340364333
N304DQ,5.0,7.0,0.087527352297593,0.7833698030634574
N304FR,17.0,18.0,0.19725141471301536,0.6095392077607114
N304JB,21.0,22.0,0.25060048038430743,0.6012810248198559
N304PQ,13.0,16.0,0.2038073908174692,0.5968645016797313
N304RB,7.0,11.0,0.08766233766233766,0.6948051948051948
N305AS,5.0,9.0,0.10675381263616558,0.7091503267973857
N305DN,6.0,6.0,0.09184726522187822,0.7688338493292054
N305DQ,5.0,6.0,0.07100591715976332,0.7869822485207101
N305FR,15.0,16.0,0.20984455958549222,0.6260794473229706
N305NX,7.5,10.0,0.15562913907284767,0.6975717439293598
N305PQ,12.0,13.0,0.20799059929494712,0.6122209165687427
N306AS,5.0,8.0,0.12149532710280374,0.7067757009345794
N306DN,6.0,6.0,0.09324452901998097,0.7554709800190295
N306DQ,8.0,6.5,0.09541984732824428,0.7900763358778626
N306JB,22.0,22.0,0.2471819645732689,0.6086956521739131
N306NY,7.0,10.0,0.13341346153846154,0.7043269230769231
N306PB,6.0,10.0,0.12679425837320574,0.6794258373205742
N306PQ,13.0,14.0,0.19009216589861752,0.6278801843317973
N306RC,6.0,11.0,0.09969788519637462,0.676737160120846
N307AS,5.0,9.0,0.12127659574468085,0.7074468085106383
N307DQ,7.0,8.0,0.10297482837528604,0.7551487414187643
N307DX,7.0,6.0,0.08163265306122448,0.7638483965014577
N307FR,17.0,18.0,0.23089700996677742,0.5789036544850499
N307JB,19.0,21.0,0.2445793581960104,0.5923677363399826
N307PQ,15.0,16.0,0.21621621621621623,0.5840188014101058
N308DE,6.0,7.0,0.09650924024640657,0.7535934291581109
N308DN,6.0,6.0,0.11295034079844206,0.750730282375852
N308FR,15.0,16.0,0.2210970464135021,0.619409282700422
N308PQ,14.0,15.0,0.19112627986348124,0.6222980659840728
N308RD,4.0,10.0,0.10689655172413794,0.7103448275862069
N30913,5.5,14.5,0.05263157894736842,0.6447368421052632
N309AS,4.0,8.0,0.09795918367346938,0.7173469387755103
N309DE,7.0,8.0,0.12025316455696203,0.7236286919831224
N309DN,7.0,8.0,0.10854947166186359,0.7358309317963496
N309FR,19.0,19.0,0.24731182795698925,0.587262200165426
N309JB,15.0,16.0,0.2049956933677864,0.6537467700258398
N309PC,6.0,10.0,0.1331877729257642,0.6932314410480349
N309PQ,15.0,17.0,0.20958751393534003,0.5819397993311036
N309US,10.0,12.0,0.13333333333333333,0.6880952380952381
N310DE,7.0,7.0,0.11182795698924732,0.7569892473118279
N310DN,7.0,7.0,0.09922178988326848,0.7509727626459144
N310FR,16.0,18.0,0.24220032840722497,0.5886699507389163
N310PQ,15.0,17.0,0.21710526315789475,0.5877192982456141
N310RF,8.5,9.0,0.09712230215827339,0.7482014388489209
N31131,12.0,17.5,0.24085365853658536,0.6046747967479674
N311DN,7.0,7.0,0.1076923076923077,0.7432692307692308
N311FR,18.0,17.0,0.23601973684210525,0.5929276315789473
N311PQ,12.0,14.0,0.19336384439359267,0.620137299771167
N312DN,6.0,6.0,0.1111111111111111,0.738615664845173
N312FR,17.0,17.0,0.22266881028938906,0.5956591639871383
N312US,11.0,11.0,0.133419689119171,0.6787564766839378
N313DN,7.0,6.0,0.09064039408866995,0.7586206896551724
N313FR,16.0,17.0,0.22138680033416874,0.6023391812865497
N313PQ,13.0,14.0,0.18698224852071005,0.6106508875739645
N313SB,8.0,16.0,0.15789473684210525,0.47368421052631576
N31412,6.0,11.0,0.19110378912685339,0.6556836902800659
N314DN,6.0,5.0,0.10614525139664804,0.7616387337057728
N314NB,8.0,8.0,0.109375,0.74609375
N314PD,8.0,12.0,0.16686674669867949,0.6602641056422569
N314PQ,16.0,17.0,0.234375,0.5680803571428571
N314RH,6.0,12.0,0.1038961038961039,0.7142857142857143
N315AS,5.0,10.0,0.1362088535754824,0.6912599318955732
N315DN,6.0,6.0,0.10214007782101167,0.7509727626459144
N315NB,9.0,11.0,0.1451851851851852,0.68
N315PE,7.0,11.0,0.14794215795328142,0.6629588431590656
N315PQ,12.0,15.0,0.19002123142250532,0.6008492569002123
N315RJ,9.0,16.0,0.13170731707317074,0.6536585365853659
N316DN,6.0,6.0,0.11121856866537717,0.7543520309477756
N316FR,16.0,15.0,0.2132895816242822,0.6316652994257588
N316JB,20.0,20.0,0.24716369529983792,0.6215559157212318
N316NB,9.0,10.0,0.13742690058479531,0.695906432748538
N316PF,7.0,10.0,0.13374233128834356,0.6834355828220859
N316PQ,14.0,15.0,0.1938073394495413,0.6077981651376146
N316RK,4.0,10.5,0.09195402298850575,0.7068965517241379
N317AS,5.0,10.0,0.12551440329218108,0.6759259259259259
N317CA,18.0,19.0,0.24839948783610755,0.6107554417413572
N317DN,7.0,7.0,0.10018382352941177,0.7270220588235294
N317FR,15.0,14.0,0.18846466287571081,0.6409423233143785
N317JB,22.0,24.0,0.2548197820620285,0.5750209555741828
N317NB,9.0,10.0,0.12292817679558012,0.7071823204419889
N317PG,7.0,11.0,0.16363636363636364,0.6670454545454545
N317US,9.0,8.0,0.11342894393741851,0.7483702737940026
N318AS,4.0,8.0,0.11206896551724138,0.7047413793103449
N318DX,5.0,6.0,0.08229665071770335,0.7875598086124402
N318FR,14.0,15.0,0.19078947368421054,0.625
N318JB,18.0,20.0,0.24748322147651006,0.5998322147651006
N318NB,8.0,9.0,0.13430851063829788,0.6928191489361702
N319AS,5.0,10.0,0.13354700854700854,0.6709401709401709
N319DN,6.0,6.0,0.11764705882352941,0.7420814479638009
N319NB,7.0,8.0,0.12534435261707988,0.7341597796143251
N319PQ,13.0,14.0,0.2074159907300116,0.6048667439165701
N319US,9.0,9.0,0.10578279266572638,0.7404795486600846
N320AS,5.0,9.0,0.11817168338907469,0.7112597547380156
N320DN,6.0,6.0,0.10731244064577398,0.768281101614435
N320NB,7.0,8.0,0.09166666666666666,0.7666666666666667
N320PQ,13.0,15.5,0.20574162679425836,0.583732057416268
N320US,10.0,10.0,0.13154362416107382,0.6885906040268457
N321DH,6.0,6.0,0.11587591240875912,0.7481751824817519
N321NB,6.0,7.0,0.0905292479108635,0.7562674094707521
N321RL,7.0,11.0,0.08415841584158416,0.7376237623762376
N321US,9.0,9.0,0.10653753026634383,0.7590799031476998
N322DN,6.0,7.0,0.09603960396039604,0.7465346534653465
N322FR,18.0,17.0,0.21677215189873417,0.6004746835443038
N322NB,7.0,9.0,0.12037037037037036,0.7268518518518519
N322US,11.0,11.0,0.14150943396226415,0.6969339622641509
N323AS,4.0,9.0,0.11074561403508772,0.7127192982456141
N323DN,6.0,6.0,0.10727969348659004,0.7557471264367817
N323FR,15.0,16.0,0.2138728323699422,0.6151940545004129
N323JB,18.0,17.0,0.19510135135135134,0.65625
N323NB,7.0,8.0,0.1083676268861454,0.747599451303155
N323RM,6.0,11.0,0.07894736842105263,0.7236842105263158
N323US,9.0,8.0,0.12280701754385964,0.7333333333333333
N32404,7.0,10.5,0.15841584158415842,0.6798679867986799
N324DX,6.0,6.0,0.09868421052631579,0.7593984962406015
N324FR,16.0,16.0,0.21176470588235294,0.6125490196078431
N324JB,22.0,22.0,0.22852233676975944,0.6125429553264605
N324NB,8.0,9.0,0.1451851851851852,0.6755555555555556
N324PQ,14.0,16.0,0.20938215102974828,0.5926773455377574
N324RA,6.0,10.0,0.0945945945945946,0.7054054054054054
N324RN,4.0,12.0,0.07894736842105263,0.6710526315789473
N324US,11.0,11.0,0.1431980906921241,0.684964200477327
N325DN,6.0,5.0,0.0881542699724518,0.7667584940312213
N325NB,7.0,9.0,0.1091644204851752,0.7277628032345014
N325PQ,17.0,17.5,0.21714922048997773,0.5679287305122495
N325US,12.0,11.0,0.14352941176470588,0.6929411764705883
N326DN,7.0,6.0,0.09839167455061495,0.7360454115421002
N326EN,7.0,10.0,0.14754098360655737,0.7704918032786885
N326FR,15.0,14.0,0.20269058295964126,0.6188340807174888
N326MS,12.0,15.0,0.24168694241686942,0.6261151662611517
N326NB,8.0,9.0,0.1369472182596291,0.6875891583452212
N326PQ,10.5,13.0,0.19811320754716982,0.6108490566037735
N326RP,4.0,10.0,0.03361344537815126,0.7310924369747899
N326US,12.0,11.0,0.13642384105960265,0.6927152317880795
N327DN,6.0,6.0,0.07493061979648474,0.786308973172988
N327EN,9.0,10.0,0.20860927152317882,0.695364238410596
N327NB,6.0,8.0,0.09344490934449093,0.7503486750348675
N327NW,9.0,8.0,0.09390243902439024,0.7365853658536585
N328DN,7.0,6.0,0.09324452901998097,0.7668886774500476
N328EN,5.0,10.0,0.1111111111111111,0.7333333333333333
N328FR,18.0,18.0,0.24289405684754523,0.5831180017226529
N328JB,22.0,20.0,0.24034672970843185,0.5886524822695035
N328NB,9.0,11.0,0.14929577464788732,0.676056338028169
N328NW,9.0,7.0,0.13459119496855346,0.720754716981132
N328RR,5.0,6.0,0.07194244604316546,0.7697841726618705
N329DN,6.0,6.0,0.09309309309309309,0.7527527527527528
N329EN,14.5,16.0,0.2905405405405405,0.5945945945945946
N329FR,16.0,17.0,0.2295825771324864,0.5925589836660617
N329JB,21.0,22.0,0.25181159420289856,0.6068840579710145
N329MS,11.0,14.0,0.21754385964912282,0.6719298245614035
N329NB,9.0,9.0,0.12400635930047695,0.7106518282988871
N329NW,12.0,11.0,0.13048368953880765,0.6794150731158605
N329PQ,14.0,14.0,0.20869565217391303,0.6054347826086957
N330DX,7.0,7.5,0.11216730038022814,0.7309885931558935
N330EN,10.5,12.0,0.2062937062937063,0.6818181818181818
N330FR,16.0,16.0,0.2058252427184466,0.6174757281553398
N330NB,8.0,7.5,0.1023936170212766,0.7473404255319149
N330NW,10.0,10.0,0.13349514563106796,0.6966019417475728
N330PQ,11.0,16.0,0.20594713656387664,0.5881057268722467
N33103,11.5,15.0,0.11764705882352941,0.6289592760180995
N33132,9.0,13.0,0.13449023861171366,0.6355748373101953
N33182,23.5,28.0,0.2588757396449704,0.5014792899408284
N331CA,22.0,23.0,0.27224435590969454,0.5737051792828686
N331DN,6.0,6.0,0.10246305418719212,0.7546798029556651
N331EN,5.0,9.0,0.11827956989247312,0.7473118279569892
N331FR,17.0,17.0,0.23449001051524712,0.583596214511041
N331NB,7.0,8.0,0.10624169986719788,0.7423638778220452
N331NW,10.0,10.0,0.09536423841059603,0.7337748344370861
N331PQ,14.0,16.0,0.22306034482758622,0.5818965517241379
N33203,11.0,14.0,0.1821138211382114,0.6
N33209,10.0,15.0,0.17857142857142858,0.5850340136054422
N33262,8.0,11.0,0.1582952815829528,0.6484018264840182
N33264,8.0,12.0,0.1640625,0.640625
N33266,8.0,13.0,0.1804733727810651,0.613905325443787
N33284,11.5,15.0,0.17727272727272728,0.6015151515151516
N33286,9.0,12.0,0.14845024469820556,0.6753670473083198
N33289,9.0,12.0,0.15503875968992248,0.6294573643410852
N33292,10.0,13.0,0.18552036199095023,0.6033182503770739
N33294,10.0,15.0,0.16417910447761194,0.582089552238806
N332DN,7.0,7.0,0.11650485436893204,0.7252427184466019
N332FR,14.0,16.0,0.21636615811373092,0.6047156726768377
N332NB,6.0,8.0,0.13025780189959293,0.723202170963365
N332NW,9.0,9.0,0.11984021304926765,0.715046604527297
N333DX,6.0,6.0,0.096,0.748
N333EN,6.0,9.0,0.19281045751633988,0.6993464052287581
N333NB,8.0,9.0,0.1293800539083558,0.7210242587601078
N333NW,10.0,9.0,0.11487303506650544,0.717049576783555
N334DN,6.0,7.0,0.0951061865189289,0.7497691597414589
N334FR,15.0,16.0,0.2054483541430193,0.6027241770715096
N334JB,20.0,21.0,0.23097112860892388,0.615923009623797
N334NB,8.0,8.0,0.12482065997130559,0.7216642754662841
N334NW,10.0,9.0,0.12829736211031176,0.7326139088729017
N335DN,6.0,6.0,0.10590631364562118,0.7331975560081466
N335EN,6.0,10.0,0.16145833333333334,0.7239583333333334
N335FR,16.0,16.0,0.21320973348783315,0.6187717265353418
N335NB,7.0,8.0,0.10044313146233383,0.7341211225997046
N335NW,9.0,8.0,0.11352040816326531,0.735969387755102
N335PH,6.0,9.0,0.11702127659574468,0.7151300236406619
N335PQ,12.0,14.0,0.19726339794754846,0.6282782212086659
N335RT,10.5,12.0,0.11666666666666667,0.6833333333333333
N336DX,6.0,6.0,0.10480349344978165,0.7270742358078602
N336EN,7.0,10.0,0.13966480446927373,0.7318435754189944
N336FR,18.5,19.0,0.2116704805491991,0.5881006864988558
N336NB,7.0,8.0,0.1106612685560054,0.7071524966261808
N336NW,9.0,9.0,0.11802030456852793,0.7233502538071066
N336PQ,14.0,14.0,0.22019334049409237,0.6143931256713212
N336RU,7.0,7.5,0.10638297872340426,0.7021276595744681
N33714,11.0,16.0,0.18825301204819278,0.5647590361445783
N337DN,5.5,7.0,0.11752136752136752,0.7254273504273504
N337EN,7.0,9.0,0.15162454873646208,0.740072202166065
N337FR,15.0,15.0,0.16790490341753342,0.6166419019316494
N337JB,20.0,20.0,0.23076923076923078,0.6112929623567921
N337NB,8.0,9.0,0.11914323962516733,0.7255689424364123
N337NW,11.0,10.0,0.14009661835748793,0.6847826086956522
N337PJ,6.0,10.0,0.13258426966292136,0.6898876404494382
N337PQ,13.0,15.0,0.1972318339100346,0.6066897347174164
N338DN,6.0,5.0,0.09241952232606439,0.7694704049844237
N338FR,15.0,14.0,0.17562254259501967,0.6500655307994757
N338NB,6.0,7.0,0.10579710144927536,0.7463768115942029
N338NW,10.0,9.0,0.14637146371463713,0.6949569495694957
N338PK,7.0,10.0,0.12781954887218044,0.7055137844611529
N338RS,3.0,9.5,0.09574468085106383,0.6914893617021277
N339DN,6.0,6.0,0.09766454352441614,0.7600849256900213
N339FR,15.0,14.0,0.19637462235649547,0.622356495468278
N339JB,22.0,22.0,0.24237560192616373,0.5890850722311396
N339NB,9.0,12.0,0.12556053811659193,0.6651718983557549
N339NW,12.0,10.0,0.14596949891067537,0.6938997821350763
N339PL,6.0,10.0,0.1569620253164557,0.6734177215189874
N340CA,17.0,17.0,0.2375296912114014,0.6187648456057007
N340DN,6.0,6.0,0.11194029850746269,0.7377398720682303
N340NB,7.0,11.0,0.12687813021702837,0.6961602671118531
N340NW,9.0,7.0,0.09892729439809297,0.7461263408820024
N34110,11.0,19.0,0.19622093023255813,0.5406976744186046
N34111,19.0,22.0,0.2669811320754717,0.5518867924528302
N34131,10.0,12.0,0.13705583756345177,0.6446700507614214
N34137,11.0,12.0,0.10829493087557604,0.6612903225806451
N341DN,5.0,7.0,0.10631229235880399,0.7452934662236987
N341FR,15.0,17.0,0.21409574468085107,0.6023936170212766
N341NB,10.0,9.0,0.11678832116788321,0.6934306569343066
N341NW,9.0,9.0,0.10848400556328233,0.7496522948539638
N341PQ,13.0,14.0,0.20979765708200213,0.6038338658146964
N341RW,12.0,11.0,0.18867924528301888,0.660377358490566
N34222,10.0,13.0,0.19020172910662825,0.6253602305475504
N34282,9.0,10.0,0.13310580204778158,0.6689419795221843
N342AN,10.0,13.0,0.10038610038610038,0.7142857142857143
N342DN,6.0,6.0,0.08520179372197309,0.7589686098654709
N342FR,18.5,17.0,0.2403225806451613,0.5903225806451613
N342NB,7.0,10.0,0.1510673234811166,0.6633825944170771
N342NW,12.0,11.0,0.14896214896214896,0.6837606837606838
N342PM,6.0,9.5,0.12727272727272726,0.6931818181818182
N342RX,6.0,14.0,0.03225806451612903,0.7741935483870968
N343AN,13.0,22.0,0.10212765957446808,0.7021276595744681
N343DN,5.0,6.0,0.0991636798088411,0.7562724014336918
N343EN,7.0,10.0,0.15714285714285714,0.7285714285714285
N343FR,16.0,14.0,0.18241042345276873,0.6270358306188925
N343NB,9.0,12.0,0.13584288052373159,0.6546644844517185
N343NW,10.0,8.0,0.10904255319148937,0.7367021276595744
N343PN,8.0,11.0,0.14435389988358557,0.6717112922002328
N343RY,7.0,8.0,0.08571428571428572,0.8285714285714286
N34455,6.0,12.0,0.15414507772020725,0.6411917098445595
N34460,7.0,10.0,0.14868421052631578,0.6644736842105263
N344AN,12.0,20.0,0.08095238095238096,0.7095238095238096
N344DN,6.0,7.0,0.1021566401816118,0.7423382519863791
N344FR,15.5,15.0,0.19491525423728814,0.6237288135593221
N344NB,6.0,9.0,0.09508716323296355,0.7147385103011094
N344NW,9.0,9.0,0.13451776649746192,0.6954314720812182
N344PP,7.0,10.0,0.12259615384615384,0.6935096153846154
N345DN,5.0,6.0,0.07192575406032482,0.7877030162412993
N345NB,7.0,9.0,0.11496062992125984,0.7228346456692913
N345NW,9.0,8.0,0.12212817412333736,0.7327690447400241
N346AN,16.5,21.0,0.14220183486238533,0.6743119266055045
N346DN,6.0,7.0,0.10444444444444445,0.7433333333333333
N346FR,16.0,18.0,0.20912547528517111,0.5798479087452472
N346JB,18.0,21.0,0.22655601659751037,0.5975103734439834
N346NB,7.5,9.0,0.10818713450292397,0.7309941520467836
N346PR,6.0,10.0,0.12672811059907835,0.6993087557603687
N347AN,9.0,11.0,0.08808290155440414,0.7150259067357513
N347DN,6.0,6.0,0.10126582278481013,0.7569620253164557
N347FR,13.0,13.0,0.17567567567567569,0.6441441441441441
N347NB,9.0,9.0,0.1337126600284495,0.6941678520625889
N347NW,9.0,8.0,0.1089820359281437,0.7245508982035929
N348AN,15.0,19.0,0.14655172413793102,0.6594827586206896
N348DN,6.0,6.0,0.0963855421686747,0.7566265060240964
N348FR,15.0,14.0,0.17717717717717718,0.6426426426426426
N348JB,22.0,23.0,0.2517985611510791,0.5908273381294964
N348NB,7.5,9.0,0.13165680473372782,0.7204142011834319
N348NW,9.0,8.0,0.11308767471410419,0.7153748411689962
N348PQ,15.0,16.0,0.21269095182138661,0.5887191539365453
N349AN,8.0,12.0,0.07659574468085106,0.7489361702127659
N349DX,7.0,7.0,0.10615199034981906,0.7370325693606755
N349FR,17.0,17.0,0.24229979466119098,0.5893223819301848
N349NB,7.0,10.0,0.11607142857142858,0.7142857142857143
N349NW,10.0,10.0,0.12603062426383982,0.6949352179034158
N349PQ,13.0,14.0,0.1886574074074074,0.6226851851851852
N350AN,7.0,12.0,0.1024390243902439,0.7268292682926829
N350DN,6.0,7.0,0.11380145278450363,0.7288135593220338
N350FR,15.5,18.0,0.1810344827586207,0.5775862068965517
N350NA,10.0,10.0,0.11700844390832328,0.7189384800965019
N350RV,4.0,10.0,0.06666666666666667,0.6888888888888889
N351DN,6.0,7.0,0.09570552147239264,0.7644171779141105
N351FR,14.0,15.0,0.18635170603674542,0.6036745406824147
N351JB,23.0,24.0,0.23909531502423265,0.5888529886914378
N351NB,6.0,8.0,0.11139564660691421,0.7439180537772087
N351NW,8.0,8.0,0.10638297872340426,0.7379619260918253
N35204,6.0,11.0,0.13932980599647266,0.6419753086419753
N35236,10.0,13.0,0.1605351170568562,0.6103678929765887
N35260,9.0,13.0,0.15572519083969466,0.6290076335877862
N35271,10.0,13.0,0.19093851132686085,0.6148867313915858
N352DN,6.0,8.0,0.12392638036809817,0.7190184049079754
N352FR,20.5,20.0,0.2344632768361582,0.5621468926553672
N352NB,8.0,9.0,0.12533333333333332,0.7133333333333334
N352NW,12.0,11.0,0.14642857142857144,0.6678571428571428
N352PS,6.0,9.0,0.13895216400911162,0.7015945330296127
N353DN,7.0,6.0,0.10488676996424315,0.7461263408820024
N353FR,16.0,16.0,0.20440251572327045,0.6163522012578616
N353JB,19.5,21.0,0.23671875,0.60234375
N353NB,10.0,11.0,0.13432835820895522,0.6784260515603799
N353NW,8.0,8.0,0.1100123609394314,0.7280593325092707
N35407,5.5,9.0,0.152317880794702,0.6821192052980133
N354CA,15.0,15.0,0.2202797202797203,0.6480186480186481
N354DN,5.0,6.0,0.11036339165545088,0.7402422611036339
N354FR,14.0,15.0,0.21428571428571427,0.6052631578947368
N354JB,20.0,21.0,0.22544833475661827,0.6208368915456874
N354NB,9.0,9.0,0.12137931034482759,0.72
N354NW,10.0,10.0,0.1302149178255373,0.706700379266751
N354PT,6.0,9.0,0.14035087719298245,0.6795321637426901
N355CA,16.0,17.0,0.22081218274111675,0.6383248730964467
N355DN,6.0,6.5,0.11649214659685864,0.743455497382199
N355JB,18.0,19.0,0.22796081923419412,0.609973285841496
N355NB,8.0,9.0,0.13520749665327977,0.6974564926372155
N355NW,9.0,9.0,0.11377245508982035,0.725748502994012
N355PU,7.0,10.0,0.12877939529675253,0.6987681970884658
N356DN,6.0,6.0,0.10116731517509728,0.7431906614785992
N356FR,8.0,12.0,0.14084507042253522,0.676056338028169
N356NW,10.0,10.0,0.15892420537897312,0.6809290953545232
N357DN,9.0,8.0,0.11923076923076924,0.7346153846153847
N357FC,14.0,20.0,0.17875920084121977,0.5678233438485805
N357NB,7.0,8.0,0.0945945945945946,0.7608108108108108
N357NW,9.0,10.0,0.13584905660377358,0.6842767295597484
N357PV,6.0,11.0,0.15704387990762125,0.663972286374134
N358DN,7.0,8.0,0.10866574965612105,0.7386519944979367
N358FR,13.0,15.0,0.20238095238095238,0.5952380952380952
N358JB,19.0,19.0,0.2180566182096404,0.6250956388676359
N358NB,6.0,8.0,0.11190817790530846,0.7374461979913917
N358NW,9.0,9.0,0.12089201877934272,0.7077464788732394
N358PW,7.0,11.0,0.15426105717367852,0.6763754045307443
N35953,10.0,8.0,0.07692307692307693,0.8461538461538461
N359DN,7.0,6.0,0.10359116022099447,0.7582872928176796
N359FR,12.0,12.0,0.12903225806451613,0.6370967741935484
N359NB,8.0,9.0,0.11190817790530846,0.697274031563845
N359NW,9.0,10.0,0.12648221343873517,0.7220026350461133
N359PH,13.0,17.0,0.2857142857142857,0.7142857142857143
N359PX,6.0,10.5,0.15748898678414097,0.6751101321585903
N360DN,5.0,6.0,0.09031413612565445,0.7787958115183246
N360FR,14.0,15.0,0.1574074074074074,0.6296296296296297
N360HA,5.0,9.5,0.037037037037037035,0.9398148148148148
N360NB,9.0,9.0,0.1299093655589124,0.7099697885196374
N360NW,10.0,10.0,0.12546583850931678,0.7018633540372671
N360PH,16.0,20.5,0.25,0.5833333333333334
N361DN,6.0,6.0,0.10787172011661808,0.7332361516034985
N361FR,22.0,22.5,0.2222222222222222,0.5888888888888889
N361HA,4.0,10.0,0.03944315545243619,0.9535962877030162
N361NB,8.0,8.0,0.08425414364640885,0.7541436464088398
N361NW,9.0,8.0,0.11585365853658537,0.7292682926829268
N361PH,18.5,22.0,0.25,0.75
N361VA,9.0,13.0,0.1410693970420933,0.6222980659840728
N36207,10.0,12.0,0.18429003021148035,0.6253776435045317
N36247,10.0,14.0,0.17189835575485798,0.5964125560538116
N36272,10.0,13.0,0.15373352855051245,0.6046852122986823
N36280,10.0,13.0,0.1839080459770115,0.6091954022988506
N362DN,6.0,6.0,0.09318497913769123,0.7510431154381085
N362FR,23.0,21.0,0.21782178217821782,0.6237623762376238
N362NB,8.0,11.0,0.12995245641838352,0.6751188589540412
N362NW,10.0,10.0,0.12437810945273632,0.6890547263681592
N362PH,-10.0,13.0,0.0,1.0
N362VA,7.0,12.0,0.13276231263383298,0.6552462526766595
N363DN,6.0,6.0,0.10287443267776097,0.7534039334341907
N363FR,32.0,28.0,0.28735632183908044,0.5172413793103449
N363NB,7.0,8.0,0.10547945205479452,0.7068493150684931
N363NW,9.0,8.0,0.13085399449035812,0.7107438016528925
N363PH,70.0,58.0,0.0,1.0
N363VA,7.0,13.0,0.12743972445464982,0.6394948335246843
N36444,6.0,9.0,0.15310344827586206,0.6565517241379311
N36447,8.0,12.0,0.1639549436795995,0.6345431789737171
N36469,6.0,9.0,0.12774193548387097,0.6709677419354839
N36472,7.0,10.0,0.15492957746478872,0.6605633802816901
N36476,6.0,12.0,0.15578635014836795,0.6261127596439169
N364DX,6.0,5.0,0.08524590163934426,0.7672131147540984
N364FR,9.0,4.0,0.07692307692307693,0.7692307692307693
N364NB,8.0,9.0,0.11533052039381153,0.7271448663853727
N364NW,10.0,9.0,0.10098522167487685,0.7413793103448276
N364VA,7.0,12.0,0.13188073394495411,0.6490825688073395
N365DN,7.0,6.0,0.09735973597359736,0.7607260726072608
N365FR,8.0,6.0,0.08695652173913043,0.7391304347826086
N365NB,8.5,10.0,0.11734693877551021,0.7117346938775511
N365NW,8.0,9.0,0.1276864728192162,0.6927939317319848
N365VA,7.0,12.0,0.11501210653753027,0.6476997578692494
N366DX,7.0,7.0,0.100990099009901,0.7544554455445545
N366NB,8.0,8.0,0.12850467289719625,0.7161214953271028
N366NW,10.0,9.0,0.11308767471410419,0.7369758576874206
N367CA,21.5,22.0,0.2703962703962704,0.5897435897435898
N367DN,7.0,8.0,0.13211382113821138,0.717479674796748
N367NW,10.0,10.0,0.13022113022113022,0.7162162162162162
N368CA,13.0,16.0,0.21580928481806774,0.6398996235884568
N368DN,5.0,6.0,0.09130434782608696,0.7630434782608696
N368JB,20.0,19.0,0.2427564604541895,0.59592795614722
N368NB,6.5,7.0,0.1130952380952381,0.7351190476190477
N368NW,10.0,10.0,0.12875,0.72
N36915,10.5,18.0,0.18421052631578946,0.5736842105263158
N36962,8.0,3.5,0.06666666666666667,0.8333333333333334
N369CA,17.0,16.0,0.22114216281895505,0.6476306196840826
N369DN,5.0,6.0,0.087248322147651,0.7695749440715883
N369NB,7.0,9.0,0.13333333333333333,0.7115646258503401
N369NW,11.0,10.0,0.11864406779661017,0.7082324455205811
N37018,11.5,15.5,0.0625,0.625
N370DN,5.0,5.0,0.10199556541019955,0.7605321507760532
N370HA,7.0,10.0,0.046948356807511735,0.9436619718309859
N370NB,7.0,8.0,0.12171507607192254,0.706777316735823
N370NW,9.0,6.0,0.08147174770039421,0.7424441524310118
N371CA,14.0,18.0,0.22045454545454546,0.5931818181818181
N371DA,8.0,6.0,0.09055118110236221,0.7755905511811023
N371DN,8.0,9.0,0.14099783080260303,0.7180043383947939
N371NB,6.0,8.0,0.14106145251396648,0.7108938547486033
N371NW,8.5,10.0,0.1275252525252525,0.7171717171717171
N37252,10.0,14.0,0.19376026272577998,0.5977011494252874
N37253,11.0,14.0,0.19966442953020133,0.587248322147651
N37255,9.0,15.0,0.21292217327459617,0.580029368575624
N37263,10.0,13.0,0.15335463258785942,0.634185303514377
N37267,9.0,13.0,0.1761006289308176,0.6320754716981132
N37273,11.0,13.0,0.1777408637873754,0.6196013289036545
N37274,9.0,13.0,0.20124804992199688,0.5881435257410297
N37277,11.0,14.0,0.18882175226586104,0.5996978851963746
N37281,10.0,13.0,0.15100671140939598,0.6375838926174496
N37287,10.0,12.5,0.17543859649122806,0.624561403508772
N37290,9.0,13.0,0.18111455108359134,0.6130030959752322
N37293,9.0,12.0,0.1543942992874109,0.6413301662707839
N37298,11.0,14.0,0.16236162361623616,0.6070110701107011
N372DA,8.0,7.0,0.08688783570300158,0.7851500789889415
N372DN,7.0,7.0,0.10679611650485436,0.7475728155339806
N372NW,9.0,8.0,0.1286624203821656,0.7401273885350318
N3730B,7.0,6.0,0.0848,0.7648
N3731T,7.0,6.0,0.08877721943048576,0.7671691792294807
N3732J,8.0,6.0,0.1032258064516129,0.7709677419354839
