tail_num,dep_delay,arr_delay,isCraft,isCarrier
N620AE,14.0,17.0,0.22961730449251247,0.5823627287853578
N620CZ,14.0,15.0,0.22637979420018708,0.6585594013096352
N620NK,11.0,11.0,0.13166144200626959,0.6394984326018809
N620QX,8.0,8.0,0.13875598086124402,0.7301435406698564
N621AE,15.0,18.0,0.2635416666666667,0.571875
N621CZ,13.0,14.0,0.22650375939849623,0.6625939849624061
N621JB,18.0,18.0,0.2357142857142857,0.5969387755102041
N621NK,10.0,10.0,0.11007268951194185,0.6386292834890965
N621VA,8.0,13.0,0.16773504273504272,0.6346153846153846
N622AE,10.0,15.0,0.231651376146789,0.5932721712538226
N622AS,4.0,8.0,0.13452380952380952,0.7321428571428571
N622CZ,16.0,16.0,0.2597864768683274,0.6290035587188612
N622NK,13.0,13.0,0.1342685370741483,0.5981963927855711
N622QX,8.0,9.0,0.1437435367114788,0.718717683557394
N622VA,9.0,14.0,0.13646532438478748,0.6185682326621924
N623AE,11.0,17.0,0.24330900243309003,0.5742092457420924
N623CZ,16.0,18.0,0.25495495495495496,0.618018018018018
N623JB,17.0,15.0,0.19884393063583816,0.6635838150289017
N623NK,11.0,12.0,0.1,0.638
N623QX,7.0,8.0,0.11704312114989733,0.7412731006160165
N623VA,11.0,15.0,0.16627358490566038,0.6037735849056604
N624AE,12.0,16.0,0.22752293577981653,0.5963302752293578
N624AG,9.0,8.0,0.0874751491053678,0.6898608349900597
N624CZ,14.0,15.0,0.25862068965517243,0.6513409961685823
N624JB,23.0,20.0,0.24824355971896955,0.5960187353629977
N624NK,12.0,13.0,0.1454183266932271,0.6155378486055777
N624QX,8.0,9.0,0.15639374425023,0.6991720331186753
N624VA,8.0,14.0,0.16685584562996594,0.6095346197502838
N625AE,13.0,15.0,0.218117854001759,0.6007036059806509
N625CA,9.5,12.0,0.16173570019723865,0.6785009861932939
N625CZ,16.0,16.0,0.26353149955634425,0.6264418811002662
N625JB,21.0,19.0,0.2261251372118551,0.6333699231613611
N625NK,11.0,11.0,0.12574257425742574,0.6326732673267327
N625QX,6.0,7.0,0.13930789707187222,0.738243123336291
N625VA,9.0,12.0,0.15576694411414982,0.6504161712247325
N626AE,14.0,14.0,0.21307072515666964,0.6257833482542524
N626CZ,11.0,14.0,0.19786096256684493,0.6545454545454545
N626NK,11.0,11.0,0.10631895687061184,0.6429287863590772
N626QX,8.0,9.0,0.14060963618485742,0.7177974434611603
N626VA,8.0,11.0,0.12234706616729088,0.6791510611735331
N627AE,13.0,16.0,0.22009132420091324,0.6
N627CZ,15.0,16.0,0.2453781512605042,0.6336134453781512
N627JB,19.5,18.0,0.22245762711864406,0.6091101694915254
N627NK,12.0,13.0,0.1264131551901336,0.5981500513874615
N627QX,7.0,8.0,0.13577799801783944,0.7254707631318137
N627VA,10.0,16.0,0.1652078774617068,0.6028446389496718
N62849,7.0,10.5,0.1662303664921466,0.6191099476439791
N62883,7.0,10.0,0.17880794701986755,0.6476821192052981
N62884,8.0,11.0,0.1610738255033557,0.6442953020134228
N62889,8.0,10.0,0.1388888888888889,0.6622807017543859
N62892,7.0,10.0,0.15606936416184972,0.6473988439306358
N62894,6.0,10.0,0.11994784876140809,0.6610169491525424
N62895,8.0,11.0,0.1721419185282523,0.6097240473061761
N62896,8.0,11.0,0.17549167927382753,0.6459909228441755
N628AE,14.0,16.0,0.24267782426778242,0.601673640167364
N628CZ,17.0,17.0,0.2698412698412698,0.6162464985994398
N628NK,10.0,10.0,0.12742382271468145,0.6426592797783933
N628QX,7.0,9.0,0.13111545988258316,0.7221135029354208
N628VA,10.5,15.0,0.1501240694789082,0.6352357320099256
N629AE,14.0,16.0,0.23044925124792012,0.5856905158069884
N629BR,10.0,12.0,0.19473684210526315,0.6768421052631579
N629CZ,12.5,14.0,0.2410358565737052,0.6414342629482072
N629JB,20.0,18.0,0.22305229455709713,0.6211312700106724
N629NK,12.0,12.0,0.111003861003861,0.6351351351351351
N629QX,8.0,9.0,0.142433234421365,0.7171117705242335
N629VA,9.0,14.0,0.15789473684210525,0.618421052631579
N630AE,13.0,16.0,0.22465753424657534,0.5926940639269407
N630CZ,13.0,15.5,0.22416974169741696,0.6346863468634686
N630JB,20.0,18.0,0.22628571428571428,0.6228571428571429
N630NK,10.0,12.0,0.11959798994974874,0.6190954773869347
N630QX,7.0,9.0,0.15522388059701492,0.7074626865671642
N630SK,10.0,14.0,0.21734795613160518,0.6350947158524427
N630VA,10.0,13.0,0.12355212355212356,0.6653796653796654
N631AE,13.0,16.0,0.23960216998191683,0.5831826401446655
N631CZ,10.0,11.0,0.18960244648318042,0.7064220183486238
N631NK,10.0,12.0,0.12226640159045726,0.6053677932405567
N631QX,7.0,9.0,0.14331550802139037,0.7101604278074867
N631RW,13.0,17.0,0.1702970297029703,0.5683168316831683
N631SK,9.0,12.0,0.17094017094017094,0.6790123456790124
N631VA,9.0,14.0,0.16256830601092895,0.6297814207650273
N632AE,12.0,16.0,0.2402287893231649,0.5795996186844614
N632CZ,13.0,15.0,0.2372697724810401,0.656554712892741
N632JB,17.0,17.0,0.2210065645514223,0.6301969365426696
N632NK,10.0,11.0,0.10598626104023552,0.6526005888125613
N632QX,7.0,8.0,0.15175537938844846,0.7180067950169875
N632RW,12.0,18.0,0.17909002904162633,0.547918683446273
N632SK,9.0,11.0,0.1974459724950884,0.6787819253438114
N632VA,9.0,16.0,0.15752625437572929,0.5962660443407235
N632qx,5.0,5.0,0.0875,0.825
N633AE,14.0,17.0,0.25252525252525254,0.5824915824915825
N633CZ,12.0,14.0,0.2397336293007769,0.6426193118756937
N633JB,16.0,15.0,0.2072480181200453,0.6511891279728199
N633NK,9.0,9.0,0.08877551020408163,0.6683673469387755
N633QX,7.0,8.0,0.12485681557846506,0.736540664375716
N633RW,13.0,17.5,0.18675889328063242,0.5503952569169961
N633SK,9.0,12.0,0.18816067653276955,0.6649048625792812
N633VA,8.0,13.0,0.14199759326113118,0.6305655836341757
N634AE,10.0,14.0,0.20677671589921806,0.6272806255430061
N634CZ,15.0,16.0,0.27382146439317956,0.60481444332999
N634JB,18.0,17.0,0.21035940803382663,0.6437632135306554
N634NK,9.0,12.0,0.12835820895522387,0.6069651741293532
N634QX,7.0,8.0,0.14930555555555555,0.6840277777777778
N634RW,12.0,17.0,0.16597510373443983,0.5715767634854771
N634VA,11.0,15.0,0.15821256038647344,0.6400966183574879
N635AE,11.0,15.0,0.2257761053621825,0.6020696142991533
N635CZ,13.0,14.0,0.22920892494929007,0.6622718052738337
N635JB,19.0,18.0,0.21822272215973004,0.6242969628796401
N635NK,12.0,13.0,0.12487512487512488,0.6093906093906094
N635QX,8.0,9.0,0.12761020881670534,0.7122969837587007
N635RW,12.0,17.0,0.18001885014137606,0.5504241281809613
N635VA,6.0,12.0,0.10128055878928988,0.6752037252619325
N636AE,12.0,15.0,0.24591651542649728,0.5952813067150635
N636CZ,12.0,14.0,0.22305229455709713,0.6712913553895411
N636JB,19.0,18.0,0.22145328719723184,0.6251441753171857
N636NK,10.0,11.0,0.08333333333333333,0.6586345381526104
N636QX,6.0,8.0,0.11764705882352941,0.7245337159253945
N636RW,11.0,17.0,0.1677917068466731,0.5506268081002893
N636VA,10.0,14.0,0.12987012987012986,0.6428571428571429
N637AE,12.0,15.0,0.23639607493309545,0.5851917930419268
N637CZ,14.0,16.0,0.25120772946859904,0.6357487922705314
N637JB,13.0,13.0,0.17524509803921567,0.6727941176470589
N637NK,10.0,10.0,0.12104283054003724,0.6396648044692738
N637QX,6.0,8.0,0.14896755162241887,0.7168141592920354
N637RW,17.0,21.0,0.2042042042042042,0.5345345345345346
N637VA,9.0,14.0,0.14699074074074073,0.6400462962962963
N63820,7.0,11.0,0.14098837209302326,0.6453488372093024
N63890,7.0,11.0,0.14225941422594143,0.6345885634588564
N63899,6.0,11.0,0.15774647887323945,0.6450704225352113
N638AE,13.0,18.0,0.2459016393442623,0.5650916104146577
N638CZ,15.0,17.0,0.26034958601655933,0.6117755289788408
N638JB,18.0,16.0,0.21518987341772153,0.6413502109704642
N638NK,8.0,10.0,0.08434959349593496,0.6432926829268293
N638QX,8.0,10.0,0.17673716012084592,0.6797583081570997
N638RW,12.0,16.0,0.1617497456765005,0.5666327568667345
N638VA,11.0,16.0,0.15958668197474168,0.6142365097588978
N639AE,12.0,15.0,0.2198581560283688,0.6037234042553191
N639CZ,13.0,15.0,0.24183673469387756,0.6448979591836734
N639JB,19.0,18.0,0.21420882669537136,0.6458557588805167
N639NK,12.0,14.0,0.12403100775193798,0.5843023255813954
N639QX,6.0,7.0,0.1178343949044586,0.7627388535031847
N639RW,10.0,17.0,0.14411441144114412,0.5698569856985699
N639VA,10.0,13.0,0.12103407755581669,0.6850763807285546
N640AE,13.0,17.0,0.2577696526508227,0.5694698354661791
N640JB,18.0,17.0,0.19272727272727272,0.6557575757575758
N640NK,12.0,12.0,0.1282565130260521,0.6292585170340681
N640RW,16.0,21.0,0.20628272251308902,0.5329842931937173
N640VA,9.0,13.0,0.1467136150234742,0.6490610328638498
N641AE,10.0,15.0,0.22175379426644182,0.5935919055649241
N641CA,9.0,11.0,0.18278427205100956,0.6801275239107333
N641JB,18.0,18.0,0.21482277121374865,0.6229860365198711
N641NK,11.0,12.0,0.1107754279959718,0.6344410876132931
N641QX,5.0,8.0,0.10507880910683012,0.7408056042031523
N641RW,13.5,18.0,0.185546875,0.5400390625
N641UA,5.0,12.0,0.06451612903225806,0.7096774193548387
N641VA,7.0,12.0,0.1289940828402367,0.6650887573964497
N642AE,10.0,14.0,0.21452991452991452,0.6153846153846154
N642CA,12.0,15.0,0.22310756972111553,0.6387782204515272
N642NK,12.0,13.0,0.14172447968285432,0.6164519326065411
N642QX,7.0,10.0,0.14054927302100162,0.7092084006462036
N642RW,13.0,20.0,0.1895424836601307,0.5200746965452848
N642UA,16.0,21.0,0.09259259259259259,0.5925925925925926
N642VA,7.0,12.0,0.11886586695747,0.6630316248636859
N642qx,15.0,17.0,0.5,0.5
N643AE,12.0,15.0,0.24019607843137256,0.5841503267973857
N643JB,16.0,16.0,0.2007125890736342,0.6294536817102138
N643NK,14.0,14.0,0.12049433573635428,0.5901132852729145
N643QX,5.0,8.0,0.10382513661202186,0.7413479052823315
N643RW,14.0,19.0,0.1833976833976834,0.556949806949807
N643UA,9.0,19.0,0.043478260869565216,0.5652173913043478
N644AE,9.0,14.0,0.22321428571428573,0.6080357142857142
N644AS,5.0,9.0,0.1596009975062344,0.7082294264339152
N644JB,15.5,15.0,0.20995670995670995,0.6406926406926406
N644NK,9.5,11.0,0.11727078891257996,0.6247334754797441
N644QX,6.0,9.0,0.13240418118466898,0.705574912891986
N644RW,14.0,18.0,0.18238993710691823,0.5880503144654088
N644UA,7.0,14.0,0.047619047619047616,0.6190476190476191
N645AE,9.0,15.0,0.21297107800175286,0.5985977212971078
N645JB,16.0,17.0,0.2246376811594203,0.6268115942028986
N645NK,11.0,12.0,0.11917098445595854,0.6248704663212435
N645QX,6.0,8.0,0.11937377690802348,0.7201565557729941
N645RW,12.0,18.0,0.18496538081107813,0.5548961424332344
N646AE,11.0,15.0,0.22100456621004566,0.5780821917808219
N646JB,19.0,18.0,0.23954802259887006,0.6056497175141243
N646NK,9.0,10.0,0.11594202898550725,0.6499442586399108
N646QX,7.0,9.0,0.1337099811676083,0.7024482109227872
N646RW,12.0,19.0,0.18317358892438765,0.5420660276890309
N646UA,7.5,17.0,0.0,0.6363636363636364
N647AE,12.0,16.0,0.22948073701842547,0.583752093802345
N647AW,7.0,10.0,0.14642451759364358,0.7219069239500567
N647NK,9.0,9.0,0.09623430962343096,0.649581589958159
N647QX,6.0,9.0,0.1292929292929293,0.7353535353535353
N647RW,15.0,21.0,0.20251937984496124,0.5290697674418605
N647TE,30.0,25.0,0.52,0.44
N647UA,12.0,17.0,0.140625,0.65625
N64809,6.0,11.0,0.14644970414201183,0.6538461538461539
N64844,7.0,10.0,0.15041782729805014,0.6420612813370473
N648AE,12.0,16.0,0.25092592592592594,0.5824074074074074
N648JB,17.0,16.0,0.1997690531177829,0.6316397228637414
N648NK,8.0,10.0,0.10405257393209201,0.6571741511500547
N648QX,6.0,9.0,0.13988095238095238,0.7023809523809523
N648RW,15.0,18.0,0.21328344246959777,0.5547240411599625
N648UA,7.0,11.0,0.02666666666666667,0.6933333333333334
N649AE,13.0,15.0,0.25368248772504093,0.5859247135842881
N649AW,8.0,11.0,0.1792336217552534,0.6761433868974042
N649JB,18.0,16.0,0.21755725190839695,0.6450381679389313
N649NK,12.0,12.0,0.1299254526091587,0.6400425985090522
N649PP,9.0,15.0,0.20641282565130262,0.5791583166332666
N649QX,7.0,7.0,0.11212121212121212,0.7303030303030303
N649RW,13.0,19.0,0.18583162217659138,0.5400410677618069
N649UA,5.5,11.0,0.09210526315789473,0.6842105263157895
N650AE,11.0,16.0,0.21872187218721872,0.5877587758775877
N650AW,6.0,10.0,0.14174252275682706,0.7217165149544863
N650NK,9.0,12.0,0.11722731906218145,0.6126401630988787
N650QX,8.0,10.5,0.1484375,0.69921875
N650RW,13.0,18.5,0.190625,0.5385416666666667
N651AE,11.0,16.0,0.2372611464968153,0.5780254777070064
N651AW,6.0,9.0,0.15005727376861397,0.7101947308132875
N651JB,14.0,15.0,0.20987654320987653,0.6469135802469136
N651NK,10.0,10.0,0.09885057471264368,0.632183908045977
N651QX,8.0,11.0,0.14018691588785046,0.6728971962616822
N651RW,11.0,18.0,0.17378640776699028,0.5553398058252427
N651UA,15.0,17.0,0.10526315789473684,0.6491228070175439
N652AW,7.0,10.0,0.13274336283185842,0.7117572692793932
N652BR,16.0,19.0,0.2390608324439701,0.608324439701174
N652JB,17.0,17.0,0.2226190476190476,0.6416666666666667
N652NK,9.0,10.0,0.11244541484716157,0.6375545851528385
N652RS,9.0,13.0,0.1944684528954192,0.6335350043215212
N652RW,14.0,19.0,0.2172172172172172,0.5365365365365365
N652UA,8.0,13.0,0.07936507936507936,0.6825396825396826
N653AE,8.0,14.0,0.2222222222222222,0.5991769547325103
N653AW,6.0,9.0,0.14617169373549885,0.7204176334106729
N653CA,18.0,18.0,0.2646733111849391,0.6057585825027686
N653JB,16.0,15.0,0.21481481481481482,0.635978835978836
N653NK,9.0,10.0,0.09278350515463918,0.6540664375715922
N653RW,15.0,23.0,0.2099502487562189,0.5054726368159204
N653UA,6.0,13.0,0.04838709677419355,0.6451612903225806
N654AE,10.0,16.0,0.23204903677758318,0.5691768826619965
N654AW,9.0,11.0,0.17494089834515367,0.693853427895981
N654DL,609.0,589.0,0.0,1.0
N654NK,9.0,11.0,0.10683229813664596,0.6546583850931676
N654RW,12.0,18.0,0.1680161943319838,0.5313765182186235
N654UA,4.0,8.5,0.0,0.7727272727272727
N655AE,11.0,15.0,0.21774931381518756,0.6093321134492223
N655AW,6.0,9.0,0.13732394366197184,0.7194835680751174
N655CA,17.0,16.0,0.23137254901960785,0.6287581699346405
N655JB,19.0,16.0,0.20584795321637428,0.631578947368421
N655NK,9.0,11.0,0.10372771474878444,0.6369529983792545
N655RW,12.0,18.0,0.182,0.555
N655UA,6.0,10.0,0.08695652173913043,0.6956521739130435
N656AE,9.0,15.0,0.22293504410585405,0.5918203688853247
N656AW,6.0,9.0,0.13591160220994475,0.712707182320442
N656CA,13.0,16.0,0.21782178217821782,0.6410891089108911
N656JB,20.0,16.0,0.21912832929782083,0.6452784503631961
N656NK,8.0,9.0,0.08272058823529412,0.6580882352941176
N656RW,12.0,18.0,0.18693467336683417,0.5457286432160804
N656UA,10.5,14.0,0.03571428571428571,0.6785714285714286
N656YX,486.0,468.0,1.0,0.0
N657AE,9.0,14.0,0.22182786157941436,0.5944986690328306
N657AW,7.0,9.0,0.1352601156069364,0.7190751445086705
N657JB,17.0,16.0,0.2023529411764706,0.6635294117647059
N657NK,7.0,10.0,0.0897571277719113,0.6378035902851109
N657RW,12.0,17.0,0.16850551654964896,0.5807422266800402
N657UA,8.0,9.5,0.07317073170731707,0.7682926829268293
N65832,6.0,12.0,0.15616438356164383,0.6068493150684932
N658AE,10.0,15.0,0.24048582995951417,0.6040485829959514
N658AW,8.0,9.0,0.15857605177993528,0.7108953613807982
N658CA,22.0,21.0,0.2661195779601407,0.593200468933177
N658DL,8.0,8.0,0.09560723514211886,0.7700258397932817
N658JB,24.0,21.0,0.25539568345323743,0.6079136690647482
N658NK,10.0,12.0,0.10128055878928988,0.5983701979045402
N658UA,4.5,12.0,0.046875,0.671875
N659AE,11.0,14.0,0.21942110177404295,0.6125116713352008
N659AW,7.0,9.0,0.14450261780104712,0.7151832460732984
N659BR,9.0,10.0,0.19934640522875818,0.6862745098039216
N659CA,22.0,21.0,0.26376440460947503,0.6081946222791293
N659DL,6.0,6.0,0.07112970711297072,0.797768479776848
N659JB,15.0,15.0,0.20927467300832342,0.638525564803805
N659NK,10.0,12.0,0.08983957219251337,0.6128342245989304
N659UA,10.5,23.5,0.1206896551724138,0.5517241379310345
N66051,8.0,9.5,0.08823529411764706,0.7352941176470589
N66056,8.0,19.0,0.17721518987341772,0.5443037974683544
N66057,8.0,15.5,0.10714285714285714,0.6607142857142857
N660AW,7.0,9.0,0.16363636363636364,0.7090909090909091
N660BC,14.0,17.0,0.25564588979223124,0.5645889792231256
N660DL,6.0,7.0,0.08785529715762273,0.7829457364341085
N660NK,7.0,11.0,0.05426356589147287,0.636766334440753
N660UA,8.0,13.0,0.12121212121212122,0.6666666666666666
N661AW,8.0,10.0,0.16210045662100456,0.6940639269406392
N661JA,9.0,16.0,0.22664500406173843,0.587327376116978
N661JB,17.0,16.0,0.21908127208480566,0.6360424028268551
N661NK,9.0,12.0,0.10985277463193659,0.6058890147225368
N661UA,8.5,11.0,0.09523809523809523,0.7023809523809523
N662AW,7.0,9.0,0.1408614668218859,0.7159487776484285
N662EH,8.0,14.0,0.20362737015663643,0.6059356966199505
N662JB,17.0,16.0,0.20633187772925765,0.6375545851528385
N662NK,10.0,12.0,0.08314606741573034,0.6067415730337079
N662UA,3.0,11.0,0.05333333333333334,0.64
N663AR,10.0,15.0,0.2,0.6103174603174604
N663AW,7.0,10.0,0.15217391304347827,0.700228832951945
N663JB,15.0,16.0,0.21087680355160932,0.6281908990011099
N663NK,9.0,12.0,0.08077709611451943,0.6114519427402862
N663UA,5.0,13.0,0.05263157894736842,0.6447368421052632
N664AW,5.0,8.0,0.14945321992709598,0.7278250303766707
N664MS,8.0,13.0,0.19193689745836984,0.6345311130587205
N664NK,8.5,10.0,0.09641255605381166,0.647982062780269
N664UA,14.0,27.5,0.0967741935483871,0.532258064516129
N665AW,7.0,9.0,0.14580941446613088,0.7210103329506314
N665BC,15.0,18.0,0.2672811059907834,0.5511520737327189
N665DN,7.0,7.0,0.08300907911802853,0.7756160830090791
N665JB,18.0,17.5,0.2268041237113402,0.625
N665NK,9.5,11.5,0.1,0.6141304347826086
N665UA,13.5,23.5,0.125,0.575
N666UA,7.0,13.0,0.06060606060606061,0.7575757575757576
N667AW,6.0,9.0,0.14994487320837926,0.6835722160970231
N667DN,8.0,6.0,0.06621621621621622,0.8202702702702702
N667GB,7.0,13.0,0.19248466257668712,0.61579754601227
N667NK,9.0,12.0,0.08609271523178808,0.6181015452538632
N667UA,5.0,15.5,0.11290322580645161,0.5967741935483871
N66803,7.0,10.0,0.1492753623188406,0.6550724637681159
N66808,6.0,11.0,0.13253012048192772,0.6532797858099063
N66814,8.0,11.0,0.14899328859060404,0.625503355704698
N66825,7.0,10.0,0.14950634696755993,0.6558533145275035
N66828,4.0,9.0,0.12721893491124261,0.6730769230769231
N66831,6.0,8.0,0.1285310734463277,0.6949152542372882
N66837,6.0,12.0,0.16506189821182943,0.609353507565337
N66841,7.0,11.0,0.1733149931224209,0.6313617606602476
N66848,7.0,8.0,0.13412816691505217,0.7004470938897168
N66893,7.0,10.0,0.14446002805049088,0.6690042075736325
N66897,6.0,12.0,0.1355463347164592,0.6196403872752421
N668AW,7.0,9.0,0.13940092165898618,0.7327188940092166
N668CA,16.0,18.0,0.2483574244415243,0.5978975032851511
N668DN,6.0,6.0,0.0847457627118644,0.7835723598435462
N668HH,8.0,13.0,0.1945945945945946,0.6223938223938223
N668NK,8.0,10.0,0.091792656587473,0.652267818574514
N668UA,4.0,9.5,0.07142857142857142,0.7142857142857143
N669AW,7.0,10.0,0.15317286652078774,0.7035010940919038
N669CA,20.0,21.0,0.2573018080667594,0.5869262865090403
N669DN,8.0,7.0,0.08662420382165605,0.7859872611464969
N669MB,12.0,15.0,0.2247863247863248,0.5948717948717949
N669NK,7.0,11.0,0.0819304152637486,0.6374859708193041
N669UA,5.0,10.5,0.0,0.7352941176470589
N6700,7.0,8.0,0.06976744186046512,0.786593707250342
N6701,7.0,6.0,0.0875796178343949,0.8057324840764332
N6702,9.0,8.0,0.10990990990990991,0.745945945945946
N6703D,8.0,7.0,0.09597523219814241,0.7987616099071208
N6704Z,7.0,7.0,0.0955137481910275,0.7583212735166426
N67052,8.5,9.5,0.0945945945945946,0.7162162162162162
N67058,6.0,11.0,0.15730337078651685,0.6853932584269663
N6705Y,8.0,7.0,0.08860759493670886,0.7637130801687764
N6706Q,8.0,7.0,0.07790368271954674,0.7960339943342776
N6707A,7.0,7.0,0.11336032388663968,0.7732793522267206
N6708D,6.0,7.0,0.08602150537634409,0.7864823348694316
N6709,6.0,6.0,0.09066305818673884,0.7794316644113667
N670AE,7.5,13.0,0.20175438596491227,0.6149122807017544
N670DN,6.0,6.0,0.0751592356687898,0.8
N670NK,9.0,10.5,0.08731808731808732,0.6288981288981289
N670UA,5.5,6.5,0.0625,0.71875
N6710E,7.0,6.0,0.09523809523809523,0.7691197691197691
N6711M,6.0,6.0,0.07828655834564253,0.7917282127031019
N6712B,8.0,7.0,0.09874826147426982,0.7552155771905424
N67134,10.5,12.0,0.15258215962441316,0.6525821596244131
N6713Y,6.0,6.0,0.06259314456035768,0.7883755588673621
N6714Q,4.0,10.0,0.11246200607902736,0.723404255319149
N6715C,6.0,7.0,0.06442166910688141,0.8125915080527086
N6716C,7.0,6.0,0.08445040214477212,0.8029490616621984
N67171,7.0,7.0,0.06524822695035461,0.7829787234042553
N671AE,9.0,15.0,0.21416666666666667,0.6008333333333333
N671DN,8.0,7.0,0.08930987821380243,0.7875507442489851
N671NK,9.0,10.0,0.07760532150776053,0.647450110864745
N671UA,3.0,9.5,0.05714285714285714,0.7285714285714285
N672AE,13.0,17.0,0.258364312267658,0.5641263940520446
N672DL,8.0,8.0,0.10860366713681241,0.771509167842031
N672NK,10.0,11.0,0.08754208754208755,0.6206509539842873
N672UA,14.5,23.0,0.1346153846153846,0.6153846153846154
N673AE,7.0,13.0,0.18587047939444912,0.6307821698906644
N673AW,7.0,8.0,0.13410404624277455,0.730635838150289
N673DL,7.0,7.0,0.10075566750629723,0.7758186397984886
N673NK,10.0,14.0,0.09129967776584318,0.5746509129967776
N673UA,3.0,13.0,0.11538461538461539,0.6923076923076923
N674DL,8.0,8.0,0.09269662921348315,0.7752808988764045
N674NK,8.0,11.0,0.07683982683982683,0.6071428571428571
N674RJ,9.0,15.0,0.20256204963971178,0.5876701361088871
N674UA,8.0,10.0,0.04838709677419355,0.8387096774193549
N67501,3.0,9.0,0.11513157894736842,0.7006578947368421
N675AE,10.0,15.0,0.21393034825870647,0.5945273631840796
N675BR,11.0,12.0,0.21681864235055726,0.6494427558257345
N675DL,7.0,5.0,0.0945945945945946,0.7878378378378378
N675NK,10.0,13.0,0.08620689655172414,0.5980603448275862
N675UA,11.5,18.5,0.15625,0.625
N676AE,10.0,15.0,0.20386784850926673,0.6140209508460919
N676CA,15.0,16.0,0.19312796208530805,0.6113744075829384
N676DL,7.0,8.0,0.10228802153432032,0.7456258411843876
N676NK,9.0,12.0,0.09208972845336481,0.602125147579693
N676UA,23.5,20.5,0.09210526315789473,0.6710526315789473
N677AE,8.0,12.0,0.18535127055306427,0.648729446935725
N677NK,10.0,12.0,0.09294871794871795,0.6100427350427351
N677UA,6.0,7.5,0.025,0.675
N67812,6.0,11.0,0.14713541666666666,0.640625
N67815,9.0,13.0,0.17695473251028807,0.6268861454046639
N67827,8.0,10.0,0.16186556927297668,0.6680384087791496
N67845,5.0,10.0,0.12138728323699421,0.6589595375722543
N67846,7.0,11.0,0.17146776406035666,0.6255144032921811
N678AE,8.0,14.0,0.1988388969521045,0.6110304789550073
N678CA,13.0,14.0,0.2099767981438515,0.62877030162413
N678DL,6.0,6.0,0.08045977011494253,0.8135376756066411
N678NK,8.0,12.0,0.08305274971941638,0.6094276094276094
N679AE,8.5,14.0,0.1937799043062201,0.6116427432216905
N679AW,7.0,10.0,0.1445466491458607,0.7069645203679369
N679CA,10.0,11.0,0.18164251207729468,0.6908212560386473
N679DA,8.0,7.0,0.08695652173913043,0.7934782608695652
N679NK,9.0,12.0,0.062159214830970554,0.623773173391494
N679SA,11.5,17.0,0.22698072805139186,0.6038543897216274
N68061,10.0,8.5,0.10526315789473684,0.6578947368421053
N680AE,8.0,13.0,0.19765494137353434,0.609715242881072
N680AW,8.0,10.0,0.17530864197530865,0.6864197530864198
N680DA,5.0,6.0,0.07662337662337662,0.7935064935064935
N680NK,10.0,13.0,0.10022779043280182,0.60250569476082
N680PA,14.0,17.0,0.17562724014336917,0.6272401433691757
N681AE,9.0,13.0,0.19935948759007205,0.622097678142514
N681DA,7.0,8.0,0.09378806333739342,0.761266747868453
N681NK,9.0,13.0,0.0770042194092827,0.5991561181434599
N681PA,8.0,13.0,0.10789473684210527,0.6421052631578947
N682AE,11.0,14.0,0.21483375959079284,0.6061381074168798
N682DA,6.0,6.0,0.08791208791208792,0.804945054945055
N682NK,8.0,12.0,0.0946372239747634,0.6130389064143007
N682PA,10.0,15.0,0.13801452784503632,0.6343825665859564
N683AE,11.0,14.0,0.21710526315789475,0.6101973684210527
N683DA,7.0,7.0,0.09436133486766399,0.7802071346375143
N683NK,7.0,9.0,0.05966850828729282,0.6519337016574586
N68452,7.0,10.0,0.15172413793103448,0.6551724137931034
N68453,8.0,12.0,0.15091863517060367,0.6456692913385826
N684DA,7.0,8.0,0.11096605744125326,0.7454308093994778
N684JW,9.0,14.0,0.19116527037319117,0.6176694592536177
N684NK,9.0,14.0,0.09808342728297632,0.5614430665163472
N684RW,491.0,503.0,1.0,0.0
N684UA,24.0,32.0,0.5,0.25
N685AE,10.0,14.0,0.2077375946173255,0.6282590412111018
N685BR,8.0,11.0,0.17707150964812712,0.6765039727582293
N685DA,7.0,7.0,0.0856760374832664,0.7817938420348058
N685NK,8.0,11.0,0.09299655568312284,0.6257175660160735
N685UA,18.5,6.5,0.5,0.5
N686AE,11.0,15.0,0.20222634508348794,0.5964749536178108
N686BR,12.0,15.0,0.23636363636363636,0.6116883116883117
N686DA,7.0,7.0,0.07658959537572255,0.791907514450867
N686NK,8.0,11.0,0.08558030480656506,0.6248534583821805
N686PA,26.5,27.0,0.14516129032258066,0.7741935483870968
N686UA,12.0,36.0,0.5,0.0
N687DL,8.0,8.0,0.09571788413098237,0.7758186397984886
N687JS,7.0,12.0,0.19881305637982197,0.6271018793273986
N687NK,8.0,12.0,0.07445589919816724,0.6231386025200458
N687PA,22.0,24.0,0.17770034843205576,0.627177700348432
N68801,7.0,10.0,0.1240768094534712,0.6661742983751846
N68802,7.0,11.0,0.1420534458509142,0.6441631504922645
N68805,9.0,13.0,0.17083946980854198,0.6229749631811488
N68807,7.0,12.0,0.16547788873038516,0.6333808844507846
N68811,7.0,12.0,0.14507042253521127,0.647887323943662
N68817,8.0,13.0,0.1814516129032258,0.6008064516129032
N68821,6.0,11.0,0.1339155749636099,0.653566229985444
N68822,6.0,11.0,0.1467764060356653,0.6255144032921811
N68823,6.0,10.0,0.1393103448275862,0.670344827586207
