origin_airport_id,fl_month,dep_delay,arr_delay,carrier_delay,nas_delay,late_aircraft_delay,weather_delay,security_delay
10333,4,-6.0,-10.0,0.0,0.0,0.0,0.0,0.0
10333,5,-6.0,-10.0,0.0,0.0,0.0,0.0,0.0
10333,6,-6.0,-10.0,0.0,0.0,0.0,0.0,0.0
10333,7,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0
10333,8,-2.0,-3.5,0.0,0.0,0.0,0.0,0.0
10333,9,-4.0,-10.0,0.0,0.0,0.0,0.0,0.0
10333,10,-4.0,-12.0,0.0,0.0,0.0,0.0,0.0
10333,11,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0
10333,12,-3.0,-18.0,0.0,0.0,0.0,0.0,0.0
10361,1,-1.0,-8.0,0.0,0.0,0.0,0.0,0.0
10361,2,-0.5,-9.5,0.0,0.0,0.0,0.0,0.0
10361,3,-4.0,-13.0,0.0,0.0,0.0,0.0,0.0
10361,4,-5.0,-15.0,0.0,0.0,0.0,0.0,0.0
10361,5,-10.0,-20.0,0.0,0.0,0.0,0.0,0.0
10361,6,-9.0,-14.5,0.0,0.0,0.0,0.0,0.0
10361,7,-9.0,-15.0,0.0,0.0,0.0,0.0,0.0
10361,8,-9.0,-12.0,0.0,0.0,0.0,0.0,0.0
10361,9,-9.0,-14.0,0.0,0.0,0.0,0.0,0.0
10361,10,-9.0,-11.0,0.0,0.0,0.0,0.0,0.0
10361,11,-8.0,-20.0,0.0,0.0,0.0,0.0,0.0
10361,12,-4.0,-8.0,0.0,0.0,0.0,0.0,0.0
10372,1,-4.0,-5.0,0.0,0.0,0.0,0.0,0.0
10372,2,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
10372,3,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0
10372,4,-8.0,-13.0,0.0,0.0,0.0,0.0,0.0
10372,5,-9.0,-10.5,0.0,0.0,0.0,0.0,0.0
10372,6,-8.0,-7.0,0.0,0.0,0.0,0.0,0.0
10372,7,-8.0,-8.0,0.0,0.0,0.0,0.0,0.0
10372,8,-8.0,-7.0,0.0,0.0,0.0,0.0,0.0
10372,9,-8.0,-9.0,0.0,0.0,0.0,0.0,0.0
10372,10,-6.0,-8.0,0.0,0.0,0.0,0.0,0.0
10372,11,-8.0,-11.0,0.0,0.0,0.0,0.0,0.0
10372,12,-3.0,1.0,0.0,0.0,0.0,0.0,0.0
10397,1,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0
10397,2,-1.0,-7.0,0.0,0.0,0.0,0.0,0.0
10397,3,-1.0,-7.0,0.0,0.0,0.0,0.0,0.0
10397,4,-1.0,-7.0,0.0,0.0,0.0,0.0,0.0
10397,5,-1.0,-6.0,0.0,0.0,0.0,0.0,0.0
10397,6,0.0,-4.0,0.0,0.0,0.0,0.0,0.0
10397,7,-1.0,-7.0,0.0,0.0,0.0,0.0,0.0
10397,8,-1.0,-7.0,0.0,0.0,0.0,0.0,0.0
10397,9,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0
10397,10,-2.0,-5.0,0.0,0.0,0.0,0.0,0.0
10397,11,-1.0,-7.0,0.0,0.0,0.0,0.0,0.0
10397,12,-1.0,-7.0,0.0,0.0,0.0,0.0,0.0
10408,1,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0
10408,2,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0
10408,3,-5.0,-10.0,0.0,0.0,0.0,0.0,0.0
10408,4,-5.0,-9.0,0.0,0.0,0.0,0.0,0.0
10408,5,-6.0,-10.0,0.0,0.0,0.0,0.0,0.0
10408,6,-5.0,-7.0,0.0,0.0,0.0,0.0,0.0
10408,7,-4.0,-7.0,0.0,0.0,0.0,0.0,0.0
10408,8,-5.0,-7.0,0.0,0.0,0.0,0.0,0.0
10408,9,-5.0,-8.0,0.0,0.0,0.0,0.0,0.0
10408,10,-5.0,-9.0,0.0,0.0,0.0,0.0,0.0
10408,11,-5.0,-8.0,0.0,0.0,0.0,0.0,0.0
10408,12,-4.0,-9.0,0.0,0.0,0.0,0.0,0.0
10409,4,-10.0,-17.0,0.0,0.0,0.0,0.0,0.0
10409,5,-10.0,-13.0,0.0,0.0,0.0,0.0,0.0
10409,6,-9.0,-12.0,0.0,0.0,0.0,0.0,0.0
10409,7,-7.5,-2.5,0.0,0.0,0.0,0.0,0.0
10409,8,-10.0,-14.0,0.0,0.0,0.0,0.0,0.0
10409,9,-10.0,-9.5,0.0,0.0,0.0,0.0,0.0
10409,10,-8.0,-14.0,0.0,0.0,0.0,0.0,0.0
10409,11,-9.0,-13.0,0.0,0.0,0.0,0.0,0.0
10409,12,-8.0,-8.0,0.0,0.0,0.0,0.0,0.0
10423,1,-3.0,-7.0,0.0,0.0,0.0,0.0,0.0
10423,2,-2.0,-6.0,0.0,0.0,0.0,0.0,0.0
10423,3,-2.0,-6.0,0.0,0.0,0.0,0.0,0.0
10423,4,-2.0,-6.0,0.0,0.0,0.0,0.0,0.0
10423,5,-1.0,-4.0,0.0,0.0,0.0,0.0,0.0
10423,6,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0
10423,7,-1.0,-5.0,0.0,0.0,0.0,0.0,0.0
10423,8,-2.0,-6.0,0.0,0.0,0.0,0.0,0.0
10423,9,-3.0,-8.0,0.0,0.0,0.0,0.0,0.0
10423,10,-2.0,-6.0,0.0,0.0,0.0,0.0,0.0
10423,11,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0
10423,12,-2.0,-6.0,0.0,0.0,0.0,0.0,0.0
10431,1,-4.0,-5.0,0.0,0.0,0.0,0.0,0.0
10431,2,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0
10431,3,-5.0,-8.0,0.0,0.0,0.0,0.0,0.0
10431,4,-5.0,-8.0,0.0,0.0,0.0,0.0,0.0
10431,5,-5.0,-7.0,0.0,0.0,0.0,0.0,0.0
10431,6,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0
10431,7,-4.0,-7.0,0.0,0.0,0.0,0.0,0.0
10431,8,-4.0,-7.0,0.0,0.0,0.0,0.0,0.0
10431,9,-5.0,-10.0,0.0,0.0,0.0,0.0,0.0
10431,10,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0
10431,11,-5.0,-8.0,0.0,0.0,0.0,0.0,0.0
10431,12,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0
10434,1,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0
10434,2,-5.0,-6.0,0.0,0.0,0.0,0.0,0.0
10434,3,-6.0,-9.0,0.0,0.0,0.0,0.0,0.0
10434,4,-6.0,-9.0,0.0,0.0,0.0,0.0,0.0
10434,5,-5.0,-9.0,0.0,0.0,0.0,0.0,0.0
10434,6,-4.0,-9.0,0.0,0.0,0.0,0.0,0.0
10434,7,-5.0,-11.0,0.0,0.0,0.0,0.0,0.0
10434,8,-5.0,-10.0,0.0,0.0,0.0,0.0,0.0
10434,9,-5.0,-11.0,0.0,0.0,0.0,0.0,0.0
10434,10,-5.0,-10.0,0.0,0.0,0.0,0.0,0.0
10434,11,-5.0,-10.0,0.0,0.0,0.0,0.0,0.0
10434,12,-4.0,-9.0,0.0,0.0,0.0,0.0,0.0
10466,1,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0
10466,2,-1.0,-8.5,0.0,0.0,0.0,0.0,0.0
10466,3,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0
10466,4,0.0,-3.0,0.0,0.0,0.0,0.0,0.0
10466,5,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
10466,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10466,7,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0
10466,8,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
10466,9,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0
10466,10,-1.0,-5.5,0.0,0.0,0.0,0.0,0.0
10466,11,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
10466,12,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
10469,1,-5.0,-9.0,0.0,0.0,0.0,0.0,0.0
10469,2,-5.0,-9.0,0.0,0.0,0.0,0.0,0.0
10469,3,-7.0,-10.5,0.0,0.0,0.0,0.0,0.0
10469,4,-8.0,-10.0,0.0,0.0,0.0,0.0,0.0
10469,5,-6.0,-10.5,0.0,0.0,0.0,0.0,0.0
10469,6,-6.0,-9.0,0.0,0.0,0.0,0.0,0.0
10469,7,-6.0,-9.0,0.0,0.0,0.0,0.0,0.0
10469,8,-6.0,-8.0,0.0,0.0,0.0,0.0,0.0
10469,9,-6.0,-9.0,0.0,0.0,0.0,0.0,0.0
10469,10,-6.0,-11.0,0.0,0.0,0.0,0.0,0.0
10469,11,-5.0,-9.0,0.0,0.0,0.0,0.0,0.0
10469,12,-5.0,-13.0,0.0,0.0,0.0,0.0,0.0
10529,1,-3.0,-11.0,0.0,0.0,0.0,0.0,0.0
10529,2,-3.0,-8.0,0.0,0.0,0.0,0.0,0.0
10529,3,-3.0,-11.0,0.0,0.0,0.0,0.0,0.0
10529,4,-4.0,-8.0,0.0,0.0,0.0,0.0,0.0
10529,5,-3.0,-9.0,0.0,0.0,0.0,0.0,0.0
10529,6,-3.0,-8.0,0.0,0.0,0.0,0.0,0.0
10529,7,-2.0,-9.0,0.0,0.0,0.0,0.0,0.0
10529,8,-3.0,-8.0,0.0,0.0,0.0,0.0,0.0
10529,9,-5.0,-11.0,0.0,0.0,0.0,0.0,0.0
10529,10,-4.0,-9.0,0.0,0.0,0.0,0.0,0.0
10529,11,-3.0,-8.0,0.0,0.0,0.0,0.0,0.0
10529,12,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0
10551,1,-14.0,-11.0,0.0,0.0,0.0,0.0,0.0
10551,2,-7.0,-8.0,0.0,0.0,0.0,0.0,0.0
10551,3,-8.0,-7.0,0.0,0.0,0.0,0.0,0.0
10551,4,-10.0,-9.0,0.0,0.0,0.0,0.0,0.0
10551,5,-11.0,-9.0,0.0,0.0,0.0,0.0,0.0
10551,6,-9.0,-12.0,0.0,0.0,0.0,0.0,0.0
10551,7,-11.0,-11.5,0.0,0.0,0.0,0.0,0.0
10551,8,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0
10551,9,-7.0,-7.0,0.0,0.0,0.0,0.0,0.0
10551,10,-5.0,-2.0,0.0,0.0,0.0,0.0,0.0
10551,11,-5.0,-6.0,0.0,0.0,0.0,0.0,0.0
10551,12,-4.0,-2.0,0.0,0.0,0.0,0.0,0.0
10558,1,-8.5,-13.5,0.0,0.0,0.0,0.0,0.0
10558,2,-6.0,-4.0,0.0,0.0,0.0,0.0,0.0
10558,3,-8.0,-7.5,0.0,0.0,0.0,0.0,0.0
10558,4,-8.0,-13.0,0.0,0.0,0.0,0.0,0.0
10558,5,-8.5,-14.0,0.0,0.0,0.0,0.0,0.0
10558,6,-6.0,-8.0,0.0,0.0,0.0,0.0,0.0
10558,7,-8.0,-11.0,0.0,0.0,0.0,0.0,0.0
10558,8,-9.0,-13.0,0.0,0.0,0.0,0.0,0.0
10558,9,-9.0,-16.0,0.0,0.0,0.0,0.0,0.0
10558,10,-8.0,-10.0,0.0,0.0,0.0,0.0,0.0
10558,11,-8.0,-12.0,0.0,0.0,0.0,0.0,0.0
10558,12,-6.0,-9.0,0.0,0.0,0.0,0.0,0.0
10561,1,-6.0,-7.0,0.0,0.0,0.0,0.0,0.0
10561,2,-5.0,-7.0,0.0,0.0,0.0,0.0,0.0
10561,3,-7.0,-13.0,0.0,0.0,0.0,0.0,0.0
10561,4,-7.0,-13.0,0.0,0.0,0.0,0.0,0.0
10561,5,-7.0,-13.0,0.0,0.0,0.0,0.0,0.0
10561,6,-7.0,-12.0,0.0,0.0,0.0,0.0,0.0
10561,7,-7.0,-11.0,0.0,0.0,0.0,0.0,0.0
10561,8,-7.0,-11.0,0.0,0.0,0.0,0.0,0.0
10561,9,-6.0,-12.0,0.0,0.0,0.0,0.0,0.0
10561,10,-5.0,-13.0,0.0,0.0,0.0,0.0,0.0
10561,11,-6.0,-9.5,0.0,0.0,0.0,0.0,0.0
10561,12,-5.0,-10.0,0.0,0.0,0.0,0.0,0.0
10562,5,-3.5,5.0,0.0,0.0,0.0,0.0,0.0
10562,6,0.5,6.5,0.0,0.0,0.0,0.0,0.0
10562,7,-6.0,9.0,0.0,0.0,0.0,0.0,0.0
10562,8,-12.0,-8.0,0.0,0.0,0.0,0.0,0.0
10562,9,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
10562,10,-7.0,-8.0,0.0,0.0,0.0,0.0,0.0
10562,11,-9.5,-5.0,0.0,0.0,0.0,0.0,0.0
10562,12,-9.0,-11.0,0.0,0.0,0.0,0.0,0.0
10577,1,-4.0,-5.0,0.0,0.0,0.0,0.0,0.0
10577,2,-6.0,-7.0,0.0,0.0,0.0,0.0,0.0
10577,3,-6.0,-9.0,0.0,0.0,0.0,0.0,0.0
10577,4,-6.0,-11.0,0.0,0.0,0.0,0.0,0.0
10577,5,-5.0,-9.0,0.0,0.0,0.0,0.0,0.0
10577,6,-6.0,-9.0,0.0,0.0,0.0,0.0,0.0
10577,7,-6.0,-11.0,0.0,0.0,0.0,0.0,0.0
10577,8,-3.0,-6.0,0.0,0.0,0.0,0.0,0.0
10577,9,-5.0,-10.0,0.0,0.0,0.0,0.0,0.0
10577,10,-4.0,-12.0,0.0,0.0,0.0,0.0,0.0
10577,11,-4.0,-9.0,0.0,0.0,0.0,0.0,0.0
10577,12,-4.0,-13.0,0.0,0.0,0.0,0.0,0.0
10581,1,-5.0,-8.0,0.0,0.0,0.0,0.0,0.0
10581,2,-5.0,-8.0,0.0,0.0,0.0,0.0,0.0
10581,3,-6.0,-10.0,0.0,0.0,0.0,0.0,0.0
10581,4,-6.0,-8.0,0.0,0.0,0.0,0.0,0.0
10581,5,-6.0,-12.0,0.0,0.0,0.0,0.0,0.0
10581,6,-5.0,-9.0,0.0,0.0,0.0,0.0,0.0
10581,7,-4.0,-9.0,0.0,0.0,0.0,0.0,0.0
10581,8,-3.0,-6.0,0.0,0.0,0.0,0.0,0.0
10581,9,-6.0,-10.5,0.0,0.0,0.0,0.0,0.0
10581,10,-5.0,-6.5,0.0,0.0,0.0,0.0,0.0
10581,11,-6.0,-10.0,0.0,0.0,0.0,0.0,0.0
10581,12,-5.0,-9.0,0.0,0.0,0.0,0.0,0.0
10590,1,-7.0,4.0,0.0,0.0,0.0,0.0,0.0
10590,2,-2.0,14.0,0.0,0.0,0.0,0.0,0.0
10599,1,-4.0,-7.0,0.0,0.0,0.0,0.0,0.0
10599,2,-3.0,-5.0,0.0,0.0,0.0,0.0,0.0
10599,3,-3.0,-6.0,0.0,0.0,0.0,0.0,0.0
10599,4,-3.0,-7.0,0.0,0.0,0.0,0.0,0.0
10599,5,-2.0,-6.0,0.0,0.0,0.0,0.0,0.0
10599,6,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0
10599,7,-2.0,-6.0,0.0,0.0,0.0,0.0,0.0
10599,8,-3.0,-7.0,0.0,0.0,0.0,0.0,0.0
10599,9,-4.0,-7.0,0.0,0.0,0.0,0.0,0.0
10599,10,-3.0,-6.0,0.0,0.0,0.0,0.0,0.0
10599,11,-3.0,-6.0,0.0,0.0,0.0,0.0,0.0
10599,12,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0
10620,1,-6.0,-15.0,0.0,0.0,0.0,0.0,0.0
10620,2,-4.0,-5.0,0.0,0.0,0.0,0.0,0.0
10620,3,-5.0,-10.0,0.0,0.0,0.0,0.0,0.0
10620,4,-6.0,-10.0,0.0,0.0,0.0,0.0,0.0
10620,5,-5.0,-10.0,0.0,0.0,0.0,0.0,0.0
10620,6,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0
10620,7,-4.0,-7.0,0.0,0.0,0.0,0.0,0.0
10620,8,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0
10620,9,-5.0,-10.0,0.0,0.0,0.0,0.0,0.0
10620,10,-5.0,-8.0,0.0,0.0,0.0,0.0,0.0
10620,11,-4.0,-10.0,0.0,0.0,0.0,0.0,0.0
10620,12,-4.0,-11.0,0.0,0.0,0.0,0.0,0.0
10627,1,-5.0,-9.0,0.0,0.0,0.0,0.0,0.0
10627,2,-4.0,-3.0,0.0,0.0,0.0,0.0,0.0
10627,3,-6.0,-9.0,0.0,0.0,0.0,0.0,0.0
10627,4,-7.0,-14.0,0.0,0.0,0.0,0.0,0.0
10627,5,-6.0,-10.0,0.0,0.0,0.0,0.0,0.0
10627,6,-5.0,-7.0,0.0,0.0,0.0,0.0,0.0
10627,7,-5.0,-7.0,0.0,0.0,0.0,0.0,0.0
10627,8,-5.5,-9.0,0.0,0.0,0.0,0.0,0.0
10627,9,-6.0,-10.0,0.0,0.0,0.0,0.0,0.0
10627,10,-5.0,-9.0,0.0,0.0,0.0,0.0,0.0
10627,11,-5.0,-11.0,0.0,0.0,0.0,0.0,0.0
10627,12,-4.0,-9.0,0.0,0.0,0.0,0.0,0.0
10631,1,-5.0,-6.0,0.0,0.0,0.0,0.0,0.0
10631,2,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0
10631,3,-7.0,-12.0,0.0,0.0,0.0,0.0,0.0
10631,4,-6.0,-12.0,0.0,0.0,0.0,0.0,0.0
10631,5,-8.0,-12.0,0.0,0.0,0.0,0.0,0.0
10631,6,-8.0,-13.0,0.0,0.0,0.0,0.0,0.0
10631,7,-5.0,-9.5,0.0,0.0,0.0,0.0,0.0
10631,8,-7.0,-13.0,0.0,0.0,0.0,0.0,0.0
10631,9,-4.0,-12.5,0.0,0.0,0.0,0.0,0.0
10631,10,-5.5,-13.0,0.0,0.0,0.0,0.0,0.0
10631,11,-5.0,-15.0,0.0,0.0,0.0,0.0,0.0
10631,12,-5.0,-17.0,0.0,0.0,0.0,0.0,0.0
10643,4,-6.5,-7.0,0.0,0.0,0.0,0.0,0.0
10643,5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
10643,6,2.0,4.0,0.0,0.0,0.0,0.0,0.0
10643,7,-4.0,-1.5,0.0,0.0,0.0,0.0,0.0
10643,8,-4.5,-3.5,0.0,0.0,0.0,0.0,0.0
10643,9,-8.0,-9.0,0.0,0.0,0.0,0.0,0.0
10643,10,-7.0,-14.0,0.0,0.0,0.0,0.0,0.0
10643,11,-5.0,-2.0,0.0,0.0,0.0,0.0,0.0
10666,1,-5.0,-6.0,0.0,0.0,0.0,0.0,0.0
10666,2,-3.0,-5.0,0.0,0.0,0.0,0.0,0.0
10666,3,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0
10666,4,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0
10666,5,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0
10666,6,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0
10666,7,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0
10666,8,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0
10666,9,-5.0,-6.0,0.0,0.0,0.0,0.0,0.0
10666,10,-4.0,-7.0,0.0,0.0,0.0,0.0,0.0
10666,11,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0
10666,12,-3.0,-5.0,0.0,0.0,0.0,0.0,0.0
10676,1,0.0,-4.5,0.0,0.0,0.0,0.0,0.0
10676,2,-1.0,-4.0,0.0,0.0,0.0,0.0,0.0
10676,3,-3.0,-7.0,0.0,0.0,0.0,0.0,0.0
10676,4,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
10676,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10676,6,7.0,8.0,0.0,0.0,0.0,0.0,0.0
10676,7,2.0,5.0,0.0,0.0,0.0,0.0,0.0
10676,8,0.0,3.0,0.0,0.0,0.0,0.0,0.0
10676,9,-1.5,-8.0,0.0,0.0,0.0,0.0,0.0
10676,10,-1.0,-6.0,0.0,0.0,0.0,0.0,0.0
10676,11,-1.0,-5.0,0.0,0.0,0.0,0.0,0.0
10676,12,0.0,-3.5,0.0,0.0,0.0,0.0,0.0
10685,1,-5.0,-6.0,0.0,0.0,0.0,0.0,0.0
10685,2,-4.0,-5.0,0.0,0.0,0.0,0.0,0.0
10685,3,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0
10685,4,-7.0,-12.0,0.0,0.0,0.0,0.0,0.0
10685,5,-6.0,-11.0,0.0,0.0,0.0,0.0,0.0
10685,6,-5.0,-7.0,0.0,0.0,0.0,0.0,0.0
10685,7,-6.0,-9.0,0.0,0.0,0.0,0.0,0.0
10685,8,-6.0,-11.0,0.0,0.0,0.0,0.0,0.0
10685,9,-7.0,-12.0,0.0,0.0,0.0,0.0,0.0
10685,10,-6.0,-9.0,0.0,0.0,0.0,0.0,0.0
10685,11,-5.0,-8.0,0.0,0.0,0.0,0.0,0.0
10685,12,-4.0,-7.0,0.0,0.0,0.0,0.0,0.0
10693,1,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0
10693,2,-1.0,-5.0,0.0,0.0,0.0,0.0,0.0
10693,3,-1.0,-5.0,0.0,0.0,0.0,0.0,0.0
10693,4,-1.0,-6.0,0.0,0.0,0.0,0.0,0.0
10693,5,-1.0,-5.0,0.0,0.0,0.0,0.0,0.0
10693,6,0.0,-3.0,0.0,0.0,0.0,0.0,0.0
10693,7,-1.0,-5.0,0.0,0.0,0.0,0.0,0.0
10693,8,-1.0,-6.0,0.0,0.0,0.0,0.0,0.0
10693,9,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0
10693,10,-2.0,-6.0,0.0,0.0,0.0,0.0,0.0
10693,11,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0
10693,12,-1.0,-6.0,0.0,0.0,0.0,0.0,0.0
10713,1,-4.0,-10.0,0.0,0.0,0.0,0.0,0.0
10713,2,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0
10713,3,-4.0,-8.0,0.0,0.0,0.0,0.0,0.0
10713,4,-5.0,-8.0,0.0,0.0,0.0,0.0,0.0
10713,5,-4.0,-7.0,0.0,0.0,0.0,0.0,0.0
10713,6,-3.0,-4.0,0.0,0.0,0.0,0.0,0.0
10713,7,-4.0,-5.0,0.0,0.0,0.0,0.0,0.0
10713,8,-4.0,-5.0,0.0,0.0,0.0,0.0,0.0
10713,9,-4.0,-7.0,0.0,0.0,0.0,0.0,0.0
10713,10,-4.0,-7.0,0.0,0.0,0.0,0.0,0.0
10713,11,-4.0,-7.0,0.0,0.0,0.0,0.0,0.0
10713,12,-3.0,-7.0,0.0,0.0,0.0,0.0,0.0
10721,1,-2.0,-9.0,0.0,0.0,0.0,0.0,0.0
10721,2,-3.0,-5.0,0.0,0.0,0.0,0.0,0.0
10721,3,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0
10721,4,-2.0,-5.0,0.0,0.0,0.0,0.0,0.0
10721,5,-2.0,-6.0,0.0,0.0,0.0,0.0,0.0
10721,6,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0
10721,7,-2.0,-9.0,0.0,0.0,0.0,0.0,0.0
10721,8,-1.0,-5.0,0.0,0.0,0.0,0.0,0.0
10721,9,-4.0,-10.0,0.0,0.0,0.0,0.0,0.0
10721,10,-3.0,-5.0,0.0,0.0,0.0,0.0,0.0
10721,11,-3.0,-6.0,0.0,0.0,0.0,0.0,0.0
10721,12,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0
10728,1,-5.0,-7.0,0.0,0.0,0.0,0.0,0.0
10728,2,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0
10728,3,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0
10728,4,-5.0,-9.0,0.0,0.0,0.0,0.0,0.0
10728,5,-5.0,-6.0,0.0,0.0,0.0,0.0,0.0
10728,6,-4.0,-7.0,0.0,0.0,0.0,0.0,0.0
10728,7,-6.0,-11.0,0.0,0.0,0.0,0.0,0.0
10728,8,-5.0,-8.0,0.0,0.0,0.0,0.0,0.0
10728,9,-6.0,-7.0,0.0,0.0,0.0,0.0,0.0
10728,10,-7.0,-11.0,0.0,0.0,0.0,0.0,0.0
10728,11,-7.0,-12.0,0.0,0.0,0.0,0.0,0.0
10728,12,-6.0,-9.0,0.0,0.0,0.0,0.0,0.0
10731,1,-5.0,-13.0,0.0,0.0,0.0,0.0,0.0
10731,2,-5.0,-14.0,0.0,0.0,0.0,0.0,0.0
10731,3,-5.0,-8.0,0.0,0.0,0.0,0.0,0.0
10731,4,-4.0,-8.5,0.0,0.0,0.0,0.0,0.0
10731,5,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0
10731,6,-4.0,-4.5,0.0,0.0,0.0,0.0,0.0
10731,7,-3.0,-10.0,0.0,0.0,0.0,0.0,0.0
10731,8,-4.0,-11.0,0.0,0.0,0.0,0.0,0.0
10731,9,-4.0,-13.0,0.0,0.0,0.0,0.0,0.0
10731,10,-3.0,-8.0,0.0,0.0,0.0,0.0,0.0
10731,11,-2.0,-13.0,0.0,0.0,0.0,0.0,0.0
10731,12,-3.0,-15.5,0.0,0.0,0.0,0.0,0.0
10732,1,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
10732,2,-3.0,-10.0,0.0,0.0,0.0,0.0,0.0
10732,3,-1.0,-4.0,0.0,0.0,0.0,0.0,0.0
10732,4,-3.0,-9.0,0.0,0.0,0.0,0.0,0.0
10732,5,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0
10732,6,0.0,-7.0,0.0,0.0,0.0,0.0,0.0
10732,7,1.0,-5.0,0.0,0.0,0.0,0.0,0.0
10732,8,2.0,-5.0,0.0,0.0,0.0,0.0,0.0
10732,9,-7.0,-15.0,0.0,0.0,0.0,0.0,0.0
10732,10,-6.0,-12.0,0.0,0.0,0.0,0.0,0.0
10732,11,-3.0,-5.0,0.0,0.0,0.0,0.0,0.0
10732,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10739,1,-4.0,-2.0,0.0,0.0,0.0,0.0,0.0
10739,2,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0
10739,3,-5.0,-13.0,0.0,0.0,0.0,0.0,0.0
10739,4,-5.0,-14.0,0.0,0.0,0.0,0.0,0.0
10739,5,-6.0,-19.5,0.0,0.0,0.0,0.0,0.0
10739,6,-5.0,-18.0,0.0,0.0,0.0,0.0,0.0
10739,7,-3.0,-8.0,0.0,0.0,0.0,0.0,0.0
10739,8,-4.0,-14.0,0.0,0.0,0.0,0.0,0.0
10739,9,-3.0,-13.0,0.0,0.0,0.0,0.0,0.0
10739,10,-4.0,-15.0,0.0,0.0,0.0,0.0,0.0
10739,11,-3.0,-13.5,0.0,0.0,0.0,0.0,0.0
10739,12,-2.0,-18.0,0.0,0.0,0.0,0.0,0.0
10747,1,-7.0,-8.0,0.0,0.0,0.0,0.0,0.0
10747,2,-6.0,-7.0,0.0,0.0,0.0,0.0,0.0
10747,3,-8.0,-9.0,0.0,0.0,0.0,0.0,0.0
10747,4,-6.0,-8.0,0.0,0.0,0.0,0.0,0.0
10747,5,-7.0,-10.0,0.0,0.0,0.0,0.0,0.0
10747,6,-6.0,-10.0,0.0,0.0,0.0,0.0,0.0
10747,7,-7.0,-10.0,0.0,0.0,0.0,0.0,0.0
10747,8,-8.0,-11.0,0.0,0.0,0.0,0.0,0.0
10747,9,-9.0,-9.0,0.0,0.0,0.0,0.0,0.0
10747,10,-8.0,-11.5,0.0,0.0,0.0,0.0,0.0
10747,11,-8.0,-11.0,0.0,0.0,0.0,0.0,0.0
10747,12,-7.0,-10.0,0.0,0.0,0.0,0.0,0.0
10754,1,-12.0,-15.0,0.0,0.0,0.0,0.0,0.0
10754,2,-12.0,-11.0,0.0,0.0,0.0,0.0,0.0
10754,3,-10.0,-8.0,0.0,0.0,0.0,0.0,0.0
