hour,taxi_time,average traffic
0,14.954545454545453,0.037993920972644375
1,23.5,0.019756838905775075
2,15.5,0.004559270516717325
5,26.428571428571427,0.057750759878419454
6,26.083456062837506,0.18541033434650456
7,25.686674436674437,0.24924012158054712
8,27.79621848739496,0.2887537993920973
9,25.68707080274686,0.2826747720364742
10,27.29581127519272,0.3237082066869301
11,23.447381851587224,0.30395136778115506
12,24.130329457364343,0.28115501519756836
13,23.94516129032258,0.27811550151975684
14,23.491414835164836,0.2948328267477204
15,22.892455858747994,0.24468085106382978
16,23.8250276854928,0.2629179331306991
17,25.135703918722786,0.29027355623100304
18,28.065533980582526,0.303951367781155
19,25.438464837049743,0.2993920972644377
20,24.92784653465346,0.2826747720364742
21,26.479685452162517,0.24164133738601823
22,25.471343873517785,0.17477203647416412
23,25.619354838709675,0.1094224924012158
24,17.666666666666668,0.02127659574468085
