hour,taxi_time,average traffic
0,24.07017543859649,0.03353658536585366
1,19.466666666666665,0.012195121951219513
5,21.305039787798407,0.06859756097560976
6,23.694666666666667,0.22865853658536586
7,26.951339072214253,0.2942073170731707
8,27.35695652173913,0.2576219512195122
9,28.35871794871795,0.27439024390243905
10,26.381975867269986,0.3201219512195122
11,25.264367816091955,0.26676829268292684
12,24.142048670062255,0.32164634146341464
13,23.229722064662507,0.26676829268292684
14,22.62749140893471,0.29115853658536583
15,25.724060940372997,0.26981707317073167
16,24.553969160479724,0.29115853658536583
17,24.28,0.2850609756097561
18,25.944444444444443,0.2972560975609756
19,27.790157211209845,0.2972560975609756
20,25.774305555555557,0.26371951219512196
21,29.12689197594858,0.2210365853658537
22,25.65714285714286,0.16463414634146342
23,20.829787234042552,0.09298780487804878
24,22.666666666666668,0.021341463414634144
