hour,taxi_time,average traffic
0,19.884615384615387,0.04231974921630094
5,22.760416666666668,0.06583072100313479
6,24.779661016949152,0.2225705329153605
7,28.871639784946236,0.22570532915360503
8,27.157431192660553,0.2946708463949843
9,28.192057915468965,0.30877742946708464
10,28.706681205392545,0.3181818181818182
11,23.116601941747575,0.3213166144200627
12,22.832975341524186,0.34169278996865204
13,22.73771697558105,0.2695924764890282
14,26.037256302949885,0.3150470219435737
15,23.241666666666667,0.24137931034482757
16,24.397849462365592,0.2962382445141066
17,24.600490196078432,0.31818181818181823
18,25.857951101232572,0.3150470219435737
19,22.722049689440993,0.25391849529780564
20,25.705119214586254,0.2931034482758621
21,25.88598901098901,0.2398119122257053
22,23.8,0.1567398119122257
23,20.662429378531073,0.11128526645768025
24,19.2,0.02821316614420063
