hour,taxi_time,average traffic
0,21.227274646481703,3.289041095890411
1,20.584082189664496,1.058904109589041
2,16.36931818181818,0.24794520547945206
3,16.03333333333333,0.08493150684931507
4,20.091751621872106,0.26575342465753427
5,22.37107327559893,5.538356164383562
6,24.960559182095764,18.77123287671233
7,25.599731333277703,21.386301369863013
8,27.613607555486915,25.512328767123286
9,27.2458077527766,24.324657534246576
10,25.839513481208016,28.0
11,24.739225996251754,25.75890410958904
12,24.33612063243111,27.530136986301372
13,23.896966065359884,23.934246575342463
14,24.392020028836747,27.34794520547945
15,25.09699757881895,25.01095890410959
16,24.572719887582036,26.8
17,25.603216220651234,26.524657534246572
18,26.44773621365674,26.95342465753425
19,25.965049130592504,23.947945205479453
20,26.243001163144417,24.230136986301368
21,25.52390754959435,19.463013698630135
22,23.61795396647129,17.076712328767123
23,23.06161418748787,10.694520547945206
24,23.858839793836573,2.617808219178082
