hour,taxi_time,average traffic
0,17.41111111111111,0.03605015673981191
1,20.0,0.012539184952978056
5,23.06015037593985,0.07210031347962383
6,23.766969147005444,0.19592476489028215
7,25.720565749235476,0.2507836990595611
8,27.715993046501524,0.3103448275862069
9,26.85908256880734,0.28996865203761757
10,25.30286561264822,0.28683385579937304
11,24.765156714710592,0.30094043887147337
12,25.10238095238095,0.2931034482758621
13,22.537070524412297,0.2664576802507837
14,23.776243836844465,0.34012539184952983
15,27.57320099255583,0.2915360501567398
16,26.79286146400484,0.2946708463949843
17,24.750192554557124,0.2852664576802508
18,26.604170804369414,0.31974921630094044
19,27.202862926547134,0.26802507836990597
20,25.60924273621597,0.2993730407523511
21,24.62998986828774,0.23824451410658307
22,25.646341463414636,0.1896551724137931
23,20.924242424242422,0.12225705329153605
24,25.8,0.021943573667711595
