hour,taxi_time,average traffic
0,21.887501074283094,3.1931506849315068
1,20.546066863323503,1.041095890410959
2,17.686221590909092,0.2520547945205479
3,19.38888888888889,0.09041095890410958
4,21.842490842490843,0.2452054794520548
5,22.59200556492432,5.310958904109588
6,24.642950790785097,19.023287671232875
7,25.803663448041995,21.267123287671232
8,27.484624224917486,25.05068493150685
9,27.00155412905282,24.475342465753425
10,25.999860311236933,28.349315068493148
11,24.6840986731955,25.564383561643837
12,24.248754636539665,27.52054794520548
13,24.050775569643925,24.183561643835617
14,24.73956742303975,27.14246575342466
15,25.18030837299109,24.678082191780824
16,24.557995197958633,26.943835616438356
17,25.657719115615606,26.615068493150687
18,26.354320685575257,27.087671232876712
19,25.84271710698615,24.030136986301372
20,26.289530133120614,24.171232876712327
21,25.420125617396277,19.643835616438356
22,23.444480807442357,17.08219178082192
23,23.157404116160023,10.776712328767124
24,23.936449632267298,2.6315068493150684
