dest,fl_month,arr_delay,carrier_delay,nas_delay,late_aircraft_delay,weather_delay,security_delay,cancelled
ABR,12,34.252631578947366,17.042105263157893,2.9157894736842107,9.31578947368421,16.694736842105264,0.0,0.0
ABY,1,1.5,2.227272727272727,0.7424242424242424,3.242424242424242,1.946969696969697,0.0,0.0
ABY,2,9.085470085470085,3.034188034188034,0.8205128205128205,7.7094017094017095,2.264957264957265,0.0,0.0
ABY,3,1.8214285714285714,3.557142857142857,1.1142857142857143,0.7071428571428572,1.6642857142857144,0.0,0.0
ABY,4,0.12878787878787878,2.9318181818181817,0.5151515151515151,2.2803030303030303,0.06060606060606061,0.0,0.0
ABY,5,4.214814814814815,7.814814814814815,0.9185185185185185,2.6148148148148147,0.007407407407407408,0.0,0.0
ABY,6,8.828125,5.3046875,2.3828125,5.6484375,1.2890625,0.0,0.0
ABY,7,13.524193548387096,10.040322580645162,0.9919354838709677,4.129032258064516,4.57258064516129,0.0,0.0
ABY,8,16.88888888888889,1.9401709401709402,1.0854700854700854,3.5384615384615383,14.52991452991453,0.0,0.0
ABY,9,2.9461538461538463,2.3,0.43846153846153846,6.523076923076923,0.5153846153846153,0.0,0.0
ABY,10,32.65413533834587,2.5037593984962405,12.278195488721805,3.8646616541353382,17.69924812030075,0.10526315789473684,0.0
ABY,11,2.975806451612903,1.9112903225806452,1.032258064516129,2.274193548387097,3.088709677419355,0.0,0.0
ABY,12,9.976377952755906,6.889763779527559,0.3858267716535433,3.5984251968503935,5.574803149606299,0.0,0.0
ACK,5,-1.3636363636363635,7.651515151515151,0.8181818181818182,1.106060606060606,0.6666666666666666,0.0,0.0
ACK,6,12.143730886850152,7.385321100917431,1.782874617737003,9.048929663608563,2.706422018348624,0.0,0.0
ACK,7,15.25173611111111,4.899305555555555,3.1510416666666665,11.041666666666666,6.173611111111111,0.0,0.0
ACK,8,9.420621931260229,6.451718494271685,1.900163666121113,9.427168576104746,1.6252045826513912,0.0,0.0
ACK,9,4.3125,8.570833333333333,1.2541666666666667,7.729166666666667,1.5041666666666667,0.0,0.0
ACK,10,-6.862745098039215,3.607843137254902,0.0,4.137254901960785,0.0,0.0,0.0
ACT,1,-0.011299435028248588,2.463276836158192,0.615819209039548,2.440677966101695,0.07344632768361582,0.0,0.0
ACT,2,2.7125,1.5,1.68125,3.075,1.25,0.0,0.0
ACT,3,1.4728260869565217,2.5652173913043477,0.657608695652174,1.516304347826087,1.358695652173913,0.0,0.0
ACT,4,5.757847533632287,2.798206278026906,2.403587443946188,3.318385650224215,1.1973094170403586,0.0,0.0
ACT,5,6.703056768558952,2.5851528384279474,1.51528384279476,5.868995633187773,0.537117903930131,0.0,0.0
ACT,6,4.331858407079646,2.982300884955752,1.4955752212389382,2.9601769911504423,0.1902654867256637,0.0,0.0
ACT,7,13.151898734177216,5.206751054852321,1.5696202531645569,7.135021097046414,1.1139240506329113,0.0,0.0
ACT,8,0.42338709677419356,1.7258064516129032,0.8306451612903226,1.8346774193548387,0.3870967741935484,0.0,0.0
ACT,9,-3.0,0.5164319248826291,0.7089201877934272,1.892018779342723,0.20657276995305165,0.0,0.0
ACT,10,4.041284403669724,1.610091743119266,1.4311926605504588,2.8440366972477062,3.2889908256880735,0.0,0.0
ACT,11,0.23706896551724138,0.7543103448275862,0.7198275862068966,4.142241379310345,0.9741379310344828,0.0,0.0
ACT,12,4.173913043478261,5.294685990338165,0.6714975845410628,3.816425120772947,0.24154589371980675,0.0,0.0
ACV,1,19.732919254658384,14.813664596273291,1.7515527950310559,11.639751552795031,0.2546583850931677,0.0,0.0
ACV,2,12.258503401360544,10.482993197278912,1.5374149659863945,7.2312925170068025,1.0952380952380953,0.0,0.0
ACV,3,17.196202531645568,15.525316455696203,1.2025316455696202,9.848101265822784,0.12658227848101267,0.0,0.0
ACV,4,-4.490196078431373,1.1241830065359477,1.7450980392156863,3.8758169934640523,0.0,0.0,0.0
ACV,5,4.341463414634147,8.0,0.6951219512195121,6.237804878048781,0.0,0.0,0.0
ACV,6,14.26431718061674,12.48898678414097,1.7885462555066078,8.176211453744493,0.06607929515418502,0.0,0.0
ACV,7,8.0875,1.925,2.154166666666667,10.375,2.595833333333333,0.0,0.0
ACV,8,8.621428571428572,6.489285714285714,1.9071428571428573,6.535714285714286,1.3178571428571428,0.0,0.0
ACV,9,11.04186046511628,4.5488372093023255,0.7953488372093023,10.916279069767441,2.772093023255814,0.0,0.0
ACV,10,14.826086956521738,5.1936758893280635,0.924901185770751,5.683794466403162,12.142292490118576,0.0,0.0
ACV,11,15.07563025210084,12.701680672268907,1.226890756302521,6.07563025210084,5.012605042016807,0.0,0.0
ACV,12,10.168498168498168,6.124542124542124,1.3406593406593406,9.575091575091575,2.0146520146520146,0.0,0.0
ACY,1,1.1589403973509933,1.869757174392936,5.143487858719647,2.8543046357615895,0.11479028697571744,0.08609271523178808,0.0
ACY,2,3.9453681710213777,2.7315914489311166,4.961995249406176,2.7315914489311166,0.8194774346793349,0.030878859857482184,0.0
ACY,3,-0.23819742489270387,1.2789699570815452,2.3969957081545066,3.1137339055793993,0.37339055793991416,0.0,0.0
ACY,4,7.062068965517241,1.7333333333333334,10.804597701149426,1.9609195402298851,0.0,0.0,0.0
ACY,5,10.645408163265307,3.372448979591837,6.033163265306122,7.872448979591836,0.8877551020408163,0.0,0.0
ACY,6,17.47956403269755,2.220708446866485,10.93732970027248,9.021798365122615,1.3678474114441417,0.0,0.0
ACY,7,21.0,3.901098901098901,11.046703296703297,9.714285714285714,2.5467032967032965,0.0,0.0
ACY,8,17.980978260869566,2.739130434782609,11.269021739130435,9.320652173913043,1.4592391304347827,0.16576086956521738,0.0
ACY,9,0.19533527696793002,3.1807580174927113,3.4052478134110786,1.8571428571428572,0.11370262390670553,0.02040816326530612,0.0
ACY,10,-2.784090909090909,2.4630681818181817,2.7869318181818183,1.5823863636363635,0.036931818181818184,0.0,0.0
ACY,11,3.028169014084507,2.1103286384976525,4.117370892018779,4.063380281690141,0.0,0.08685446009389672,0.0
ACY,12,0.07205240174672489,0.7838427947598253,2.334061135371179,3.7401746724890828,0.27074235807860264,0.10043668122270742,0.0
ADK,1,-23.9,3.6,0.0,0.0,0.0,0.0,0.0
ADK,2,3.5,10.625,1.75,0.0,0.0,0.0,0.0
ADK,3,-4.545454545454546,1.9090909090909092,4.090909090909091,0.0,5.090909090909091,0.0,0.0
ADK,4,-18.642857142857142,5.642857142857143,0.0,0.0,0.0,0.0,0.0
ADK,5,-20.3125,0.0,0.0,0.0,0.0,0.0,0.0
ADK,6,-19.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0
ADK,7,-12.923076923076923,0.0,0.0,0.0,0.0,0.0,0.0
ADK,8,16.58823529411765,14.294117647058824,4.0588235294117645,3.2941176470588234,0.0,0.0,0.0
ADK,9,-7.142857142857143,0.0,3.5714285714285716,0.0,0.0,0.0,0.0
ADK,10,4.0,3.6,0.0,7.3,0.0,0.0,0.0
ADK,11,-16.9,0.0,0.0,0.0,0.0,0.0,0.0
ADK,12,10.846153846153847,0.15384615384615385,1.3076923076923077,14.153846153846153,0.0,0.0,0.0
ADQ,1,1.2125,4.9375,0.475,1.8375,2.2625,0.0,0.0
ADQ,2,-3.4342105263157894,2.1578947368421053,1.9342105263157894,0.881578947368421,0.0,0.0,0.0
ADQ,3,-4.895348837209302,0.6162790697674418,0.8488372093023255,0.3488372093023256,1.255813953488372,0.0,0.0
ADQ,4,-3.1645569620253164,2.3797468354430378,0.8227848101265823,1.3417721518987342,0.12658227848101267,0.0,0.0
ADQ,5,-0.17582417582417584,1.3736263736263736,0.945054945054945,0.6923076923076923,0.7032967032967034,0.0,0.0
ADQ,6,0.20224719101123595,1.303370786516854,0.8539325842696629,1.449438202247191,0.797752808988764,0.0,0.0
ADQ,7,1.186046511627907,4.174418604651163,0.38372093023255816,0.7558139534883721,0.8488372093023255,0.0,0.0
ADQ,8,-1.2470588235294118,1.9176470588235295,0.49411764705882355,0.7764705882352941,0.36470588235294116,0.0,0.0
ADQ,9,-4.411764705882353,0.23529411764705882,0.2235294117647059,0.6470588235294118,0.0,0.0,0.0
ADQ,10,1.525,1.2375,1.3125,2.4125,0.7625,0.0,0.0
ADQ,11,3.189189189189189,0.5945945945945946,1.7432432432432432,1.8108108108108107,2.2837837837837838,0.0,0.0
ADQ,12,5.641791044776119,2.4328358208955225,1.0597014925373134,1.4477611940298507,6.298507462686567,0.0,0.0
AEX,1,1.66751269035533,5.055837563451776,1.0228426395939085,2.7411167512690353,0.233502538071066,0.0,0.0
AEX,2,4.284552845528455,4.46070460704607,2.2439024390243905,3.78319783197832,0.8482384823848238,0.0,0.0
AEX,3,4.385321100917431,3.610091743119266,1.4977064220183487,3.479357798165138,1.9931192660550459,0.0,0.0
AEX,4,1.2273781902552203,3.5638051044083525,1.802784222737819,1.7587006960556844,0.4965197215777262,0.0,0.0
AEX,5,2.420935412026726,2.2962138084632517,2.3474387527839644,3.374164810690423,0.9443207126948775,0.0,0.0
AEX,6,13.03640776699029,4.936893203883495,2.820388349514563,8.067961165048544,2.6116504854368934,0.0,0.0
AEX,7,8.819548872180452,4.421052631578948,2.3208020050125313,4.568922305764411,3.030075187969925,0.0,0.0
AEX,8,4.677272727272728,3.9681818181818183,1.2636363636363637,5.638636363636364,0.42954545454545456,0.0,0.0
AEX,9,1.04739336492891,3.1066350710900474,1.3696682464454977,1.5023696682464456,0.9739336492890995,0.0,0.0
AEX,10,3.5866050808314087,2.4364896073903,4.812933025404157,2.346420323325635,0.6120092378752887,0.025404157043879907,0.0
AEX,11,1.4988662131519275,3.00453514739229,1.9954648526077097,2.54421768707483,0.6870748299319728,0.0,0.0
AEX,12,6.023310023310024,5.351981351981352,0.9743589743589743,4.0442890442890445,3.163170163170163,0.0,0.0
AGS,1,4.749158249158249,3.755892255892256,1.771043771043771,4.824915824915825,0.3501683501683502,0.0,0.0
AGS,2,8.65625,3.2316176470588234,1.25,6.373161764705882,2.2518382352941178,0.0,0.0
AGS,3,3.402046783625731,3.587719298245614,0.7690058479532164,3.925438596491228,0.577485380116959,0.014619883040935672,0.0
AGS,4,7.25031605562579,2.6991150442477876,3.7850821744627052,4.292035398230088,1.6169405815423514,0.09355246523388117,0.0
AGS,5,5.397973950795948,4.085383502170767,1.8248914616497829,3.428364688856729,1.2257597684515196,0.02604920405209841,0.0
AGS,6,17.25686591276252,6.184168012924071,2.964458804523425,9.52827140549273,2.983844911147011,0.01615508885298869,0.0
AGS,7,11.434451219512194,5.833841463414634,1.9710365853658536,6.657012195121951,1.8856707317073171,0.0,0.0
AGS,8,9.7991452991453,3.0698005698005697,1.8133903133903133,7.800569800569801,2.5868945868945867,0.0,0.0
AGS,9,1.3184,2.704,1.2272,3.1376,1.3104,0.064,0.0
AGS,10,1.5851063829787233,2.5425531914893615,1.2537993920972645,2.814589665653495,0.22492401215805471,0.001519756838905775,0.0
AGS,11,2.8531810766721044,3.4045676998368677,1.5905383360522023,3.3637846655791193,1.464926590538336,0.0,0.0
AGS,12,2.2764227642276422,3.534959349593496,1.1934959349593497,3.131707317073171,1.8520325203252033,0.0,0.0
AKN,6,1.0,0.975609756097561,1.4878048780487805,1.146341463414634,0.0,0.0,0.0
AKN,7,-4.568181818181818,0.0,0.1590909090909091,1.1818181818181819,0.0,0.0,0.0
AKN,8,-6.125,0.0,0.0,0.0,0.0,0.0,0.0
ALB,1,7.289460413514877,4.987897125567322,1.9662128088754411,6.600100857286939,1.0186585980837115,0.015128593040847202,0.0
ALB,2,7.140482573726541,5.738337801608579,1.4589812332439678,6.704557640750671,1.0262734584450401,0.07238605898123325,0.0
ALB,3,4.914762741652021,5.496924428822496,1.5654657293497365,4.0821616871704745,0.3264499121265378,0.0,0.0
ALB,4,7.3511852502194905,5.295873573309921,1.128182616330114,6.95873573309921,0.6747146619841967,0.012730465320456541,0.0
ALB,5,8.556607834696512,4.6392595781317265,1.7477399913904434,6.4696513129573825,1.548859233749462,0.005596211795092553,0.0
ALB,6,9.712929475587703,4.572784810126582,2.63245931283906,7.3530741410488245,0.9159132007233273,0.06645569620253164,0.0
ALB,7,14.016562220232766,6.625783348254252,3.200984780662489,8.297672336615936,1.4109221128021485,0.03133393017009848,0.0
ALB,8,11.567963386727689,5.573455377574371,2.9926773455377575,7.796796338672769,1.5505720823798628,0.012356979405034324,0.0
ALB,9,4.2784810126582276,4.665043816942551,1.307205452775073,5.446445959104187,0.8685491723466408,0.005842259006815969,0.0
ALB,10,3.914827890556046,4.908208296557811,1.3164165931156222,4.80891438658429,0.17519858781994704,0.005736981465136805,0.0
ALB,11,5.47647327546825,4.552763819095477,1.2421196893558704,6.331658291457287,0.7875742348104157,0.021014161717679305,0.0
ALB,12,10.22960867515323,6.329090051862329,1.9471947194719472,6.834040546911834,1.3375766148043375,0.06553512494106553,0.0
ALO,1,10.733333333333333,1.7466666666666666,3.24,5.173333333333333,3.76,0.0,0.0
ALO,2,18.455882352941178,6.4411764705882355,3.3529411764705883,9.411764705882353,1.0147058823529411,0.0,0.0
ALO,3,-2.7444444444444445,0.36666666666666664,0.5777777777777777,1.488888888888889,0.3111111111111111,0.0,0.0
ALO,4,-0.9887640449438202,0.21348314606741572,2.3820224719101124,1.449438202247191,0.0,0.0,0.0
ALO,5,6.838709677419355,1.8064516129032258,3.6236559139784945,2.860215053763441,0.9247311827956989,0.0,0.0
ALO,6,15.417721518987342,4.075949367088608,3.518987341772152,8.341772151898734,1.8987341772151898,0.0,0.0
ALO,7,6.263736263736264,1.879120879120879,2.2747252747252746,5.593406593406593,0.12087912087912088,0.0,0.0
ALO,8,8.0,1.3333333333333333,3.9583333333333335,2.7708333333333335,3.9791666666666665,0.0,0.0
ALO,9,7.4625,2.0125,3.6125,2.2875,2.7125,0.0,0.0
ALO,10,1.8977272727272727,0.6136363636363636,4.806818181818182,1.0568181818181819,0.9545454545454546,0.0,0.0
ALO,11,12.225,3.825,3.875,7.125,0.8875,0.0,0.0
ALO,12,7.414141414141414,1.4848484848484849,4.6767676767676765,6.636363636363637,1.1717171717171717,0.0,0.0
ALW,1,4.782608695652174,3.4869565217391303,1.3565217391304347,1.8521739130434782,1.1565217391304348,0.0,0.0
ALW,2,3.617021276595745,2.127659574468085,1.872340425531915,4.074468085106383,0.0,0.0,0.0
ALW,3,1.296875,1.8671875,1.9140625,1.953125,0.25,0.0,0.0
ALW,4,1.5739130434782609,3.8173913043478263,1.0347826086956522,1.7826086956521738,0.0,0.0,0.0
ALW,5,0.1557377049180328,2.1639344262295084,0.5655737704918032,2.2704918032786887,0.0,0.0,0.0
ALW,6,4.6068376068376065,1.9145299145299146,0.8461538461538461,5.487179487179487,0.0,0.09401709401709402,0.0
ALW,7,1.4173228346456692,1.7007874015748032,0.8582677165354331,2.4015748031496065,0.0,0.0,0.0
ALW,8,13.184873949579831,4.19327731092437,1.8319327731092436,8.680672268907562,0.31932773109243695,0.0,0.0
ALW,9,0.29896907216494845,1.134020618556701,0.6082474226804123,3.0,0.0,0.0,0.0
ALW,10,10.172727272727272,2.9909090909090907,2.0,9.663636363636364,0.0,0.0,0.0
ALW,11,2.806122448979592,2.9285714285714284,0.41836734693877553,4.112244897959184,1.5816326530612246,0.0,0.0
ALW,12,10.324324324324325,3.4054054054054053,1.4414414414414414,6.099099099099099,1.4954954954954955,0.0,0.0
AMA,1,2.7842565597667637,3.7157434402332363,1.813411078717201,3.686588921282799,0.2755102040816326,0.0,0.0
AMA,2,12.25115562403698,5.7442218798151,1.8489984591679507,8.377503852080123,1.1879815100154083,0.004622496147919877,0.0
AMA,3,5.8307692307692305,2.804195804195804,1.7678321678321678,4.793006993006993,0.8755244755244755,0.0,0.0
AMA,4,5.504774897680764,3.412005457025921,1.2319236016371078,4.852660300136425,0.8649386084583902,0.08594815825375171,0.0
AMA,5,10.01726427622842,5.937583001328021,2.189907038512616,5.964143426294821,0.5710491367861886,0.06772908366533864,0.0
AMA,6,15.476005188067445,7.184176394293126,2.482490272373541,9.309987029831388,1.006485084306096,0.0,0.0
AMA,7,9.646835443037975,3.837974683544304,1.620253164556962,7.253164556962025,1.040506329113924,0.0,0.0
AMA,8,8.212045169385194,4.454203262233375,1.3751568381430364,5.9071518193224595,1.7390213299874528,0.0,0.0
AMA,9,3.643908969210174,3.962516733601071,1.4912985274431056,4.879518072289157,0.6519410977242303,0.0,0.0
AMA,10,11.852287581699347,5.461437908496732,2.6091503267973857,6.888888888888889,2.0065359477124183,0.01437908496732026,0.0
AMA,11,7.625984251968504,4.569553805774278,1.4199475065616798,5.539370078740157,0.6076115485564304,0.06692913385826772,0.0
AMA,12,11.935483870967742,4.798036465638148,1.4614305750350631,9.903225806451612,0.3884992987377279,0.0,0.0
ANC,1,-6.754716981132075,1.7061320754716982,0.8023584905660377,2.9754716981132074,0.3070754716981132,0.031132075471698113,0.0
ANC,2,3.7865480822679265,2.3440800444691496,3.5831017231795443,3.9577543079488606,1.3829905503057254,0.09227348526959422,0.0
ANC,3,-5.177777777777778,1.699537037037037,1.275925925925926,1.862037037037037,0.2564814814814815,0.16527777777777777,0.0
ANC,4,-2.5360873694207027,2.1039886039886038,1.325261158594492,2.101614434947768,0.4928774928774929,0.08594491927825261,0.0
ANC,5,-2.3406637345061974,1.7421031587365055,1.1359456217512995,2.6493402638944423,0.1483406637345062,0.03718512594962015,0.0
ANC,6,-1.3897344076395106,2.511190689346464,1.114891077290361,3.1035511787526113,0.4431512981199642,0.050731125037302295,0.0
ANC,7,-1.9864330130016958,2.3371961560203505,0.9544940644431883,3.2405313736574337,0.4123798756359525,0.11447145279819107,0.0
ANC,8,4.070476754515843,3.135031092685816,2.08054486230382,4.021320698845129,0.2958246964761623,0.1397690257625111,0.0
ANC,9,-2.7662804634438674,2.3595685177786656,1.2173391929684378,2.32241310427487,0.20295645225729125,0.13423891330403515,0.0
ANC,10,-3.951841359773371,1.5670443814919737,1.9612842304060434,2.203021718602455,0.3951841359773371,0.18932955618508027,0.0
ANC,11,-3.2524371472550024,1.7552591072344792,1.7275525910723448,2.551564905079528,1.1698306824012314,0.27706516162134426,0.0
ANC,12,-2.057303898543917,2.207609206200094,1.393142320338187,4.550962893377172,0.3006106153123532,0.185533114138093,0.0
APN,1,14.957142857142857,2.4285714285714284,0.35714285714285715,25.542857142857144,1.1142857142857143,0.0,0.0
APN,2,6.864406779661017,13.169491525423728,6.169491525423729,3.830508474576271,1.9830508474576272,0.0,0.0
APN,3,14.946666666666667,0.5733333333333334,4.213333333333333,13.173333333333334,9.626666666666667,0.0,0.0
APN,4,6.3,1.3375,0.5125,3.5125,8.25,0.0,0.0
APN,5,-0.7972972972972973,3.864864864864865,0.0945945945945946,4.121621621621622,0.10810810810810811,0.0,0.0
APN,6,-6.434210526315789,0.0,0.7105263157894737,2.539473684210526,0.0,0.0,0.0
APN,7,-2.0697674418604652,1.930232558139535,0.7558139534883721,2.953488372093023,2.3255813953488373,0.0,0.0
APN,8,-5.302631578947368,1.5526315789473684,0.32894736842105265,3.776315789473684,0.0,0.0,0.0
APN,9,-8.235294117647058,0.0,0.3411764705882353,4.776470588235294,0.0,0.0,0.0
APN,10,-5.493333333333333,0.6933333333333334,0.05333333333333334,3.8666666666666667,1.4133333333333333,0.22666666666666666,0.0
APN,11,10.04054054054054,2.027027027027027,1.1486486486486487,17.83783783783784,0.32432432432432434,0.0,0.0
APN,12,-7.797297297297297,3.8378378378378377,10.027027027027026,0.9864864864864865,0.8108108108108109,0.0,0.0
ART,1,1.5,4.95945945945946,0.6756756756756757,3.135135135135135,0.24324324324324326,0.0,0.0
ART,2,5.522388059701493,4.208955223880597,3.1044776119402986,7.746268656716418,0.835820895522388,0.0,0.0
ART,3,1.9506172839506173,1.9259259259259258,1.728395061728395,4.111111111111111,1.9876543209876543,0.18518518518518517,0.0
ART,4,4.72093023255814,5.22093023255814,0.3023255813953488,7.8604651162790695,0.0,0.0,0.0
ART,5,1.288888888888889,2.611111111111111,2.6444444444444444,3.9,0.8111111111111111,0.0,0.0
ART,6,9.071428571428571,3.261904761904762,4.964285714285714,6.857142857142857,0.7857142857142857,0.0,0.0
ART,7,10.294117647058824,1.776470588235294,3.6705882352941175,11.964705882352941,1.611764705882353,0.0,0.0
ART,8,17.721649484536083,5.072164948453608,7.051546391752577,11.876288659793815,1.1134020618556701,0.0,0.0
ART,9,3.588235294117647,1.3058823529411765,1.6588235294117648,6.4941176470588236,3.0823529411764707,0.0,0.0
ART,10,2.902439024390244,2.3658536585365852,1.6219512195121952,4.7439024390243905,0.3170731707317073,0.0,0.0
ART,11,2.5952380952380953,2.892857142857143,2.7976190476190474,5.523809523809524,1.0595238095238095,0.023809523809523808,0.0
ART,12,9.606060606060606,3.04040404040404,1.4848484848484849,9.080808080808081,2.1313131313131315,0.0,0.0
ASE,1,14.854260089686099,8.249626307922272,5.2174887892376685,8.581464872944693,2.688340807174888,0.0,0.0
ASE,2,21.143707482993197,11.028061224489797,4.9727891156462585,7.865646258503402,4.181972789115647,0.0,0.0
ASE,3,10.919605077574047,7.4062059238363895,3.2595204513399154,6.043018335684062,2.931593794076164,0.014809590973201692,0.0
ASE,4,-3.9500998003992014,2.2095808383233533,1.127744510978044,0.9201596806387226,3.8003992015968064,0.0,0.0
ASE,5,7.089887640449438,4.247191011235955,2.193820224719101,3.960674157303371,4.219101123595506,0.0,0.0
ASE,6,12.130606860158311,6.354881266490765,1.9102902374670185,7.281002638522428,2.0646437994722957,0.0,0.0
ASE,7,14.285889570552147,7.906748466257668,4.6503067484662575,6.330061349693252,0.8760736196319019,0.0,0.0
ASE,8,11.705389221556887,9.198802395209581,3.076646706586826,4.936526946107785,0.38922155688622756,0.0,0.0
ASE,9,3.1758620689655173,5.448275862068965,0.9431034482758621,3.4931034482758623,0.32413793103448274,0.0,0.0
ASE,10,22.972772277227723,16.128712871287128,2.1806930693069306,5.202970297029703,5.155940594059406,0.0,0.0
ASE,11,9.4,6.412121212121212,1.5242424242424242,2.2515151515151515,7.054545454545455,0.0,0.0
ASE,12,24.017616580310882,8.778238341968912,9.208290155440414,9.866321243523316,1.8093264248704664,0.0,0.0
ATL,1,0.5232029507634243,3.120882655687082,2.5711957454108765,3.791259221135701,0.9394192828958655,0.0054683479155944415,0.0
